Comparaison,cell_a,cell_b,d_Return_ann,d_Sharpe,d_Sortino,d_CVaR,d_MaxDD,d_Turnover
C2 vs C1,2,1,-0.02429999999999999,-0.1459999999999999,-0.31099999999999994,0.0009000000000000015,-0.01830000000000001,0.00039999999999995595
C3 vs C1,3,1,0.04770000000000002,0.15100000000000025,0.34799999999999986,0.00040000000000000105,0.0030999999999999917,0.010599999999999943
C4 vs C1,4,1,0.02350000000000002,0.029000000000000137,0.10400000000000009,0.0008000000000000021,-0.0058,0.03500000000000003
C4 vs C3,4,3,-0.0242,-0.12200000000000011,-0.24399999999999977,0.00040000000000000105,-0.008899999999999991,0.02440000000000009
