Comparaison,cell_a,cell_b,d_Return_ann,d_Sharpe,d_Sortino,d_CVaR,d_MaxDD,d_Turnover
C2 vs C1,2,1,0.020799999999999985,0.01599999999999957,0.005000000000000782,0.0007999999999999986,-0.010599999999999998,-0.00880000000000003
C3 vs C1,3,1,-0.013000000000000012,-0.28400000000000025,-0.5069999999999997,0.0020999999999999977,-0.024999999999999994,-0.044499999999999984
C4 vs C1,4,1,0.0029000000000000137,-0.2020000000000004,-0.3519999999999994,0.001899999999999999,-0.024599999999999997,-0.07189999999999996
C4 vs C3,4,3,0.015900000000000025,0.08199999999999985,0.15500000000000025,-0.0001999999999999988,0.0003999999999999976,-0.02739999999999998
