sell_mode,cell,configuration,mois,date_rebalance,ret_month,turnover,liquidite_ponderee,n_titres,w_BUY,w_NEUTRAL,w_SELL,n_BUY,n_NEUTRAL,n_SELL,contrib_BUY,contrib_NEUTRAL,contrib_SELL,n_days
exclude,1,C1 Ridge,2023-01,2023-01-31,0.06409355893903568,0.9998865022218554,0.9998865022218554,18,0.619793266689492,0.38009323553236346,0.0,11,7,0,0.03610678617347226,0.028694619629916887,0.0,19
exclude,1,C1 Ridge,2023-02,2023-02-28,-0.04474463820838881,0.7971153462536211,0.999952808612926,18,0.8260144935140085,0.17393831509891766,0.0,13,5,0,-0.047327365116253635,0.004100392667941789,0.0,22
exclude,1,C1 Ridge,2023-03,2023-03-31,0.02511697541471669,1.2765390110303942,0.9999816281499553,14,0.9670901699716657,0.03289145817828955,0.0,11,3,0,0.027299826408401846,0.0007340357791484395,0.0,18
exclude,1,C1 Ridge,2023-04,2023-04-28,0.06427121241473821,0.7268514986872764,0.9999993928774009,23,0.9632887378193087,0.0367106550580924,0.0,16,7,0,0.06502559825532749,0.0008463912709655556,0.0,21
exclude,1,C1 Ridge,2023-05,2023-05-31,0.07123195540856586,0.8752484774772835,0.9998479734777942,22,0.9632196742595623,0.03662829921823162,0.0,18,4,0,0.07173531192028708,0.001710975478442166,0.0,19
exclude,1,C1 Ridge,2023-06,2023-06-28,0.08129656100265836,0.6390977868947221,0.99987144352806,24,0.9802354332085412,0.019636010319518723,0.0,16,8,0,0.0827639444839433,0.0007455195217902502,0.0,20
exclude,1,C1 Ridge,2023-07,2023-07-31,0.0195074248724858,0.8267522773558806,0.9998950369231374,24,0.914843120654134,0.08505191626900335,0.0,19,5,0,0.02272160417021383,-0.0015585840808191864,0.0,20
exclude,1,C1 Ridge,2023-08,2023-08-31,0.07099676086958384,0.7447050411895414,0.9998904622777758,22,0.8935076347246085,0.10638282755316725,0.0,18,4,0,0.07277285174876133,0.0011848383440638795,0.0,18
exclude,1,C1 Ridge,2023-09,2023-09-27,0.039088819773037686,0.8599962469606145,0.9998093510804282,24,0.9293037819982264,0.07050556908220187,0.0,21,3,0,0.036551334120948416,0.001880673747601033,0.0,22
exclude,1,C1 Ridge,2023-10,2023-10-31,-0.02123102784054609,0.829046938901502,0.9999901424442027,28,0.967804480283882,0.032185662160320955,0.0,24,4,0,-0.018123922365406372,-0.0014917876760393326,0.0,20
exclude,1,C1 Ridge,2023-11,2023-11-30,0.031438305848561665,0.6899698437839217,0.9997801235163339,18,0.9993976507551832,0.0003824727611506556,0.0,16,2,0,0.03194911855229111,-1.3278293874754796e-06,0.0,20
exclude,1,C1 Ridge,2023-12,2023-12-29,0.10051523319007494,0.9076951924149168,0.9998187924957946,23,0.9956989682726785,0.004119824223116216,0.0,19,4,0,0.10498372576648624,5.374887979497635e-05,0.0,21
exclude,1,C1 Ridge,2024-01,2024-01-31,0.07905856176120207,0.9581096773692466,0.9996581166075027,22,0.828930435334414,0.1707276812730887,0.0,15,7,0,0.08034739001378932,0.0013496054361986805,0.0,20
exclude,1,C1 Ridge,2024-02,2024-02-29,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.9781022315877584,0.021852704670154134,0.0,21,5,0,0.00566630567361646,6.404604588234053e-05,0.0,20
exclude,1,C1 Ridge,2024-03,2024-03-29,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.974557674811172,0.025324449254110027,0.0,19,8,0,0.07920082016190433,0.0031287190543957447,0.0,19
exclude,1,C1 Ridge,2024-04,2024-04-30,0.00440110348954037,0.9783585866557365,0.9998564011297354,30,0.8231421832031219,0.17671421792661346,0.0,21,9,0,-0.002573779103715408,0.010140404735041485,0.0,21
exclude,1,C1 Ridge,2024-05,2024-05-31,-0.008839024652603444,1.0119265095509615,0.9997475972541593,29,0.946301778846764,0.05344581840739545,0.0,23,6,0,-0.005654108566958561,-0.0018351473569878395,0.0,17
exclude,1,C1 Ridge,2024-06,2024-06-28,0.12442827060475081,0.40591296562411994,0.9999821199478072,25,0.9885371876946002,0.011444932253207144,0.0,21,4,0,0.12723311932591228,-2.428132330636406e-06,0.0,22
exclude,1,C1 Ridge,2024-07,2024-07-31,0.0076650701313949465,0.5719540449829658,0.9999543375795342,23,0.9972659563385473,0.0026883812409868005,0.0,21,2,0,0.009205798046860326,-7.133240755792273e-05,0.0,18
exclude,1,C1 Ridge,2024-08,2024-08-30,0.046408117195381404,0.6704358047171961,0.9999574943213728,28,0.9990747157675561,0.0008827785538167763,0.0,27,1,0,0.04750549053413178,5.751646385236262e-06,0.0,18
exclude,1,C1 Ridge,2024-09,2024-09-30,0.008468517834898881,0.7156989517405733,0.9998222141614608,27,0.9802519243783696,0.019570289783091138,0.0,20,7,0,0.014811215977804706,-0.00032869434613828577,0.0,22
exclude,1,C1 Ridge,2024-10,2024-10-31,0.013211267495433221,1.1676320809853675,0.999980980672051,26,0.8306537863483449,0.16932719432370613,0.0,20,6,0,0.005649131873360007,0.010759299373410282,0.0,18
exclude,1,C1 Ridge,2024-11,2024-11-29,0.02889178434247186,1.3155966137001491,0.9999613569413146,27,0.9551072361236758,0.044854120817638565,0.0,23,4,0,0.03235853267685112,0.0009876737453049587,0.0,21
exclude,1,C1 Ridge,2024-12,2024-12-31,0.032273596435227425,1.0768488926174888,0.9998936629316583,27,0.9526346676794446,0.047258995252213845,0.0,21,6,0,0.02908548551951189,0.005951232161212827,0.0,20
exclude,1,C1 Ridge,2025-01,2025-01-31,0.007856129042920879,0.97179795361184,0.9999328688023349,35,0.6848457857952721,0.31508708300706245,0.0,26,9,0,0.00555450212679328,0.004017290475120162,0.0,19
exclude,1,C1 Ridge,2025-02,2025-02-28,0.04421651275199601,0.8668665556701056,0.9997588889302774,30,0.6467798804111848,0.3529790085190927,0.0,18,12,0,0.03280307676473071,0.0161584029065504,0.0,19
exclude,1,C1 Ridge,2025-03,2025-03-28,0.0050692406332235596,1.0538328368770769,0.99985843962933,32,0.9455892884879316,0.05426915114139894,0.0,24,8,0,0.0007540457939864997,0.004186511931106023,0.0,21
exclude,1,C1 Ridge,2025-04,2025-04-30,0.011612029754175524,1.0398993395513088,0.99982810215024,23,0.9546729006288535,0.04515520152138658,0.0,19,4,0,0.012750776946194522,0.0016297356707744204,0.0,20
exclude,1,C1 Ridge,2025-05,2025-05-30,0.0395979815157792,1.0993378210967768,0.9998545198661529,32,0.8815866114450273,0.1182679084211257,0.0,23,9,0,0.03834776351863598,0.004773310951570074,0.0,18
exclude,1,C1 Ridge,2025-06,2025-06-30,0.004778044281835925,0.8621638013549768,0.9996781278316942,27,0.43420362168996013,0.5654745061417343,0.0,16,11,0,0.06660997811161896,-0.06398542432597204,0.0,188
exclude,2,C2 Ridge + régime,2023-01,2023-01-31,0.05388580971950252,0.9999414155473547,0.9999414155473547,16,0.7120869903786106,0.28785442516874415,0.0,11,5,0,0.03496034904334545,0.020148138641286756,0.0,19
exclude,2,C2 Ridge + régime,2023-02,2023-02-28,-0.022514362060592208,0.7581441296220129,0.9999668336708022,18,0.7439284447753832,0.256038388895419,0.0,12,6,0,-0.04229096043231676,0.0225844238307519,0.0,22
exclude,2,C2 Ridge + régime,2023-03,2023-03-31,0.02225531256607627,1.0409011965658839,0.9999700368595897,17,0.9612771521469633,0.038692884712626385,0.0,12,5,0,0.02409306825194357,0.0004856850518525046,0.0,18
exclude,2,C2 Ridge + régime,2023-04,2023-04-28,0.057029208484485894,0.656042290538049,0.9998073547794938,21,0.9405661143461241,0.059241240433369625,0.0,15,6,0,0.05740169278316278,0.0009966189245521053,0.0,21
exclude,2,C2 Ridge + régime,2023-05,2023-05-31,0.07500333747487953,0.7403350487254791,0.9997036059546329,22,0.9944658067824986,0.005237799172134289,0.0,19,3,0,0.07631020388164582,0.00041191941336584596,0.0,19
exclude,2,C2 Ridge + régime,2023-06,2023-06-28,0.07861102439661982,0.6050028187358025,0.9999625776464436,24,0.9862723821577819,0.013690195488661627,0.0,17,7,0,0.08053996922408359,0.00033870696685491707,0.0,20
exclude,2,C2 Ridge + régime,2023-07,2023-07-31,0.02006785756590368,0.8226884019934831,0.9996032974703124,21,0.9968482319036831,0.002755065566629437,0.0,20,1,0,0.021776013269023467,0.0,0.0,20
exclude,2,C2 Ridge + régime,2023-08,2023-08-31,0.08679060829449958,0.8591307246640064,0.9999938024889211,27,0.9480084013001,0.05198540118882137,0.0,16,11,0,0.09008791150738361,-0.00045463279469742674,0.0,18
exclude,2,C2 Ridge + régime,2023-09,2023-09-27,0.036238774923073924,0.739278343104523,0.9999234893213287,21,0.7631740794855001,0.23674940983582862,0.0,15,6,0,0.028722288910179743,0.006708793538622077,0.0,22
exclude,2,C2 Ridge + régime,2023-10,2023-10-31,-0.026504494655380184,0.7521838460410543,0.9998499872948904,24,0.981273559408522,0.01857642788636825,0.0,18,6,0,-0.025176700364313458,-0.00020260503017025926,0.0,20
exclude,2,C2 Ridge + régime,2023-11,2023-11-30,0.026457572918039407,0.7911545696622755,0.9997109426989198,17,0.9993080990651788,0.0004028436337411396,0.0,16,1,0,0.027650355238370904,7.262292442841284e-06,0.0,20
exclude,2,C2 Ridge + régime,2023-12,2023-12-29,0.10277892090214213,0.945033213163233,0.9998997606031964,27,0.9954225101327504,0.004477250470446225,0.0,21,6,0,0.10746601030693038,6.254314835810244e-06,0.0,21
exclude,2,C2 Ridge + régime,2024-01,2024-01-31,0.0880661339340214,1.0331698179781972,0.9997377674422594,25,0.898409215661273,0.10132855178098639,0.0,17,8,0,0.08974595995357627,0.0012185720001882826,0.0,20
exclude,2,C2 Ridge + régime,2024-02,2024-02-29,0.013339169118234073,0.8317390099222031,0.999837314221288,25,0.9184497216951812,0.08138759252610665,0.0,19,6,0,0.017505854468975065,-0.0015463234189030258,0.0,20
exclude,2,C2 Ridge + régime,2024-03,2024-03-29,0.06512830884234466,1.2273099539125885,0.9997926982212632,29,0.9752434428844371,0.02454925533682578,0.0,21,8,0,0.07553203301431834,-0.0009628840686077987,0.0,19
exclude,2,C2 Ridge + régime,2024-04,2024-04-30,-0.014649460161839323,1.1906519214430251,0.9998289448273764,26,0.8884525929922726,0.11137635183510358,0.0,19,7,0,-0.009061807856672922,-0.0021158256125079883,0.0,21
exclude,2,C2 Ridge + régime,2024-05,2024-05-31,-0.008548079765904215,1.2563983869028483,0.9999316193400407,32,0.9620905549965579,0.037841064343482715,0.0,24,8,0,-0.004672602949146463,-0.0018334059343556848,0.0,17
exclude,2,C2 Ridge + régime,2024-06,2024-06-28,0.12778756689183313,0.386060996598602,0.999911774371185,27,0.9803010120043557,0.019610762366829123,0.0,20,7,0,0.1290226934240642,0.000996954608879393,0.0,22
exclude,2,C2 Ridge + régime,2024-07,2024-07-31,0.010280780588028726,0.4510471787132317,0.9999264160043212,24,0.9968482756621155,0.0030781403422056844,0.0,22,2,0,0.011564417562488287,-8.651913567490613e-05,0.0,18
exclude,2,C2 Ridge + régime,2024-08,2024-08-30,0.04820841223382266,0.8627008870090088,0.9997757622103908,25,0.9963239568152193,0.0034518053951714486,0.0,22,3,0,0.050924842441913254,2.547846072591782e-05,0.0,18
exclude,2,C2 Ridge + régime,2024-09,2024-09-30,0.013924041049342861,0.990975546290203,0.9999626211723663,28,0.9749958271115085,0.024966794060857816,0.0,22,6,0,0.021575655562745096,-0.00041799613185525964,0.0,22
exclude,2,C2 Ridge + régime,2024-10,2024-10-31,0.019919987309890974,1.0556365877924003,0.9999407932981017,21,0.772673774961732,0.2272670183363696,0.0,17,4,0,0.0028190775386228743,0.020262186131015856,0.0,18
exclude,2,C2 Ridge + régime,2024-11,2024-11-29,0.03351594363589627,1.0925981025835019,0.9998918606825445,27,0.971753988046097,0.028137872636447462,0.0,22,5,0,0.036776429046584735,0.0009099288352060634,0.0,21
exclude,2,C2 Ridge + régime,2024-12,2024-12-31,0.04174512171817768,0.9434422406242612,0.9998783521425096,28,0.9235640799696868,0.07631427217282265,0.0,22,6,0,0.03419198237904676,0.009878880953221675,0.0,20
exclude,2,C2 Ridge + régime,2025-01,2025-01-31,0.013829850876240002,0.9796539826486546,0.9999121092123018,36,0.6818015848624083,0.31811052434989356,0.0,27,9,0,0.011687156702579459,0.0038556483607735895,0.0,19
exclude,2,C2 Ridge + régime,2025-02,2025-02-28,0.054420708403122076,0.6672597053921198,0.999832470499436,32,0.6941756961617503,0.3056567743376859,0.0,22,10,0,0.03886174358566063,0.01986049244748635,0.0,19
exclude,2,C2 Ridge + régime,2025-03,2025-03-28,0.007377943325694192,1.1014600200588156,1.0,40,0.86983764698473,0.1301623530152699,0.0,29,11,0,0.005830800065607894,0.0010752310327678128,0.0,21
exclude,2,C2 Ridge + régime,2025-04,2025-04-30,0.005749249520828004,1.181330121845818,0.9995791760523409,26,0.910300392693719,0.08927878335862197,0.0,18,8,0,0.005156792219190534,0.00406163483734522,0.0,20
exclude,2,C2 Ridge + régime,2025-05,2025-05-30,0.04691867809774064,1.1698395732256723,0.999850172929338,33,0.8252871176256262,0.17456305530371172,0.0,25,8,0,0.041127922487991166,0.009431694006475349,0.0,18
exclude,2,C2 Ridge + régime,2025-06,2025-06-30,-0.004776050623022554,0.847085570940492,0.9998986843486204,28,0.4738806645533586,0.5260180197952621,0.0,15,13,0,0.031013010014660496,-0.04938828022767524,0.0,188
exclude,3,C3 Hybrid,2023-01,2023-01-31,0.04715743515849957,0.999954110091539,0.999954110091539,14,0.3051523799973933,0.6948017300941458,0.0,6,8,0,0.00678030376041462,0.041764745185058946,0.0,19
exclude,3,C3 Hybrid,2023-02,2023-02-28,-0.05785234625452684,0.5717328163335492,0.9999079679571816,14,0.6479072277471507,0.3520007402100311,0.0,6,8,0,-0.03744413890041096,-0.020645767243888207,0.0,22
exclude,3,C3 Hybrid,2023-03,2023-03-31,0.019547066447183736,1.3517953874930502,0.9998913541981851,11,0.898353548005163,0.10153780619302201,0.0,7,4,0,0.02526066752430737,-0.0026715509603451645,0.0,18
exclude,3,C3 Hybrid,2023-04,2023-04-28,0.08540738108089685,0.47208322306139516,0.9997482697168047,14,0.3964066054349554,0.6033416642818493,0.0,5,9,0,0.03447423608933377,0.051464149795823956,0.0,21
exclude,3,C3 Hybrid,2023-05,2023-05-31,0.08434280558874963,1.0427917033177243,0.9998997404007107,17,0.839657012738312,0.16024272766239886,0.0,11,6,0,0.07967158920337493,0.0070523447477114165,0.0,19
exclude,3,C3 Hybrid,2023-06,2023-06-28,0.07446597602205962,1.339148442315075,0.9999809312533341,18,0.8059190234250906,0.19406190782824345,0.0,11,7,0,0.07620530817273027,0.002881074134478552,0.0,20
exclude,3,C3 Hybrid,2023-07,2023-07-31,0.020035515951672522,0.9942759560678979,0.9999305918331407,25,0.8846854484826112,0.11524514335052946,0.0,20,5,0,0.019028773818526808,0.0033539435685746234,0.0,20
exclude,3,C3 Hybrid,2023-08,2023-08-31,0.08975053048574311,0.7797721206765521,0.9999275011600033,24,0.9679213823705819,0.0320061187894214,0.0,20,4,0,0.09308112135745959,-0.00042341822735049016,0.0,18
exclude,3,C3 Hybrid,2023-09,2023-09-27,0.033211302873850546,0.521477758496282,0.9999737453552833,27,0.9952719418984495,0.004701803456833412,0.0,26,1,0,0.03190229737252607,0.00014119529900400633,0.0,22
exclude,3,C3 Hybrid,2023-10,2023-10-31,-0.03390097570998196,0.5490949211973355,0.9999828597080678,28,0.9753255464684777,0.024657313239589924,0.0,23,5,0,-0.033585311742104336,-6.354231541797609e-05,0.0,20
exclude,3,C3 Hybrid,2023-11,2023-11-30,0.021904245115687893,0.6562162715768651,0.9998991291164456,20,0.9995863743974883,0.0003127547189574198,0.0,19,1,0,0.022669508197154513,2.093438844634341e-05,0.0,20
exclude,3,C3 Hybrid,2023-12,2023-12-29,0.09009170218854323,0.8265543740751142,0.9998370197070552,25,0.9610690547434655,0.03876796496358981,0.0,21,4,0,0.09301647991885131,0.002819484421136813,0.0,21
exclude,3,C3 Hybrid,2024-01,2024-01-31,0.07818384739712725,0.8005250772973393,0.9999208306301494,25,0.7059451277378346,0.2939757028923149,0.0,14,11,0,0.07603163146082036,0.004245833844536188,0.0,20
exclude,3,C3 Hybrid,2024-02,2024-02-29,0.028561514202289473,0.7817382549257206,0.9998272340122225,22,0.8508256083095023,0.14900162570271994,0.0,12,10,0,0.027842918566309653,0.003827368005313954,0.0,20
exclude,3,C3 Hybrid,2024-03,2024-03-29,0.05997914601888499,1.1421420400461297,0.9998981971394462,27,0.9517404474056947,0.048157749733751226,0.0,16,11,0,0.06969024522666274,-0.0017292380650319188,0.0,19
exclude,3,C3 Hybrid,2024-04,2024-04-30,0.006360305653511311,0.4473005758950512,0.9998710518943078,26,0.5551599006265893,0.44471115126771893,0.0,16,10,0,-0.014853467565982202,0.02245047851579076,0.0,21
