cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid,held,sell_mode,eligible_vmq,n_candidates,n_positions,expected_alpha_raw,cvar_95,liquidity_L_weighted,status,portfolio_ret_month,turnover,liquidite_ponderee,n_titres,ret_holding,contribution,eligible,min_vmq_threshold,protocol_window
1,C1 Ridge,2024-02,2024-02-29,P_selected,IMO,0.1569608154894526,BUY,0.36268165472501207,0.36268165472501207,0.36268165472501207,634544.4794999999,0.9978768132095764,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.025078369905956133,-0.003936321391585021,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,BOA,0.1297031461731867,BUY,0.2609395671338096,0.2609395671338096,0.2609395671338096,4163997.8575000004,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.025000000000000022,-0.0032425786543296706,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,JET,0.08296148138249489,BUY,0.9090380494300662,0.9090380494300662,0.9090380494300662,4083213.13,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.09578445275235259,0.007946420093746761,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,RDS,0.06107897032687813,BUY,1.1391274592765175,1.1391274592765175,1.1391274592765175,2688570.9235,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.0,0.0,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,MNG,0.059455841728494135,BUY,0.2748173026050036,0.2748173026050036,0.2748173026050036,2811680.1,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.04839586731919521,-0.002877417027643272,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,ADI,0.05452638963341942,BUY,0.7731088508265624,0.7731088508265624,0.7731088508265624,6208376.7225,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.19068670792808717,0.01039745773440093,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,LBV,0.018681182516519457,BUY,0.10465459080442699,0.10465459080442699,0.10465459080442699,7394740.15,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.04522727272727267,0.0008448989365425835,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,TMA,0.014952197480517713,BUY,0.14257848288532693,0.14257848288532693,0.14257848288532693,3163242.05,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.006382978723404209,-9.543955838628258e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,ATL,0.011762288312177124,NEUTRAL,0.05763476108418823,0.05763476108418823,0.028817380542094116,2519184.9325,0.9999999999999998,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.001615508885298933,1.9002081279769934e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,SMI,0.008390701391301748,BUY,0.31124898823371844,0.31124898823371844,0.31124898823371844,1361851.55,0.9999999812040575,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.13475177304964547,0.0011306618896080377,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,ATH,0.007539016282366338,BUY,0.19569006949990492,0.19569006949990492,0.19569006949990492,586473.9075,0.9954296402432394,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.04477611940298509,-0.0003375678932402839,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,RIS,0.007323454981292016,BUY,0.1184764545817795,0.1184764545817795,0.1184764545817795,1779360.1949999998,0.9999999999763998,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.12139534883720926,0.0008890333721475421,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,CMA,0.007119674440269845,NEUTRAL,0.034324459045588736,0.034324459045588736,0.017162229522794368,2751247.1,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.020289855072463725,-0.00014445716255619945,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,BCP,0.0061475853104159825,BUY,0.15672617712166312,0.15672617712166312,0.15672617712166312,22981976.9,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.020198675496688856,-0.00012417308077330367,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,BCI,0.00463101269943708,BUY,0.4030500515209527,0.4030500515209527,0.4030500515209527,1035423.3800000001,0.9999965140765344,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.0608695652173914,0.0002818877295309531,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,ARD,0.003447650186616699,BUY,0.196699859625596,0.196699859625596,0.196699859625596,949676.8875,0.9999862551169507,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.0,0.0,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,MUT,0.002139139213879828,BUY,0.2974267625353615,0.2974267625353615,0.2974267625353615,2293581.0324999997,0.9999999999999938,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.02434456928838946,-5.207642280980843e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,SBM,0.0018714756071471254,NEUTRAL,-0.05135357966935996,-0.05135357966935996,-0.02567678983467998,964254.3,0.9999891145082294,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.1129431162407255,0.00021137028703970012,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,LHM,0.000705448020307228,NEUTRAL,0.08531037703817866,0.08531037703817866,0.04265518851908933,3145116.1,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.011657374556512945,-8.223671802871907e-06,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,TGC,0.0004535585448021604,BUY,0.44967766672009807,0.44967766672009807,0.44967766672009807,7327413.1875,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.08974358974358965,4.070397196942461e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,MSA,0.0003938182902528131,NEUTRAL,-0.04104933356196707,-0.04104933356196707,-0.020524666780983535,7937476.967500001,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.03464919841406655,-1.3645488078058173e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,CIH,0.000258257827662181,BUY,0.27855884768322664,0.27855884768322664,0.27855884768322664,2469183.2825,0.9999999999999996,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.012328767123287676,3.184000615013192e-06,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,ADH,0.0001618602565867435,BUY,0.46948540569000347,0.46948540569000347,0.46948540569000347,10067875.521000002,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,0.11956521739130443,1.93528567658063e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,IAM,0.00015843392716819542,BUY,0.18992354725211047,0.18992354725211047,0.18992354725211047,21562363.474,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.02512077294685988,-3.9799827114715725e-06,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-02,2024-02-29,P_selected,CMT,0.0001235084241531132,BUY,0.18230688466936817,0.18230688466936817,0.18230688466936817,4929366.0,1.0,1,exclude,1,31,26,0.519847,0.011512,0.9996,ok,0.0028090605565618265,1.0383678496126818,0.9999549362579127,26,-0.11923076923076925,-1.4726004418255806e-05,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,CFG,0.35233139766822846,BUY,0.10661096910348955,0.10661096910348955,0.10661096910348955,3098808.275,1.0,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,-0.02517753389283417,-0.008870835706301455,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,AKT,0.14344328839188772,BUY,0.39169363663931356,0.39169363663931356,0.39169363663931356,5701409.33,1.0,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.0591176470588235,0.008480029696108652,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,CDM,0.13236050741755992,BUY,0.5922955484658023,0.5922955484658023,0.5922955484658023,5514061.404999999,1.0,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.0033333333333334103,0.0004412016913918766,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,JET,0.0756469857367763,BUY,0.9581416238913613,0.9581416238913613,0.9581416238913613,2114080.415,0.9999999999998885,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.42352941176470593,0.03203872337086997,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,ADI,0.06443207573596711,BUY,0.7043740471302076,0.7043740471302076,0.7043740471302076,8374011.227500001,1.0,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.04952723998199016,0.003191142877513008,1,500000.0,2023-01_2025-06
1,C1 Ridge,2024-03,2024-03-29,P_selected,RDS,0.05534950060760209,BUY,1.0046803050257536,1.0046803050257536,1.0046803050257536,2936320.8575,1.0,1,exclude,1,34,27,0.422853,0.009331,1.0,ok,0.07208424579743333,1.2640852289065245,0.9998821240652821,27,0.4993939393939393,0.027641205151917644,1,500000.0,2023-01_2025-06
