month,decision_date,holding_start_exclusive,holding_end_inclusive,holding_period_label,cell,ticker,recommendation,weight,alpha,liquidity_L,vmq,realized_return_holding,contribution_gross,portfolio_alpha,portfolio_cvar,portfolio_liquidity,turnover,transaction_cost,gross_return,net_return
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SOT,BUY,0.0325625852218196,0.34240105350107986,0.9282625975073556,410018.9,0.007751937984496138,0.000252423141254416,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,CMA,BUY,0.019533553787974847,0.39981776468813013,1.0,4495991.85,-0.019607843137254943,-0.00038301085858774293,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SNP,BUY,0.01669988549237888,0.49712378997282736,0.99145541711152,547117.28,0.14368932038834958,0.0023995951969631797,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,CIH,NEUTRAL,0.0166682671619646,0.019063061952425058,0.999999999998753,1963144.47,-0.010317675807765436,-0.00017197777685437317,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SMI,NEUTRAL,0.009469585033313473,0.09483914600261818,0.07699111749361562,94753.2,-0.014778325123152691,-0.0001399446064036472,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,COL,NEUTRAL,0.00629654272254431,-0.091345978323591,0.06482589492597289,83185.776,0.012658227848101111,7.970307243726878e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,MOX,BUY,0.003990847282376154,0.4550388338904472,0.02530276244174022,21799.167500000003,0.05947441217150762,0.00023735329618558045,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,LHM,NEUTRAL,0.0037870440052096294,-0.09679589390540767,1.0,11847597.7,0.008426966292134797,3.19132921787327e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,ARD,NEUTRAL,0.0033360817209165754,-0.08186728595073331,0.8787925497217492,373815.33249999996,0.03811659192825112,0.00012716006559547485,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,AGM,NEUTRAL,0.003239009715670272,-0.07648307689974246,0.35256121084887665,212012.5,0.08333333333333326,0.00026991747630585576,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,MSA,BUY,0.0026359930362711364,0.2843146952856271,1.0,11994691.645000001,0.09126984126984117,0.00024058666600887329,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,EQD,BUY,0.0015046060902232504,0.4385551361286957,0.11053884872698337,119671.95,0.04693877551020398,7.062436750027486e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,IMO,NEUTRAL,0.0014425878813589808,-0.00852132399691107,0.40231398417383735,225260.455,-0.005154639175257714,-7.436020007005029e-06,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SBM,NEUTRAL,0.0014161969849988013,0.002740499073093193,0.9974672660492686,623495.0,0.11764705882352944,0.000166611409999859,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,LBV,NEUTRAL,0.0013686902288461854,-0.10099427999263194,1.0,5713665.0,0.026086956521739202,3.5704962491639716e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,MUT,NEUTRAL,0.0010748088846225772,-0.09481226878758955,0.9999999579253309,1311488.7449999999,0.06465517241379315,6.949195374714944e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,TGC,NEUTRAL,0.0010425681314803542,0.03482517160143235,1.0,7693227.525,0.03344709897610931,3.487087948296075e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SID,NEUTRAL,0.0007641017735856111,0.10349966380490332,0.999952381599178,872015.2300000001,0.0065517241379309255,5.006184033836679e-06,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,DYT,NEUTRAL,0.0007492561049762531,-0.0500945850373211,0.19329361699002992,160703.1625,-0.029126213592232997,-2.1822993348822894e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,INV,NEUTRAL,0.0006081526603639289,0.06350540748849653,0.01960255412917749,5481.364,0.0,0.0,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,BOA,NEUTRAL,0.000472753891545773,-0.05197714341819085,1.0,16485931.802499998,0.011864406779660941,5.608944475966762e-06,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,SAH,NEUTRAL,0.0004635950363516593,0.10155481147089107,0.9998806193449075,814567.125,0.05499999999999994,2.549772699934123e-05,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,AFI,NEUTRAL,0.0004543077925602855,0.03501603137702521,0.022478363539738998,14220.8,0.005555555555555536,2.523932180890466e-06,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
2023-06,2023-06-28,2023-06-28,2023-07-31,(2023-06 rebalance] → 2023-07,C4,MIC,NEUTRAL,0.00038243006723450313,0.07848463613628798,0.0704030892038808,88717.88,-0.005681818181818232,-2.172898109286969e-06,0.946572,0.008772,0.7625,1.247195756857111,0.0037415872705713333,0.052066043597358336,0.048170460785256
