cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid,month,mois_obj,liquidity_L_weighted,cvar_95,expected_alpha_opt
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,JET,0.11793930363781388,BUY,4.124110251481176,4.124110251481176,4.124110251481176,1056941.62,0.9999975294466167,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,COL,0.1162211769771364,BUY,0.31193208132157263,0.31193208132157263,0.31193208132157263,426211.73250000004,0.9437145525420022,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,SOT,0.11244035426770527,BUY,0.13676234315091473,0.13676234315091473,0.13676234315091473,812.25,0.01821719820937452,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,LBV,0.06797259423965374,BUY,0.41628093599868116,0.41628093599868116,0.41628093599868116,686098.6,0.9990683093555535,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,EQD,0.06585668322367802,BUY,0.2501482047994628,0.2501482047994628,0.2501482047994628,2113.9,0.01859344689077907,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,GAZ,0.054176317416165645,NEUTRAL,0.02548423040275176,0.02548423040275176,0.01274211520137588,268044.0,0.5716788211108534,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,HPS,0.051126652304460306,BUY,0.1986563840627446,0.1986563840627446,0.1986563840627446,71143.80999999981,0.05407972003485135,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,ATL,0.04561456544646675,BUY,0.1430980705829882,0.1430980705829882,0.1430980705829882,357179.41000000003,0.8474669516073305,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,CIH,0.04005262199854545,BUY,0.14831335186680544,0.14831335186680544,0.14831335186680544,223895.5125,0.3970740019534859,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,MOX,0.037611235078417744,BUY,0.2646122305317541,0.2646122305317541,0.2646122305317541,7329.164999999999,0.02017888299544964,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,S2M,0.03667987051506594,BUY,0.3392037959232368,0.3392037959232368,0.3392037959232368,9510.8,0.020880720583514163,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,TQM,0.033217690985101,BUY,0.21668466619419025,0.21668466619419025,0.21668466619419025,1811913.0,0.999999999985981,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,MIC,0.030483236718796235,BUY,0.3144763595501789,0.3144763595501789,0.3144763595501789,61544.357500000006,0.04673986989845904,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,RIS,0.028564027238575783,BUY,0.3047057926672231,0.3047057926672231,0.3047057926672231,76117.2725000001,0.05829785994543916,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,ALM,0.02507689647953928,BUY,0.23957422219501961,0.23957422219501961,0.23957422219501961,1514.7,0.018419307295170488,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,CTM,0.02464481112632693,BUY,0.3993473060796383,0.3993473060796383,0.3993473060796383,39529.35,0.03332577579355919,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,DRI,0.020618788219805926,BUY,0.9123789557121597,0.9123789557121597,0.9123789557121597,24018.2,0.026193309466106974,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,DHO,0.020587307115405133,NEUTRAL,0.0651273494363445,0.0651273494363445,0.03256367471817225,64475.19700000009,0.04887419245635132,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,MDP,0.018275302494450425,BUY,0.33023796651738924,0.33023796651738924,0.33023796651738924,5449.359500000092,0.01959271539945556,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,RDS,0.018135054787625622,BUY,0.1012364510908154,0.1012364510908154,0.1012364510908154,52290.69,0.04056850226326277,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,SRM,0.016648433624583587,BUY,0.25599573718820756,0.25599573718820756,0.25599573718820756,4011.3,0.019155591211587174,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,SID,0.010798997397231074,BUY,0.6683043662227126,0.6683043662227126,0.6683043662227126,128754.25999999998,0.1256553447962296,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,M2M,0.005827802611735654,BUY,0.37213912333978405,0.37213912333978405,0.37213912333978405,12650.622500000001,0.021932909534472442,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,DWY,0.0009277324565645685,BUY,0.35701419815564456,0.35701419815564456,0.35701419815564456,44662.99249999963,0.03607573950582562,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-07,2018-07-31,P_selected,INV,0.00045681574864592895,BUY,0.5268315710255578,0.5268315710255578,0.5268315710255578,2221.172500000003,0.0186247924578231,2018-07,2018-07,0.4307,0.009967,0.71142
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,IMO,0.35800346025490365,BUY,1.0756957760459493,1.0756957760459493,1.0756957760459493,98628.93900000001,0.08151511568636022,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,JET,0.12231954084004319,BUY,0.978814871962117,0.978814871962117,0.978814871962117,658458.98,0.9985508728338357,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,SLF,0.0904848538115596,BUY,0.1817845832245187,0.1817845832245187,0.1817845832245187,1567046.25,0.9999999992949413,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,CIH,0.08944884495293123,BUY,0.16788462227943726,0.16788462227943726,0.16788462227943726,584119.3425,0.9952550090970593,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,EQD,0.05853084667602441,BUY,2.2091217142612325,2.2091217142612325,2.2091217142612325,87301.8,0.0689346059572337,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,AFM,0.04414619223432927,BUY,0.5588410317214134,0.5588410317214134,0.5588410317214134,357814.75,0.8487763683305605,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,LBV,0.03348629254762591,BUY,0.36805100533954443,0.36805100533954443,0.36805100533954443,561520.5,0.9932021511299907,2018-08,2018-08,0.4616,0.007998,0.765367
4,C4 Hybrid + régime,2018-08,2018-08-31,P_selected,TQM,0.02542768654465436,BUY,0.12575257394823866,0.12575257394823866,0.12575257394823866,2464759.95,0.9999999999999996,2018-08,2018-08,0.4616,0.007998,0.765367
