month,decision_date,net_return,gross_return,turnover,transaction_cost,n_positions,liquidity_L,n_days
2018-07,2018-07-31,-0.003046295649977493,-4.809966032226498e-05,0.9999999999999998,0.0029999999999999996,25,0.4307189532465768,17
2018-08,2018-08-31,-0.016341221907905212,-0.012831637315020794,1.1886953429297,0.0035660860287891,30,0.4615653398367052,18
2018-09,2018-09-28,-0.005443986684224078,-0.0029216977811197253,0.8434255238371516,0.002530276571511455,24,0.7774370948872319,23
2018-10,2018-10-31,0.007676845043162794,0.010246717921899684,0.8418781169834648,0.0025256343509503943,16,0.1918024379385524,18
2018-11,2018-11-30,0.03082197776609208,0.03302282328698691,0.7087509446882612,0.0021262528340647837,17,0.4785138512932096,20
2018-12,2018-12-31,0.004387719965246006,0.0076924517594927355,1.093502249276519,0.003280506747829557,17,0.7760935251357801,20
2019-01,2019-01-31,-0.025379025164159352,-0.022848847979325182,0.8706436109296762,0.002611930832789029,17,0.6398099954169998,19
2019-02,2019-02-28,-0.015573335891996276,-0.013694299493345774,0.6361257523002133,0.0019083772569006402,18,0.6681841126464398,20
2019-03,2019-03-29,-0.01951843603363357,-0.014914650109407734,1.5581714779419245,0.004674514433825774,18,0.4526124745485759,22
2019-04,2019-04-30,-0.010863048289457944,-0.008496407029788378,0.7889281158654328,0.0023667843475962983,18,0.7062978040504887,21
2019-05,2019-05-31,0.008454440622202464,0.013072400923557659,1.5204658704907188,0.004561397611472157,15,0.47383911991480765,16
2019-06,2019-06-28,0.0016145645111209639,0.004937902993569665,1.0950228860561104,0.0032850686581683314,13,0.4770602169604378,22
2019-07,2019-07-31,0.014096165340970357,0.018312196224380628,1.3810854943054616,0.0041432564829163845,20,0.666656540688301,16
2019-08,2019-08-30,0.02476910326059789,0.028145541950381103,1.0913418038875762,0.0032740254116627285,20,0.4528564227815948,20
2019-09,2019-09-30,0.023645440861286282,0.028341188702065923,1.5306460522076086,0.004591938156622826,19,0.4988253238003538,22
2019-10,2019-10-31,0.019648187957791663,0.02406521575630438,1.4411655656695632,0.00432349669700869,22,0.7021850989166469,17
2019-11,2019-11-29,-0.00032057013679054336,0.003373885668431109,1.22695281219428,0.00368085843658284,19,0.716423738851564,21
2019-12,2019-12-31,0.009908855266565375,0.01298411197132765,1.016167077828073,0.003048501233484219,22,0.7777325789425572,21
2020-01,2020-01-31,-0.01653659273726915,-0.012356207855822698,1.406757122820738,0.004220271368462216,23,0.6972331908151608,19
2020-02,2020-02-28,-0.166151325295826,-0.16456016785975391,0.6250578640679698,0.0018751735922039096,21,0.6678997416262767,21
2020-03,2020-03-31,-0.010511355733514027,-0.006877797778566674,1.2263759554110054,0.003679127866233017,25,0.6240196547105171,21
2020-04,2020-04-30,0.008151896007592585,0.012618692395507614,1.475933908581237,0.004427801725743711,19,0.7253737257114959,18
2020-05,2020-05-29,0.021704597204190046,0.025676380716009417,1.2909553384721206,0.003872866015416362,22,0.7016631524447912,21
2020-06,2020-06-30,-0.02875805541189813,-0.02422843862729962,1.5476975431209496,0.004643092629362849,26,0.6484780768958458,20
2020-07,2020-07-29,0.002086990778001452,0.0073226900531426775,1.7258456957989108,0.0051775370873967325,23,0.5200923576643419,17
2020-08,2020-08-31,-0.014776693200413082,-0.010628441607066774,1.396614606518961,0.004189843819556884,22,0.36520418989991693,21
2020-09,2020-09-30,0.012743354975266907,0.01817770483843506,1.7838213610287064,0.005351464083086119,19,0.4855372775085788,19
2020-10,2020-10-28,0.014731751161700668,0.017142289029866475,0.7908236699420631,0.002372471009826189,15,0.40589683384134395,18
2020-11,2020-11-30,0.0009540246141650499,0.004678280443868532,1.234318026136013,0.003702954078408039,23,0.6932963276937819,22
2020-12,2020-12-31,0.010125641929950469,0.015076253352665603,1.6274662188999331,0.004882398656699799,15,0.29432698489765263,18
2021-01,2021-01-29,-0.059756019144101,-0.05448768213408439,1.8636161495446295,0.005590848448633889,19,0.7137689090309861,19
2021-02,2021-02-26,-0.011642486937510577,-0.008974248087406544,0.899943009055499,0.002699829027166497,22,0.6249803813569338,22
2021-03,2021-03-31,0.011735700909248026,0.01603117807966803,1.4098117657639928,0.0042294352972919785,22,0.8054407070428131,21
2021-04,2021-04-30,0.05828589501108983,0.06326822585738645,1.5663381518506492,0.004699014455551947,19,0.9024836444499941,18
2021-05,2021-05-31,0.08634844949675391,0.0871878484405677,0.26055852125496043,0.0007816755637648813,19,0.7925494250045079,21
2021-06,2021-06-30,0.036445444254626924,0.039009897961067574,0.8253951327688636,0.002476185398306591,23,0.8419963130359065,18
2021-07,2021-07-29,0.0738194588684391,0.07716836224474899,1.060295289063084,0.003180885867189252,28,0.5648345464357447,19
2021-08,2021-08-31,0.03434210315805575,0.03688686887772552,0.82846653357152,0.0024853996007145602,21,0.8160240277516673,21
2021-09,2021-09-30,0.0613003713052358,0.06333907586692633,0.6256603999066833,0.00187698119972005,21,0.871797927293373,18
2021-10,2021-10-29,-0.02267231641521661,-0.020342765637496374,0.7936871368883422,0.0023810614106650266,31,0.9805474600319745,20
2021-11,2021-11-30,-0.030828707425486157,-0.028147895196680928,0.9159493621156816,0.0027478480863470456,32,0.8440449144705672,22
2021-12,2021-12-31,0.06473380024033148,0.06766336104087167,0.922729124365375,0.002768187373096125,21,0.6846206525324492,19
2022-01,2022-01-31,-0.04617324423509872,-0.04233573324897466,1.324132507044395,0.003972397521133186,29,0.8923840846689169,19
2022-02,2022-02-28,-0.03495366166728098,-0.03183833332665964,1.0602375543546636,0.003180712663063991,22,0.7672365571924987,22
2022-03,2022-03-31,0.033476333698062355,0.03730818660480906,1.2194123314920375,0.003658236994476112,30,0.7386123461126571,20
2022-04,2022-04-29,-0.0329954035229415,-0.029681689908335307,1.1365905435911157,0.0034097716307733483,34,0.7129371408515248,19
2022-05,2022-05-31,-0.03823877580176849,-0.036077271157554325,0.7505287395857352,0.002251586218757206,32,0.6119700678621647,21
2022-06,2022-06-30,0.003198526197568441,0.006585765582578507,1.1194960721088223,0.003358488216326467,30,0.8749422745485973,19
2022-07,2022-07-29,0.03604010062471841,0.04009290718967207,1.3039842669120467,0.00391195280073614,28,0.6612418472339019,22
2022-08,2022-08-31,-0.04278697951754595,-0.03978452561306456,1.0477428367337853,0.003143228510201356,28,0.4727186667272683,21
2022-09,2022-09-30,-0.031195673124688517,-0.026636710682028553,1.5659564367431307,0.004697869310229391,27,0.7591584812520471,19
2022-10,2022-10-31,-0.02186438773604582,-0.019232046595835106,0.8882367485004968,0.0026647102455014905,25,0.6421415216853322,20
2022-11,2022-11-30,-0.03254265287578073,-0.02933824653663064,1.1028857060034658,0.0033086571180103975,32,0.4921011787838369,21
2022-12,2022-12-30,-0.028370987992904495,-0.02450601494699245,1.316663367975564,0.0039499901039266915,23,0.6359924324490321,21
2023-01,2023-01-31,0.042129940797334564,0.045894835659989086,1.2145381800348478,0.0036436145401045434,30,0.5289312933787238,19
2023-02,2023-02-28,-0.03816307662923313,-0.03374091302085158,1.5230298573372547,0.0045690895720117645,28,0.566724164224661,22
2023-03,2023-03-31,0.013871065676756444,0.01704564599992686,1.0424889541383664,0.003127466862415099,25,0.6008295022665223,18
2023-04,2023-04-28,0.041945332435535,0.04606535840554504,1.3081515145967246,0.003924454543790174,27,0.45861745885386807,21
2023-05,2023-05-31,0.025668643503111266,0.029927293143461542,1.389959037805402,0.004169877113416207,28,0.5298957763780892,19
2023-06,2023-06-28,0.04055039042468889,0.04379095628274787,1.0425663766635915,0.0031276991299907745,28,0.7079670295321968,20
2023-07,2023-07-31,0.010011424727013551,0.013614228120061522,1.1897949794924643,0.0035693849384773927,30,0.934945987996911,20
2023-08,2023-08-31,0.08011076443445764,0.08310469787464392,0.9224771343664746,0.002767431403099424,25,0.8843166673245155,18
2023-09,2023-09-27,0.034022270881610694,0.03647192321543935,0.7909285238595277,0.002372785571578583,38,0.9042586316875986,22
2023-10,2023-10-31,-0.02498714719414641,-0.021653097912927688,1.129735297494577,0.0033892058924837308,22,0.7391701200665006,20
2023-11,2023-11-30,0.006816003176444596,0.010326529521269778,1.157348105082441,0.003472044315247323,30,0.868226895819799,20
2023-12,2023-12-29,0.05812839360939592,0.06200899527714787,1.2246318264764096,0.003673895479429229,28,0.7915711443236877,21
2024-01,2024-01-31,0.08116537420119374,0.08547567526369693,1.3165464288216144,0.003949639286464844,24,0.9296284911502587,20
2024-02,2024-02-29,0.02740488180953471,0.03015955551870264,0.8871542641328077,0.0026614627923984228,25,0.9761380779322428,20
2024-03,2024-03-29,0.06809004845237765,0.07154306512932651,1.0859591995563111,0.0032578775986689336,24,0.9806680598334141,19
2024-04,2024-04-30,-0.01892225938132497,-0.016024176582501992,0.9794959479533794,0.002938487843860138,29,0.9169915184041753,21
2024-05,2024-05-31,-0.013991202858156582,-0.009876188241144002,1.3794710314103695,0.004138413094231109,27,0.8545960198926053,17
2024-06,2024-06-28,0.09804168485144071,0.10035313442319937,0.6979665612699409,0.0020938996838098228,29,0.9330800972037231,22
2024-07,2024-07-31,0.03572663038982138,0.03825196404251008,0.8113977956497109,0.0024341933869491328,24,0.9305134423651167,18
2024-08,2024-08-30,0.04809757400300052,0.05141469818765976,1.043412075345666,0.003130236226036998,24,0.8849557516234432,18
2024-09,2024-09-30,0.005002323581151158,0.007674612140964987,0.8799163892418194,0.0026397491677254584,25,0.8065013852156633,22
2024-10,2024-10-31,0.015790230176790043,0.018776867341817605,0.9819511842302822,0.0029458535526908467,22,0.8173718102012609,18
2024-11,2024-11-29,0.02369450591027067,0.026002972536434354,0.7522425344067445,0.0022567276032202334,21,0.9813704697783997,21
2024-12,2024-12-31,0.04972478622360965,0.05176849654133697,0.6555658583979527,0.001966697575193858,25,0.8783584341591869,20
2025-01,2025-01-31,0.03305809498905066,0.03707445977485624,1.2965044570447517,0.003889513371134255,30,0.8984310319763696,19
2025-02,2025-02-28,0.08230742326690632,0.08468501625347846,0.7277612957459689,0.0021832838872379067,24,0.9355993871210575,19
2025-03,2025-03-28,0.01802541671696667,0.02111022646965166,1.010869895383295,0.0030326096861498855,29,0.9874851649331661,21
2025-04,2025-04-30,0.02882841078812004,0.03172987496063029,0.935719124450228,0.002807157373350684,27,0.9301588381628813,20
2025-05,2025-05-30,0.04445797250329164,0.04703085687118058,0.815859485454544,0.002447578456363632,28,0.8514414972906349,18
2025-06,2025-06-30,0.04067074061562792,0.043702099079146794,0.9963396360523017,0.002989018908156905,24,0.9876066907630185,189
