date,ret_net,wealth100
2018-08-02,-0.0009788294375067987,99.90211705624932
2018-08-03,-0.007150294824278956,99.18778746572751
2018-08-06,-0.0015614025861226048,99.03291539786674
2018-08-07,0.0026577196560987858,99.29611712372042
2018-08-08,0.006562478435764448,99.94774575109999
2018-08-09,-0.009618735365175846,98.98637483437427
2018-08-10,0.007244779978324509,99.70350934090125
2018-08-13,0.0003272803231410952,99.73614033765664
2018-08-15,-0.006968622127128217,99.04111686322528
2018-08-16,-0.0012487672983672422,98.91743755529274
2018-08-17,0.007027995807206647,99.61262889169095
2018-08-24,0.008475299278444143,100.4568757334606
2018-08-27,-0.006001366708225148,99.8539971838215
2018-08-28,-0.006036869363232649,99.25119164742617
2018-08-29,-0.004320060446297042,98.82242050014229
2018-08-30,0.0050515771151640266,99.32162957800593
2018-08-31,0.004420281397984372,99.76065912964707
2018-09-04,-0.0035484034161912073,99.40666806598993
2018-09-05,-0.002524954773547999,99.15567072493421
2018-09-06,-0.0013809527067985636,99.01874143305218
2018-09-07,-0.019518364912015966,97.08605750463332
2018-09-10,0.010631070283733992,98.11818620553572
2018-09-12,0.0027589474691472626,98.38888912704479
2018-09-13,0.002126390210974665,98.59810229775321
2018-09-14,-0.007687667290009802,97.84011289186174
2018-09-17,-0.004376092177319625,97.41195553920758
2018-09-18,-0.005418702686991238,96.88410911398222
2018-09-19,-1.2042558941882264e-05,96.88294238138769
2018-09-20,-0.0021899105201611973,96.67077740664253
2018-09-21,0.0011885706764171524,96.78567745793451
2018-09-24,0.00412807103112356,97.18521560927628
2018-09-25,0.006852452951559066,97.85117272682598
2018-09-26,-0.0009223867905698122,97.76091609766098
2018-09-27,0.006519774280644341,98.39829520408676
2018-09-28,0.00017856721893174982,98.41586591400899
2018-10-01,-0.0072797486107366895,97.69942315084704
2018-10-02,-0.0033351998000026323,97.37357605429396
2018-10-03,0.00015426972062571083,97.3885978486682
2018-10-04,-0.00036992002541597454,97.35257185607679
2018-10-05,0.00195924615057391,97.54330950773428
2018-10-08,0.003961993594906419,97.9297754752299
2018-10-09,-0.0026550309477416916,97.66976889063777
2018-10-10,-0.0004644832495925795,97.6244029189965
2018-10-11,0.0015086814638394026,97.77168704609876
2018-10-12,0.0035181575076887596,98.11566324091939
2018-10-15,0.0010543303593648907,98.21910956340352
2018-10-16,-0.003881934241124035,97.83782943885663
2018-10-17,-0.005576045722397286,97.29228122852544
2018-10-18,-0.0011593341255778146,97.1794869667419
2018-10-19,-0.0026533833459753855,96.92163253445392
2018-10-22,0.00238293485464374,97.15259047078925
2018-10-23,0.0026733300958132152,97.41231141478103
2018-10-24,-0.0006523891314642475,97.34876068154321
2018-10-25,-0.0007940589435919287,97.27146002747644
2018-10-26,0.0038279537806572782,97.6438106806387
2018-10-29,-0.007462594166491925,96.91513454865931
2018-10-30,-0.005132095331840849,96.4177568390574
2018-10-31,0.0026862165124106057,96.67675580956808
2018-11-02,-0.006052552752742389,96.09161464506666
2018-11-05,0.008357395737099274,96.89469029567232
2018-11-07,0.009295376825730664,97.79536295438307
2018-11-08,-0.0014285560864288624,97.65565679341006
2018-11-09,-0.0037289063385231727,97.29150799580047
2018-11-12,0.013411832362808606,98.596365391365
2018-11-13,-0.0009591693720886633,98.50179477748233
2018-11-14,-0.0038966653438121893,98.11796624746962
2018-11-15,0.00041076078629959453,98.15826926043555
2018-11-16,0.0012247501902561506,98.27848861938749
2018-11-19,-9.385199015056535e-05,98.26926498764158
2018-11-22,0.0016631653166763048,98.4327030208643
2018-11-23,-0.0033708105263409206,98.10090502938537
2018-11-26,-0.004244355152951687,97.68452994761468
2018-11-27,-0.0013384374700484316,97.55378531248871
2018-11-28,0.007153507676176437,98.25163706456166
2018-11-29,0.0014109247921003424,98.3902627351605
2018-11-30,-0.005705557932275011,97.82889139115328
2018-12-04,0.0011157976030898118,97.93804863368047
2018-12-05,0.006022347064070215,98.52786555333026
2018-12-06,-0.0018083412700050634,98.34969354780466
2018-12-07,-0.0030379067967007995,98.05091634532235
2018-12-10,0.0012994076491190361,98.1783244560246
2018-12-11,0.009614777829384523,99.12228723333048
2018-12-12,0.0006195644358000404,99.18369987729541
2018-12-13,-0.0027849168765015234,98.90748151763327
2018-12-14,0.0004802505639298047,98.954981891409
2018-12-17,-0.0015479439467544723,98.801805126189
2018-12-18,0.0052033434223112945,99.31590484900484
2018-12-19,-0.0017211074194670999,99.14497150829813
2018-12-20,0.0010756906916759745,99.25162083127609
2018-12-21,-0.009931150887861163,98.2659380089359
2018-12-24,0.005345331001143512,98.79120197373152
2018-12-25,-0.002980713538081966,98.49673370056503
2018-12-26,0.0071467010219485655,99.20066040796146
2018-12-27,0.004478670894128396,99.64494751840893
2018-12-28,-0.018155685348283893,97.83582520471842
2018-12-31,0.02074609572845634,99.86553660008803
2019-01-03,0.0022003534736149397,100.08527608044047
2019-01-04,-0.007852125348941781,99.29939394707341
2019-01-07,0.00036623597762485896,99.33576095769318
2019-01-08,-0.002889159826214334,99.04876406782778
2019-01-09,0.00240958175179232,99.2874301622632
2019-01-10,0.0009048916944853963,99.37727453318384
2019-01-14,-0.00335930573961229,99.04343588445748
2019-01-15,0.0009668921558731889,99.1392002057049
2019-01-16,-0.005304600347522699,98.6133063698406
2019-01-17,0.0013676122388809762,98.74817113454853
2019-01-18,-0.009834203281519118,97.77706154593314
