cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,M2M,0.010829529743705822,BUY,0.17947667763507805,0.17947667763507805,0.17947667763507805,12650.622500000001,0.021932909534472442
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,INV,0.008947860613675253,BUY,0.2558246035668167,0.2558246035668167,0.2558246035668167,2221.172500000003,0.0186247924578231
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,BAL,0.007019062673956093,NEUTRAL,0.05022755536010076,0.05022755536010076,0.02511377768005038,0.0,0.01798620996209156
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,ALM,0.004605453991390162,BUY,0.10633818252081542,0.10633818252081542,0.10633818252081542,1514.7,0.018419307295170488
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,MDP,0.003375839493407201,BUY,0.15428656261023269,0.15428656261023269,0.15428656261023269,5449.359500000092,0.01959271539945556
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,SID,0.001732404494963188,BUY,0.34542552593427744,0.34542552593427744,0.34542552593427744,128754.25999999998,0.1256553447962296
2,C2 Ridge + régime,2018-07,2018-07-31,P_selected,NKL,0.0003029529048523717,NEUTRAL,0.010332653069743458,0.010332653069743458,0.005166326534871729,1407.833,0.018388418190039276
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,IMO,0.09768672677950736,BUY,0.11955789357796087,0.11955789357796087,0.11955789357796087,98628.93900000001,0.08151511568636022
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,IAM,0.09264726145983204,NEUTRAL,-0.06655595904889633,-0.06655595904889633,-0.033277979524448165,8413317.717500001,1.0
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,EQD,0.07802543851489833,BUY,0.3467336157800327,0.3467336157800327,0.3467336157800327,87301.8,0.0689346059572337
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,MIC,0.07364956084277874,BUY,0.32246090287326146,0.32246090287326146,0.32246090287326146,32551.495000000003,0.029910577355310893
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,JET,0.07127367586356048,BUY,0.18076529491609425,0.18076529491609425,0.18076529491609425,658458.98,0.9985508728338357
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,CTM,0.06554407511913178,BUY,0.14010425991765235,0.14010425991765235,0.14010425991765235,67753.68000000001,0.05137113905407706
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,LBV,0.06371010673087606,BUY,0.14831776901018515,0.14831776901018515,0.14831776901018515,561520.5,0.9932021511299907
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,GAZ,0.06271798929844807,BUY,0.42432687646179346,0.42432687646179346,0.42432687646179346,9544.0,0.020891583581168063
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,SLF,0.056641368210493544,NEUTRAL,0.09470401373758855,0.09470401373758855,0.047352006868794275,1567046.25,0.9999999992949413
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,CIH,0.05317411676991405,NEUTRAL,0.0883574214210425,0.0883574214210425,0.04417871071052125,584119.3425,0.9952550090970593
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,DHO,0.049507726529574775,NEUTRAL,-0.03292786669648484,-0.03292786669648484,-0.01646393334824242,1069196.7925,0.9999979693420633
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,SBM,0.044037036063505224,NEUTRAL,0.036589380638893276,0.036589380638893276,0.018294690319446638,675885.0,0.9989030893086733
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,M2M,0.03914544638713769,BUY,0.11051714873271135,0.11051714873271135,0.11051714873271135,10920.375,0.021346831236762013
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,DRI,0.026909352833791294,BUY,0.1835523426637383,0.1835523426637383,0.1835523426637383,5925.3,0.01973952802372057
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,MOX,0.02185166835548135,BUY,0.1817301665807867,0.1817301665807867,0.1817301665807867,2454.4900000000002,0.018693148113017786
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,SRM,0.015143652620590725,BUY,0.11606324038990412,0.11606324038990412,0.11606324038990412,12.752500000000001,0.017989814215133442
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,BCI,0.014418459295057818,NEUTRAL,0.015427717352601969,0.015427717352601969,0.0077138586763009845,569604.6449999999,0.9940220062076021
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,TQM,0.014312887006694969,NEUTRAL,0.03768656874603152,0.03768656874603152,0.01884328437301576,2464759.95,0.9999999999999996
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,RIS,0.012691067463531021,NEUTRAL,-0.0037726788245022735,-0.0037726788245022735,-0.0018863394122511368,131311.4225000001,0.1302197438337115
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,S2M,0.010885106436914182,NEUTRAL,0.06546655974594845,0.06546655974594845,0.032733279872974225,12896.03,0.02201729898245884
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,SOT,0.009195098537020595,NEUTRAL,0.0027770664261784206,0.0027770664261784206,0.0013885332130892103,1521.975,0.018421411929384044
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,FBR,0.006222567591992046,NEUTRAL,0.02998146003892571,0.02998146003892571,0.014990730019462856,7997.260000000024,0.020391320513186886
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,MAB,0.005588940655145255,NEUTRAL,-0.07684205488579432,-0.07684205488579432,-0.03842102744289716,181.2,0.018037489304568447
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,HPS,0.004722562829803705,BUY,0.1818180612118173,0.1818180612118173,0.1818180612118173,76757.39999999982,0.0588626902630874
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,SID,0.004652061624650711,BUY,0.259264472849725,0.259264472849725,0.259264472849725,30495.869999999995,0.028970857212644578
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,RDS,0.0018652162830455731,NEUTRAL,0.02540688226588414,0.02540688226588414,0.01270344113294207,300092.811,0.6902920422483682
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,DWY,0.0017168274822655664,NEUTRAL,0.08980589790633445,0.08980589790633445,0.044902948953167224,18817.647499999628,0.024152518614815176
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,ATL,0.000921861804734929,NEUTRAL,0.09324334926724935,0.09324334926724935,0.046621674633624675,233291.66400000002,0.4335618640966327
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,COL,0.0007211012846354562,NEUTRAL,0.05837710624022327,0.05837710624022327,0.029188553120111635,147467.778,0.16239492354138899
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,AGM,0.00014803235244272844,NEUTRAL,-0.09995059616261928,-0.09995059616261928,-0.04997529808130964,1455.0,0.0184020451863719
2,C2 Ridge + régime,2018-08,2018-08-31,P_selected,LES,0.0001308834808012456,NEUTRAL,-0.03707883861951711,-0.03707883861951711,-0.018539419309758554,251760.23500000074,0.5070404746323206
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,IMO,0.1,NEUTRAL,0.0956692309732344,0.0956692309732344,0.0478346154866172,827656.165,0.9999031740451148
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SLF,0.1,BUY,0.10629570514634386,0.10629570514634386,0.10629570514634386,1604611.0,0.9999999996134563
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,UMR,0.09014158415021081,BUY,0.11166071228146279,0.11166071228146279,0.11166071228146279,0.0,0.01798620996209156
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,GAZ,0.08672928171491325,BUY,0.14800156480328258,0.14800156480328258,0.14800156480328258,453132.8,0.9626775969090717
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,CIH,0.08523686280850497,BUY,0.24937940563892516,0.24937940563892516,0.24937940563892516,718092.045,0.9994413746373076
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,REB,0.0791866705082378,BUY,0.19786321146110483,0.19786321146110483,0.19786321146110483,202.5,0.018043526592878906
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,CTM,0.06561475193650754,BUY,0.23801148828585875,0.23801148828585875,0.23801148828585875,59383.96,0.045223663147116795
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SBM,0.0564101062962166,NEUTRAL,-0.0191566018510676,-0.0191566018510676,-0.0095783009255338,1656157.5,0.9999999998305595
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,TQM,0.05487012149903026,NEUTRAL,-0.033875347057533756,-0.033875347057533756,-0.016937673528766878,2539758.0300000003,0.9999999999999998
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,RIS,0.05169775528838578,BUY,0.16047350255047702,0.16047350255047702,0.16047350255047702,676804.0250000001,0.9989190834076922
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,EQD,0.04463884535669022,NEUTRAL,0.09839337957795999,0.09839337957795999,0.049196689788979994,164218.0,0.20221429820540454
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,JET,0.04247484402899951,NEUTRAL,-0.019896036854841204,-0.019896036854841204,-0.009948018427420602,723234.0999999999,0.9994854718344137
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,ALM,0.03407443795418276,BUY,0.23995082833843076,0.23995082833843076,0.23995082833843076,86384.0,0.06799804231039802
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,PRO,0.02134980786276383,NEUTRAL,0.053797200675562123,0.053797200675562123,0.026898600337781062,46190.4,0.03693527375188789
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,MDP,0.015405683923858196,BUY,0.10265810332768077,0.10265810332768077,0.10265810332768077,18169.685000000092,0.023909369262376398
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,M2M,0.013983590455199441,BUY,0.21155156469202957,0.21155156469202957,0.21155156469202957,7417.315,0.020206787874745755
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,LBV,0.012244296314282277,BUY,0.11949955324408865,0.11949955324408865,0.11949955324408865,1413577.85,0.9999999917845196
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,LHM,0.011115706489144507,NEUTRAL,-0.0774884008974901,-0.0774884008974901,-0.03874420044874505,4022004.0,1.0
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,MOX,0.009080152957390664,BUY,0.18748842552751216,0.18748842552751216,0.18748842552751216,63.08999999999999,0.018004048082123837
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,DWY,0.005690446701063937,BUY,0.21404377517142073,0.21404377517142073,0.21404377517142073,79134.64499999963,0.0610054952942994
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,MIC,0.0041584437048763166,BUY,0.14624463860271034,0.14624463860271034,0.14624463860271034,147232.875,0.16188433734348515
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,TMA,0.00412046451417506,NEUTRAL,-0.09882117069617496,-0.09882117069617496,-0.04941058534808748,2422376.90625,0.9999999999999991
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,AFM,0.0036470259921701554,NEUTRAL,-0.020711249403050663,-0.020711249403050663,-0.010355624701525332,94038.0,0.07618184996963492
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,OUL,0.0023101535800779415,NEUTRAL,-0.002324807006328228,-0.002324807006328228,-0.001162403503164114,199364.3,0.30785401521586614
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SID,0.0020514002329929944,BUY,0.13719373865509907,0.13719373865509907,0.13719373865509907,1183699.625,0.9999996749199331
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SMI,0.0008074643710887383,NEUTRAL,-0.009966859374046844,-0.009966859374046844,-0.004983429687023422,16284.15,0.023215325289029577
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,DHO,0.0007708539946420165,NEUTRAL,-0.0774512510524977,-0.0774512510524977,-0.03872562552624885,671336.7710000001,0.9988203867465554
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,ATL,0.0006191880323640354,NEUTRAL,-0.07942787141223887,-0.07942787141223887,-0.03971393570611943,191563.402,0.28191434640201823
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,MSA,0.0003791870228604976,NEUTRAL,-0.013904360173529806,-0.013904360173529806,-0.006952180086764903,5144888.55,1.0
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SOT,0.0003750762887366818,NEUTRAL,0.09443507002517122,0.09443507002517122,0.04721753501258561,63200.225,0.04793458850179124
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,SRM,0.00033166023346974967,NEUTRAL,-0.00165429740515588,-0.00165429740515588,-0.00082714870257794,312.46500000000003,0.01807472672528341
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,MAB,0.00019711087281246755,NEUTRAL,-0.07433225220934714,-0.07433225220934714,-0.03716612610467357,393.8,0.018097837793914634
2,C2 Ridge + régime,2018-09,2018-09-28,P_selected,S2M,0.00018341813483143126,BUY,0.16526251352069699,0.16526251352069699,0.16526251352069699,36858.9125,0.03197642898624
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,IMO,0.0970382645958036,BUY,0.5799780983475685,0.5799780983475685,0.5799780983475685,107167.3135,0.0923458216757201
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,HPS,0.07735705082078563,NEUTRAL,0.04717712356692644,0.04717712356692644,0.02358856178346322,1879404.22,0.9999999999952385
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,OUL,0.07146045311685197,BUY,0.3129818656252774,0.3129818656252774,0.3129818656252774,783.25,0.018208901270280017
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,RIS,0.0683594865935227,BUY,0.5277646543196636,0.5277646543196636,0.5277646543196636,130155.77750000008,0.12813976363944693
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,TQM,0.06811519475264392,NEUTRAL,-0.05404806851337249,-0.05404806851337249,-0.027024034256686244,2536470.4549999996,0.9999999999999998
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,CIH,0.06298506615837685,NEUTRAL,-0.01425743284182629,-0.01425743284182629,-0.007128716420913145,324859.83249999996,0.7681255829575679
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,AFM,0.05445902003115666,BUY,0.15501337565611686,0.15501337565611686,0.15501337565611686,127897.7,0.12415734333792758
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,DWY,0.051649614991732685,NEUTRAL,-0.044324461953773014,-0.044324461953773014,-0.022162230976886507,655054.1674999996,0.9984698629751769
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,ALM,0.05012922623675793,NEUTRAL,-0.05500866210093314,-0.05500866210093314,-0.02750433105046657,34846.1,0.030994443489564608
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,CTM,0.04645080434675914,NEUTRAL,0.02231237691136828,0.02231237691136828,0.01115618845568414,48031.3,0.03799740793329496
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,DHO,0.04547325292075938,NEUTRAL,-0.016552478167755402,-0.016552478167755402,-0.008276239083877701,167244.9115000001,0.210140053662733
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,CMT,0.043556329570338906,NEUTRAL,0.006932036741790354,0.006932036741790354,0.003466018370895177,717608.75,0.9994370406404087
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,JET,0.04288979378972712,NEUTRAL,-0.003076228559961064,-0.003076228559961064,-0.001538114279980532,326252.49250000005,0.7720705674898696
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,MIC,0.037013878506468756,BUY,0.2417042115155145,0.2417042115155145,0.2417042115155145,10117.15,0.021079991735051443
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,ATL,0.036298387589055105,NEUTRAL,0.0048135905890661634,0.0048135905890661634,0.0024067952945330817,151120.1195,0.17050137539556282
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,MSA,0.035800283224646165,NEUTRAL,0.04056848481438667,0.04056848481438667,0.020284242407193336,9032898.245000001,1.0
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,GAZ,0.027158487326758896,BUY,0.12259317183949806,0.12259317183949806,0.12259317183949806,46853.55,0.037314556893824194
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,S2M,0.01833245217030732,BUY,0.10417314625584981,0.10417314625584981,0.10417314625584981,6767.485000000001,0.020001961233160538
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,PRO,0.01808343647096337,NEUTRAL,-0.08354048300160874,-0.08354048300160874,-0.04177024150080437,17301.725,0.023587403957442073
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,MDP,0.016465322767234523,NEUTRAL,-0.0358754692282548,-0.0358754692282548,-0.0179377346141274,39251.282500000096,0.033182745138189834
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,M2M,0.01232057759285508,BUY,0.12594826376194276,0.12594826376194276,0.12594826376194276,19688.435,0.02448308473232665
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,CSR,0.008266071094877737,NEUTRAL,-0.07819260731115252,-0.07819260731115252,-0.03909630365557626,1972724.125,0.9999999999989302
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,FBR,0.006971921626095493,NEUTRAL,0.02050417582274587,0.02050417582274587,0.010252087911372935,17692.020000000022,0.023731655030429115
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,INV,0.002219017687136725,BUY,0.1736499156268219,0.1736499156268219,0.1736499156268219,388.5000000000029,0.018096330933539868
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,SRM,0.0007580985680569181,BUY,0.5120584072134182,0.5120584072134182,0.5120584072134182,700.0,0.018185103932508558
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,TMA,0.0002534737211155016,NEUTRAL,0.014394926653225587,0.014394926653225587,0.0071974633266127935,1429046.56875,0.9999999935857586
2,C2 Ridge + régime,2018-10,2018-10-31,P_selected,SID,0.00013503372921194067,NEUTRAL,-0.0031681106173943874,-0.0031681106173943874,-0.0015840553086971937,421865.92000000004,0.9399051444327732
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,IMO,0.1,BUY,0.5147865067767511,0.5147865067767511,0.5147865067767511,112225.715,0.09935708663799728
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,SOT,0.09815963810710793,BUY,0.19898879373780193,0.19898879373780193,0.19898879373780193,876090.25,0.9999553871495539
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,SBM,0.0924153483381629,NEUTRAL,0.07685985599810521,0.07685985599810521,0.03842992799905261,279941.85,0.6175281503022041
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,AFM,0.08425148137892063,BUY,0.16080066454607272,0.16080066454607272,0.16080066454607272,13209.25,0.02212546861021332
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,HPS,0.07308064614572951,BUY,0.22290502971586543,0.22290502971586543,0.22290502971586543,1055239.2499999998,0.9999974612292196
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,CIH,0.06967243230766253,NEUTRAL,-0.07407085388898085,-0.07407085388898085,-0.03703542694449043,419749.6325,0.9379638494662573
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,CMT,0.06903009105592056,BUY,0.10416340233109722,0.10416340233109722,0.10416340233109722,740531.5,0.9996098168287825
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,GAZ,0.06525377026389957,BUY,0.11691812003123506,0.11691812003123506,0.11691812003123506,845090.4,0.9999267417479865
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,JET,0.053555629963076334,BUY,0.19192928718420563,0.19192928718420563,0.19192928718420563,421582.4,0.9396484054705101
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,RIS,0.04061528439741144,BUY,0.5275905627363415,0.5275905627363415,0.5275905627363415,85842.37500000009,0.06745089235783149
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,CTM,0.03790726019378047,NEUTRAL,0.015007663506150543,0.015007663506150543,0.007503831753075271,113089.845,0.10060118860749634
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,MIC,0.03426901498489976,BUY,0.2180990276190186,0.2180990276190186,0.2180990276190186,35253.435,0.031190783952483894
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,ALM,0.03190123989782796,NEUTRAL,0.05844358256344297,0.05844358256344297,0.029221791281721483,172653.05,0.22486252242926522
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,COL,0.021936145245284977,NEUTRAL,-0.028254372228494834,-0.028254372228494834,-0.014127186114247417,20756.814000000002,0.024894689313131064
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,MSA,0.020621333472925895,NEUTRAL,-0.05449867133724348,-0.05449867133724348,-0.02724933566862174,3453611.7225,1.0
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,AGM,0.019766930133864605,NEUTRAL,-0.01674744383626975,-0.01674744383626975,-0.008373721918134874,61513.0,0.04671752071907958
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,M2M,0.018349092846900915,BUY,0.16135334836959223,0.16135334836959223,0.16135334836959223,5182.95,0.019511004165049556
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,S2M,0.016435864219864278,BUY,0.12506559576255477,0.12506559576255477,0.12506559576255477,6304.1125,0.01985714966057708
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,DWY,0.01623447196308438,NEUTRAL,0.013632239991772432,0.013632239991772432,0.006816119995886216,415983.49499999965,0.9343636419653965
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,DHO,0.012615580227098322,NEUTRAL,0.05795373049700506,0.05795373049700506,0.02897686524850253,19161.433500000094,0.024282502546974234
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,DRI,0.011334431861159363,NEUTRAL,0.09013571386214425,0.09013571386214425,0.045067856931072126,250.0,0.0180569971742114
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,MDP,0.008031437222308497,NEUTRAL,0.011189840960323855,0.011189840960323855,0.005594920480161927,18649.831000000093,0.02408931466541912
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,CSR,0.0019966117284375686,NEUTRAL,-0.053302861532676965,-0.053302861532676965,-0.026651430766338483,5338969.817500001,1.0
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,SID,0.0009844403714834944,NEUTRAL,-0.08757209998617715,-0.08757209998617715,-0.04378604999308858,555341.3724999999,0.9925010269293773
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,SRM,0.000840253517410321,BUY,0.53808562627722,0.53808562627722,0.53808562627722,19303.9,0.02433656817869535
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,FBR,0.00041214486119389335,NEUTRAL,-0.0752768571780672,-0.0752768571780672,-0.0376384285890336,1075.8000000000204,0.01829277049621993
2,C2 Ridge + régime,2018-11,2018-11-30,P_selected,INV,0.000154494739149895,BUY,0.18800906282959662,0.18800906282959662,0.18800906282959662,814.4200000000029,0.01821781919848559
2,C2 Ridge + régime,2018-12,2018-12-31,P_selected,SOT,0.08021285821705401,BUY,0.3205722682301316,0.3205722682301316,0.3205722682301316,25350.7625,0.026742677829814616
