cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid
1,C1 Ridge,2018-07,2018-07-31,P_selected,BAL,0.1,BUY,0.22307382741503162,0.22307382741503162,0.22307382741503162,0.0,0.01798620996209156
1,C1 Ridge,2018-07,2018-07-31,P_selected,JET,0.08110040553994348,BUY,0.45952690592593354,0.45952690592593354,0.45952690592593354,1056941.62,0.9999975294466167
1,C1 Ridge,2018-07,2018-07-31,P_selected,SBM,0.056394629045058396,BUY,0.11068758676520343,0.11068758676520343,0.11068758676520343,4750205.5,1.0
1,C1 Ridge,2018-07,2018-07-31,P_selected,ATL,0.056204521893407106,BUY,0.245826658195002,0.245826658195002,0.245826658195002,357179.41000000003,0.8474669516073305
1,C1 Ridge,2018-07,2018-07-31,P_selected,LBV,0.056050179162882234,BUY,0.3833941824053413,0.3833941824053413,0.3833941824053413,686098.6,0.9990683093555535
1,C1 Ridge,2018-07,2018-07-31,P_selected,SOT,0.05130557023240566,BUY,0.2658718657246645,0.2658718657246645,0.2658718657246645,812.25,0.01821719820937452
1,C1 Ridge,2018-07,2018-07-31,P_selected,COL,0.04824903222144945,BUY,0.3184299504049335,0.3184299504049335,0.3184299504049335,426211.73250000004,0.9437145525420022
1,C1 Ridge,2018-07,2018-07-31,P_selected,DRI,0.0462473599313852,BUY,0.5895523748597018,0.5895523748597018,0.5895523748597018,24018.2,0.026193309466106974
1,C1 Ridge,2018-07,2018-07-31,P_selected,EQD,0.04526120426776625,BUY,0.3081066829812935,0.3081066829812935,0.3081066829812935,2113.9,0.01859344689077907
1,C1 Ridge,2018-07,2018-07-31,P_selected,RDS,0.04066692581985081,BUY,0.24423198031852128,0.24423198031852128,0.24423198031852128,52290.69,0.04056850226326277
1,C1 Ridge,2018-07,2018-07-31,P_selected,CIH,0.0396458270868668,BUY,0.2700763337251193,0.2700763337251193,0.2700763337251193,223895.5125,0.3970740019534859
1,C1 Ridge,2018-07,2018-07-31,P_selected,LES,0.038927744666828676,BUY,0.11849432631170521,0.11849432631170521,0.11849432631170521,1600116.9100000008,0.999999999584638
1,C1 Ridge,2018-07,2018-07-31,P_selected,CMT,0.033678690670837584,BUY,0.1453592220909858,0.1453592220909858,0.1453592220909858,497114.85,0.9811800333341677
1,C1 Ridge,2018-07,2018-07-31,P_selected,BCP,0.03222974402847982,NEUTRAL,0.05971190194334519,0.05971190194334519,0.029855950971672596,8877271.7,1.0
1,C1 Ridge,2018-07,2018-07-31,P_selected,MIC,0.030026898863181096,BUY,0.31598179950201566,0.31598179950201566,0.31598179950201566,61544.357500000006,0.04673986989845904
1,C1 Ridge,2018-07,2018-07-31,P_selected,DHO,0.025251965688750367,BUY,0.20877273230911927,0.20877273230911927,0.20877273230911927,64475.19700000009,0.04887419245635132
1,C1 Ridge,2018-07,2018-07-31,P_selected,TQM,0.02182101643395707,BUY,0.27489641445575225,0.27489641445575225,0.27489641445575225,1811913.0,0.999999999985981
1,C1 Ridge,2018-07,2018-07-31,P_selected,S2M,0.02010926698918515,BUY,0.34220573590447145,0.34220573590447145,0.34220573590447145,9510.8,0.020880720583514163
1,C1 Ridge,2018-07,2018-07-31,P_selected,CTM,0.018910220218105966,BUY,0.3730325935662475,0.3730325935662475,0.3730325935662475,39529.35,0.03332577579355919
1,C1 Ridge,2018-07,2018-07-31,P_selected,SRM,0.017767128208356665,BUY,0.28668141090228927,0.28668141090228927,0.28668141090228927,4011.3,0.019155591211587174
1,C1 Ridge,2018-07,2018-07-31,P_selected,AGM,0.017690390235611978,NEUTRAL,-0.047387042370781646,-0.047387042370781646,-0.023693521185390823,10318.2,0.021146474781529468
1,C1 Ridge,2018-07,2018-07-31,P_selected,MDP,0.017252184866956708,BUY,0.32200718230626707,0.32200718230626707,0.32200718230626707,5449.359500000092,0.01959271539945556
1,C1 Ridge,2018-07,2018-07-31,P_selected,HPS,0.01564906601786805,BUY,0.29483142418219666,0.29483142418219666,0.29483142418219666,71143.80999999981,0.05407972003485135
1,C1 Ridge,2018-07,2018-07-31,P_selected,M2M,0.015345366638859362,BUY,0.34203034546041255,0.34203034546041255,0.34203034546041255,12650.622500000001,0.021932909534472442
1,C1 Ridge,2018-07,2018-07-31,P_selected,OUL,0.013165747583312393,NEUTRAL,0.07458759466274634,0.07458759466274634,0.03729379733137317,4921.0,0.019430986406341087
1,C1 Ridge,2018-07,2018-07-31,P_selected,MOX,0.012055597979962699,BUY,0.289550586188262,0.289550586188262,0.289550586188262,7329.164999999999,0.02017888299544964
1,C1 Ridge,2018-07,2018-07-31,P_selected,RIS,0.009863920787550405,BUY,0.31818149571767496,0.31818149571767496,0.31818149571767496,76117.2725000001,0.05829785994543916
1,C1 Ridge,2018-07,2018-07-31,P_selected,NKL,0.009573748641663231,BUY,0.17122820383251092,0.17122820383251092,0.17122820383251092,1407.833,0.018388418190039276
1,C1 Ridge,2018-07,2018-07-31,P_selected,GAZ,0.007594427484551588,BUY,0.20909476103122618,0.20909476103122618,0.20909476103122618,268044.0,0.5716788211108534
1,C1 Ridge,2018-07,2018-07-31,P_selected,ALM,0.007145886953308478,BUY,0.2707037771668112,0.2707037771668112,0.2707037771668112,1514.7,0.018419307295170488
1,C1 Ridge,2018-07,2018-07-31,P_selected,PRO,0.006885113049999387,NEUTRAL,0.02501816422463196,0.02501816422463196,0.01250908211231598,414.05,0.018103596272135543
1,C1 Ridge,2018-07,2018-07-31,P_selected,SMI,0.002113052835953921,BUY,0.1529335889735653,0.1529335889735653,0.1529335889735653,329696.7,0.7816225903230185
1,C1 Ridge,2018-07,2018-07-31,P_selected,IAM,0.002077904434161435,NEUTRAL,0.026268661495563977,0.026268661495563977,0.013134330747781989,11624962.482500002,1.0
1,C1 Ridge,2018-07,2018-07-31,P_selected,AFM,0.0016430720354730028,NEUTRAL,-0.04293186390482584,-0.04293186390482584,-0.02146593195241292,190987.5,0.28005274337760433
1,C1 Ridge,2018-07,2018-07-31,P_selected,TMA,0.0006634774100937365,NEUTRAL,-0.004138048108422887,-0.004138048108422887,-0.0020690240542114435,2218468.66875,0.9999999999999791
1,C1 Ridge,2018-07,2018-07-31,P_selected,IBC,0.0006605866804450243,BUY,0.12423212266703862,0.12423212266703862,0.12423212266703862,4099.1515,0.01918201885306527
1,C1 Ridge,2018-07,2018-07-31,P_selected,INV,0.0004078830445609517,BUY,0.4162828166988061,0.4162828166988061,0.4162828166988061,2221.172500000003,0.0186247924578231
