sell_mode,cell,configuration,mois,date_rebalance,ret_month,turnover,liquidite_ponderee,n_titres,w_BUY,w_NEUTRAL,w_SELL,n_BUY,n_NEUTRAL,n_SELL,contrib_BUY,contrib_NEUTRAL,contrib_SELL,n_days
exclude,3,C3 Hybrid,2022-01,2022-01-31,-0.014747085196135878,1.357975709134742,0.0,30,0.5674154963399057,0.4323642631403969,0.0,14,16,0,-0.020504860722017938,0.010007324121093859,0.0,19
exclude,3,C3 Hybrid,2022-02,2022-02-28,-0.04340908593878379,1.2436318030904272,0.0,22,0.8165089534987258,0.18323909221500323,0.0,12,10,0,-0.027283148092268047,-0.011781014102704884,0.0,22
exclude,3,C3 Hybrid,2022-03,2022-03-31,0.009558731057173198,1.461267704017327,0.0,34,0.6766448275992929,0.3231491140429881,0.0,21,13,0,0.014056050476666242,0.00012270629793917617,0.0,20
exclude,3,C3 Hybrid,2022-04,2022-04-29,-0.019066745213312197,1.2683344300365882,0.0,32,0.8699956938445209,0.12970265514224097,0.0,23,9,0,-0.016334847862898252,0.00023873339592063526,0.0,19
exclude,3,C3 Hybrid,2022-05,2022-05-31,-0.03456767683610373,1.298691438745578,0.0,32,0.6530139126652658,0.3469216956025957,0.0,18,14,0,-0.026631482941292285,-0.005347437213318721,0.0,21
exclude,3,C3 Hybrid,2022-06,2022-06-30,-0.00028973836013546084,1.3021338132688962,0.0,31,0.64864901302892,0.3510377309630694,0.0,20,11,0,0.0036063460114292892,-0.0017282109772672489,0.0,19
exclude,3,C3 Hybrid,2022-07,2022-07-29,0.02834053894385269,1.0963567985276785,0.0,29,0.8333028455041323,0.16635153876058084,0.0,18,11,0,0.02389551304017293,0.006147107913417166,0.0,22
exclude,3,C3 Hybrid,2022-08,2022-08-31,-0.042205655071995585,1.416417936136844,0.0,29,0.7869709918947551,0.21293053907687914,0.0,17,12,0,-0.03557586720385594,-0.0036576944823291614,0.0,21
exclude,3,C3 Hybrid,2022-09,2022-09-30,-0.010118167558691549,1.2584056422070529,0.0,28,0.6629242159944496,0.3367552945699101,0.0,13,15,0,0.0005766143699898816,-0.007317642625771266,0.0,19
exclude,3,C3 Hybrid,2022-10,2022-10-31,-0.025740203601575806,0.9226383826442774,0.1614932414076277,29,0.6378844271275356,0.3620497645508972,0.0,13,16,0,-0.02583068549914916,0.0013673895343787826,0.0,20
exclude,3,C3 Hybrid,2022-11,2022-11-30,-0.017717943668817848,0.9647809734624196,0.4066203676153983,39,0.6872769652950885,0.31263338947616554,0.0,19,20,0,-0.006587277995291649,-0.006967876773783034,0.0,21
