sell_mode,cell,configuration,mois,date_rebalance,n_titres,poids_moyen,poids_max,n_BUY,n_NEUTRAL,n_SELL,w_BUY,w_NEUTRAL,w_SELL,liquidity_obj,cvar_obj,expected_alpha_raw
exclude,2,C2 Ridge + régime,2023-03,2023-03-31,45,0.02221673863201842,0.1857402681576173,37,8,0,0.9585416681966061,0.04121157024422281,0.0,0.1473,0.01032,0.27476
exclude,2,C2 Ridge + régime,2023-04,2023-04-28,47,0.021271652392458085,0.1160643224583609,34,13,0,0.944703880876062,0.055063781569467826,0.0,0.1762,0.010271,0.298036
exclude,2,C2 Ridge + régime,2023-05,2023-05-31,45,0.02221146426333108,0.17506631480950358,31,14,0,0.9194146191371845,0.08010127271271433,0.0,0.2753,0.009806,0.333495
exclude,2,C2 Ridge + régime,2023-06,2023-06-28,49,0.020399099382053004,0.19617721377020905,35,14,0,0.9244583172081853,0.07509755251241192,0.0,0.2188,0.009766,0.413598
exclude,2,C2 Ridge + régime,2023-07,2023-07-31,44,0.02272356123425536,0.2937152355826951,28,16,0,0.7760297083251193,0.2238069859821165,0.0,0.3341,0.009797,0.491959
exclude,2,C2 Ridge + régime,2023-08,2023-08-31,35,0.028564420718300388,0.4,18,17,0,0.9011085504805938,0.09864617465991983,0.0,0.3438,0.010896,0.530813
exclude,2,C2 Ridge + régime,2023-09,2023-09-27,37,0.02702394245788863,0.34939257749791885,20,17,0,0.8253099287152087,0.1745759422266703,0.0,0.3016,0.01253,0.364355
exclude,2,C2 Ridge + régime,2023-10,2023-10-31,39,0.02563761393562643,0.35567359434894147,23,16,0,0.8732336757800125,0.1266332677094184,0.0,0.3939,0.011837,0.297989
exclude,2,C2 Ridge + régime,2023-11,2023-11-30,41,0.02438811846129693,0.206535421694582,24,17,0,0.7370392270734949,0.2628736298396794,0.0,0.164,0.010976,0.257979
exclude,2,C2 Ridge + régime,2023-12,2023-12-29,42,0.023803429578397935,0.1647285393132776,23,19,0,0.7809067686324062,0.21883727366030703,0.0,0.2819,0.010207,0.254262
exclude,2,C2 Ridge + régime,2024-01,2024-01-31,42,0.023807482515540483,0.2753582567711445,19,23,0,0.6601856045818671,0.33972866107083327,0.0,0.4391,0.012965,0.402289
exclude,2,C2 Ridge + régime,2024-02,2024-02-29,42,0.023807927850361805,0.22270577407397904,25,17,0,0.6875966712882557,0.3123362984269401,0.0,0.2993,0.011771,0.378437
exclude,2,C2 Ridge + régime,2024-03,2024-03-29,41,0.02438470712393103,0.12436741583578077,21,20,0,0.7882413463074798,0.21153164577369238,0.0,0.2488,0.011875,0.394886
exclude,2,C2 Ridge + régime,2024-04,2024-04-30,39,0.02563760244885775,0.14709098172980012,24,15,0,0.8336675450353461,0.16619895047010624,0.0,0.2535,0.01274,0.460227
exclude,2,C2 Ridge + régime,2024-05,2024-05-31,41,0.024383916543094974,0.35896819856254564,27,14,0,0.9614320911920111,0.03830848707488271,0.0,0.4158,0.012165,0.398203
exclude,2,C2 Ridge + régime,2024-06,2024-06-28,43,0.023251918980605423,0.31103713555088947,24,19,0,0.8355760475694246,0.16425646859660858,0.0,0.1934,0.009161,0.349273
exclude,2,C2 Ridge + régime,2024-07,2024-07-31,43,0.023252718010549327,0.319450226830222,28,15,0,0.9239214538955313,0.07594542055808974,0.0,0.2972,0.009312,0.516165
exclude,2,C2 Ridge + régime,2024-08,2024-08-30,46,0.021736798687261118,0.10474560872412546,33,13,0,0.9139150507197894,0.08597768889422183,0.0,0.2354,0.010111,0.364935
exclude,2,C2 Ridge + régime,2024-09,2024-09-30,40,0.02499224945713182,0.12543629714019666,26,14,0,0.8172580620716579,0.18243191621361485,0.0,0.2543,0.01153,0.514872
exclude,2,C2 Ridge + régime,2024-10,2024-10-31,43,0.023255122059927448,0.11570628554434138,28,15,0,0.7845374905819074,0.21543275799497286,0.0,0.2235,0.010157,0.455112
exclude,2,C2 Ridge + régime,2024-11,2024-11-29,42,0.02380519328124697,0.1328099827967228,28,14,0,0.9130737880151587,0.08674432979721419,0.0,0.2186,0.008845,0.454556
exclude,2,C2 Ridge + régime,2024-12,2024-12-31,40,0.02499648986663126,0.12288663417750449,30,10,0,0.923459471725069,0.07640012294018138,0.0,0.2176,0.008345,0.439511
exclude,2,C2 Ridge + régime,2025-01,2025-01-31,43,0.023255813953488372,0.11557082277783319,31,12,0,0.7308265400208858,0.26917345997911435,0.0,0.2847,0.009056,0.315256
exclude,2,C2 Ridge + régime,2025-02,2025-02-28,44,0.022723932252198858,0.17948333209007064,30,14,0,0.6639265202294428,0.33592649886730697,0.0,0.3039,0.00809,0.303957
exclude,2,C2 Ridge + régime,2025-03,2025-03-28,40,0.02499525134212287,0.10327799919081315,29,11,0,0.9053915818438251,0.09441847184108973,0.0,0.2184,0.007884,0.460432
exclude,2,C2 Ridge + régime,2025-04,2025-04-30,38,0.02631527631406791,0.16201554879512411,24,14,0,0.8923157953698664,0.10766470456471412,0.0,0.1933,0.010702,0.35437
exclude,2,C2 Ridge + régime,2025-05,2025-05-30,37,0.027021398811812303,0.10357515945756839,25,12,0,0.7865592111255747,0.2132325449114804,0.0,0.2146,0.011157,0.297572
exclude,2,C2 Ridge + régime,2025-06,2025-06-30,41,0.024388179916402814,0.1893466831868883,23,18,0,0.45061476753940394,0.5493006090331115,0.0,0.3642,0.010994,0.309573
exclude,3,C3 Hybrid,2018-07,2018-07-31,27,0.03703607648856778,0.1081208105618692,19,8,0,0.7716320268007596,0.22834203839057043,0.0,0.0,0.009104,0.682865
exclude,3,C3 Hybrid,2018-08,2018-08-31,31,0.03225805041711508,0.39718197106182945,21,10,0,0.9138456845096143,0.08615387842095325,0.0,0.0,0.006936,1.011723
exclude,3,C3 Hybrid,2018-09,2018-09-28,25,0.039995825800285906,0.2163978362433193,18,7,0,0.7399743307446611,0.2599213142624864,0.0,0.0,0.00697,1.014007
exclude,3,C3 Hybrid,2018-10,2018-10-31,20,0.049999992489772854,0.4,12,8,0,0.8243699584974459,0.17562989129801115,0.0,0.0,0.008916,1.568862
exclude,3,C3 Hybrid,2018-11,2018-11-30,19,0.052624346831360545,0.3022532878545403,11,8,0,0.6544533668048147,0.34540922299103544,0.0,0.0,0.008361,0.966086
exclude,3,C3 Hybrid,2018-12,2018-12-31,18,0.05554888596820008,0.2719501346939713,13,5,0,0.9856118222351534,0.014268125192448218,0.0,0.0,0.008133,1.270076
exclude,3,C3 Hybrid,2019-01,2019-01-31,25,0.0399999317216843,0.22936876556107866,12,13,0,0.7354141596125843,0.264584133429523,0.0,0.0,0.008376,0.662527
exclude,3,C3 Hybrid,2019-02,2019-02-28,22,0.04545271327352702,0.26297825363145155,11,11,0,0.7612482229770899,0.23871146904050441,0.0,0.0,0.008581,0.9597
exclude,3,C3 Hybrid,2019-03,2019-03-29,27,0.0370322415349234,0.3217736885538757,9,18,0,0.34315330659230625,0.6567172148506253,0.0,0.0,0.006705,0.696279
exclude,3,C3 Hybrid,2019-04,2019-04-30,28,0.03571124856503383,0.2886593805141766,9,19,0,0.5657048023405478,0.4342101574803996,0.0,0.0,0.006915,0.850339
exclude,3,C3 Hybrid,2019-05,2019-05-31,24,0.041666307433511636,0.2056645214449271,7,17,0,0.3516261225164587,0.6483652558878205,0.0,0.0,0.007718,0.561723
exclude,3,C3 Hybrid,2019-06,2019-06-28,22,0.04544859634648534,0.17313209970124588,7,15,0,0.4101320954594539,0.5897370241632237,0.0,0.0,0.008346,0.649373
exclude,3,C3 Hybrid,2019-07,2019-07-31,28,0.03571149757850806,0.15863650299163914,16,12,0,0.6925952241047298,0.30732670809349594,0.0,0.0,0.006547,0.607962
exclude,3,C3 Hybrid,2019-08,2019-08-30,21,0.04761804386176673,0.16000489769889148,15,6,0,0.645311043723062,0.3546678773740393,0.0,0.0,0.008542,0.825239
exclude,3,C3 Hybrid,2019-09,2019-09-30,26,0.03846119663510014,0.25410649678680997,14,12,0,0.7156511227873646,0.284339989725239,0.0,0.0,0.006229,1.051321
exclude,3,C3 Hybrid,2019-10,2019-10-31,28,0.035708003385181986,0.15780130312673415,11,17,0,0.49492223086744785,0.5049018639176478,0.0,0.0,0.007621,0.804991
exclude,3,C3 Hybrid,2019-11,2019-11-29,27,0.0370345396861308,0.12025118675003968,16,11,0,0.7194003503220178,0.28053222120351384,0.0,0.0,0.007383,0.59295
exclude,3,C3 Hybrid,2019-12,2019-12-31,32,0.03124778203885948,0.09783362951404484,14,18,0,0.6947118309939855,0.3052171942495176,0.0,0.0,0.007632,0.618833
exclude,3,C3 Hybrid,2020-01,2020-01-31,30,0.033329846525405916,0.10880333372172492,17,13,0,0.718237582538643,0.2816578132235346,0.0,0.0,0.007292,0.573804
exclude,3,C3 Hybrid,2020-02,2020-02-28,31,0.03225806451612904,0.11942058457609664,15,16,0,0.5351491786801466,0.4648508213198538,0.0,0.0,0.008167,0.624866
exclude,3,C3 Hybrid,2020-03,2020-03-31,25,0.03999276101032011,0.31703511796646694,10,15,0,0.7497380512080283,0.2500809740499743,0.0,0.0,0.013265,1.420295
exclude,3,C3 Hybrid,2020-04,2020-04-30,20,0.04999587419690345,0.3195007022897451,14,6,0,0.9140480499694413,0.08586943396862755,0.0,0.0,0.010715,1.071243
exclude,3,C3 Hybrid,2020-05,2020-05-29,22,0.0454506506968208,0.20466782169452474,15,7,0,0.8546595351594871,0.1452547801705705,0.0,0.0,0.012023,1.147723
exclude,3,C3 Hybrid,2020-06,2020-06-30,24,0.04166310662586837,0.20389365372650434,14,10,0,0.8486775990831352,0.15123695993770564,0.0,0.0,0.008699,0.875419
exclude,3,C3 Hybrid,2020-07,2020-07-29,25,0.03999382674609246,0.1661580153036993,18,7,0,0.9050158329931388,0.09482983565917269,0.0,0.0,0.006789,0.618916
exclude,3,C3 Hybrid,2020-08,2020-08-31,27,0.03703330877597771,0.3555205777686094,21,6,0,0.9622723110179924,0.03762702593340566,0.0,0.0,0.007323,0.580118
exclude,3,C3 Hybrid,2020-09,2020-09-30,22,0.045445523006099074,0.3972772400680027,11,11,0,0.7645169773679823,0.2352845287661973,0.0,0.0,0.009062,1.483348
exclude,3,C3 Hybrid,2020-10,2020-10-28,14,0.07140987758570225,0.4,8,6,0,0.7623361226593083,0.2374021635405233,0.0,0.0,0.011101,2.170611
exclude,3,C3 Hybrid,2020-11,2020-11-30,21,0.04760849282592481,0.14315933489919463,16,5,0,0.9938154732204816,0.005962876123939439,0.0,0.0,0.012128,0.994725
exclude,3,C3 Hybrid,2020-12,2020-12-31,18,0.05554545884442877,0.3547479240182401,8,10,0,0.7961507751855871,0.20366748401413068,0.0,0.0,0.009057,1.968497
exclude,3,C3 Hybrid,2021-01,2021-01-29,22,0.04545263125569159,0.2650264759373381,14,8,0,0.770455030727368,0.22950285689784722,0.0,0.0,0.013712,1.326889
exclude,3,C3 Hybrid,2021-02,2021-02-26,18,0.055528818970507064,0.2927167529912362,9,9,0,0.8269996093873353,0.17251913208179206,0.0,0.0,0.012956,1.552092
exclude,3,C3 Hybrid,2021-03,2021-03-31,20,0.04999355987815622,0.4,10,10,0,0.4484206373878697,0.5514505601752546,0.0,0.0,0.010869,0.899427
exclude,3,C3 Hybrid,2021-04,2021-04-30,25,0.039994765943935424,0.2788330753407709,14,11,0,0.7905401114002947,0.2093290371980906,0.0,0.0,0.010297,1.322695
exclude,3,C3 Hybrid,2021-05,2021-05-31,18,0.05554874383328084,0.2988664225914812,7,11,0,0.7272347590757802,0.2726426299232749,0.0,0.0,0.008971,1.725539
exclude,3,C3 Hybrid,2021-06,2021-06-30,19,0.052618876636757544,0.4,7,12,0,0.7277201029267585,0.2720385531716347,0.0,0.0,0.008601,2.03083
exclude,3,C3 Hybrid,2021-07,2021-07-29,34,0.029406446229356068,0.3847530607994361,14,20,0,0.5116400443284294,0.488179127469677,0.0,0.0,0.008723,1.106837
exclude,3,C3 Hybrid,2021-08,2021-08-31,28,0.03570527212247561,0.4,12,16,0,0.6374853857300148,0.36226223369930205,0.0,0.0,0.010874,1.637605
exclude,3,C3 Hybrid,2021-09,2021-09-30,28,0.035708753326861624,0.2951117777466143,12,16,0,0.7382644754362282,0.26158061771589725,0.0,0.0,0.010878,0.88332
exclude,3,C3 Hybrid,2021-10,2021-10-29,25,0.039985126339149336,0.25879522256792153,14,11,0,0.7695723309429973,0.23005582753573614,0.0,0.0,0.009377,0.699814
exclude,3,C3 Hybrid,2021-11,2021-11-30,26,0.03845755217390502,0.2094202153006506,12,14,0,0.936686895299203,0.06320946122232757,0.0,0.0,0.008738,0.66979
exclude,3,C3 Hybrid,2021-12,2021-12-31,27,0.037028590104840345,0.2293482676617355,10,17,0,0.5293025401480956,0.4704693926825936,0.0,0.0,0.008018,1.016176
exclude,3,C3 Hybrid,2022-01,2022-01-31,30,0.03332599198267675,0.18788458697781918,14,16,0,0.5674154963399057,0.4323642631403969,0.0,0.0,0.008395,0.70111
exclude,3,C3 Hybrid,2022-02,2022-02-28,22,0.045443092986987677,0.20501504182229852,12,10,0,0.8165089534987258,0.18323909221500323,0.0,0.0,0.006543,0.850447
exclude,3,C3 Hybrid,2022-03,2022-03-31,34,0.02940570416594943,0.29631445338375934,21,13,0,0.6766448275992929,0.3231491140429881,0.0,0.0,0.007959,0.521503
exclude,3,C3 Hybrid,2022-04,2022-04-29,32,0.03124057340583631,0.18553556931028573,23,9,0,0.8699956938445209,0.12970265514224097,0.0,0.0,0.006775,0.591132
exclude,3,C3 Hybrid,2022-05,2022-05-31,32,0.031247987758370677,0.27493981102419623,18,14,0,0.6530139126652658,0.3469216956025957,0.0,0.0,0.007446,0.840899
exclude,3,C3 Hybrid,2022-06,2022-06-30,31,0.03224795948361256,0.19400541992600093,20,11,0,0.64864901302892,0.3510377309630694,0.0,0.0,0.008553,0.499668
exclude,3,C3 Hybrid,2022-07,2022-07-29,29,0.03447084083671425,0.17341287784281292,18,11,0,0.8333028455041323,0.16635153876058084,0.0,0.0,0.008314,0.802173
exclude,3,C3 Hybrid,2022-08,2022-08-31,29,0.0344793631369529,0.16487623094426948,17,12,0,0.7869709918947551,0.21293053907687914,0.0,0.0,0.007086,0.94581
exclude,3,C3 Hybrid,2022-09,2022-09-30,28,0.035702839663012846,0.13482705380221757,13,15,0,0.6629242159944496,0.3367552945699101,0.0,0.0,0.006425,0.570004
exclude,3,C3 Hybrid,2022-10,2022-10-31,29,0.03448048936822182,0.15433120413038146,13,16,0,0.6378844271275356,0.3620497645508972,0.0,0.2119,0.01051,0.772773
exclude,3,C3 Hybrid,2022-11,2022-11-30,39,0.025638727045416768,0.1350694155416161,19,20,0,0.6872769652950885,0.31263338947616554,0.0,0.2557,0.011683,0.682604
exclude,3,C3 Hybrid,2022-12,2022-12-30,37,0.027026058640919323,0.22157687691867367,14,23,0,0.8560573258307662,0.14390684388324862,0.0,0.1795,0.009283,0.815135
exclude,3,C3 Hybrid,2023-01,2023-01-31,36,0.027768143017991312,0.28801859586469897,17,19,0,0.9529315147053203,0.04672163394236693,0.0,0.3381,0.012297,0.922916
exclude,3,C3 Hybrid,2023-02,2023-02-28,36,0.027775244981528273,0.2247273964666153,19,17,0,0.6690262128661373,0.33088260646888057,0.0,0.2444,0.011799,0.704983
exclude,3,C3 Hybrid,2023-03,2023-03-31,33,0.030298530988595196,0.13330335672519172,22,11,0,0.7915450433477932,0.20830647927584842,0.0,0.1704,0.011001,0.835339
exclude,3,C3 Hybrid,2023-04,2023-04-28,32,0.03124438476598253,0.31352490798420024,15,17,0,0.6161369054921082,0.3836834070193329,0.0,0.1638,0.009016,0.938965
exclude,3,C3 Hybrid,2023-05,2023-05-31,36,0.02777039835993006,0.21783551519449398,22,14,0,0.7760076848490403,0.22372665610844208,0.0,0.2707,0.012356,1.108417
exclude,3,C3 Hybrid,2023-06,2023-06-28,38,0.026308914097120273,0.21734724886095289,20,18,0,0.9188622611315984,0.08087647455897194,0.0,0.2281,0.011084,1.083997
exclude,3,C3 Hybrid,2023-07,2023-07-31,33,0.030297970252304466,0.3793575871933666,24,9,0,0.8483047496611351,0.15152826866491217,0.0,0.3711,0.011073,0.992067
exclude,3,C3 Hybrid,2023-08,2023-08-31,31,0.032251870069017016,0.4,25,6,0,0.9726111775948133,0.027196794544714256,0.0,0.3512,0.010904,1.225926
exclude,3,C3 Hybrid,2023-09,2023-09-27,33,0.030300602810756264,0.3565206138911765,25,8,0,0.945816107214038,0.05410378554091876,0.0,0.2622,0.01157,0.990256
exclude,3,C3 Hybrid,2023-10,2023-10-31,31,0.03225117997497391,0.29856141736084485,22,9,0,0.8619261540167695,0.13786042520742173,0.0,0.266,0.012571,0.747401
exclude,3,C3 Hybrid,2023-11,2023-11-30,37,0.027026264220741184,0.35801863245889515,25,12,0,0.8667039389457943,0.13326783722162938,0.0,0.132,0.011366,0.85388
exclude,3,C3 Hybrid,2023-12,2023-12-29,34,0.0294070881567251,0.2508557411442196,25,9,0,0.9541326050436333,0.04570839228502017,0.0,0.3675,0.010532,0.943009
exclude,3,C3 Hybrid,2024-01,2024-01-31,32,0.031246501225297485,0.22099284600794694,18,14,0,0.7691977249658972,0.23069031424362235,0.0,0.3588,0.012195,1.197963
exclude,3,C3 Hybrid,2024-02,2024-02-29,30,0.03332947408011758,0.345915769318178,18,12,0,0.7647220006014245,0.235162221802103,0.0,0.2856,0.011942,1.074627
exclude,3,C3 Hybrid,2024-03,2024-03-29,30,0.033325157976856395,0.30386282830468914,21,9,0,0.9342753526414694,0.06547938666422251,0.0,0.2274,0.010823,0.91085
exclude,3,C3 Hybrid,2024-04,2024-04-30,33,0.030296529783921958,0.17299029624421733,22,11,0,0.8318485663580346,0.16793691651138973,0.0,0.2328,0.011796,1.106204
exclude,3,C3 Hybrid,2024-05,2024-05-31,33,0.030297097995672997,0.27822307371974125,19,14,0,0.8164069966061881,0.183397237251021,0.0,0.3988,0.010721,0.833323
exclude,3,C3 Hybrid,2024-06,2024-06-28,32,0.03124409344632419,0.33482045740525396,20,12,0,0.9025043661281646,0.0973066241542096,0.0,0.1901,0.008628,0.90034
exclude,3,C3 Hybrid,2024-07,2024-07-31,28,0.035707447398120214,0.28456313646783366,15,13,0,0.8090289595086471,0.1907795676387187,0.0,0.2694,0.008699,0.877759
exclude,3,C3 Hybrid,2024-08,2024-08-30,33,0.030300378173039273,0.12785835636410084,18,15,0,0.7621119451294724,0.23780053458082345,0.0,0.3064,0.010805,0.915959
exclude,3,C3 Hybrid,2024-09,2024-09-30,34,0.02940896875430448,0.13594891739629497,19,15,0,0.8137886655639276,0.18611627208242482,0.0,0.2782,0.010859,1.087861
exclude,3,C3 Hybrid,2024-10,2024-10-31,28,0.035714262158821765,0.159934691528335,18,10,0,0.9750339788645251,0.024965361582484216,0.0,0.3407,0.010878,1.101169
exclude,3,C3 Hybrid,2024-11,2024-11-29,32,0.0312474495249687,0.20025298262668123,17,15,0,0.8647931752072114,0.135125209591787,0.0,0.3327,0.010085,1.098466
exclude,3,C3 Hybrid,2024-12,2024-12-31,32,0.031244635688944884,0.1862568646865475,22,10,0,0.7871027225254187,0.21272561952081778,0.0,0.308,0.008653,0.944421
exclude,3,C3 Hybrid,2025-01,2025-01-31,38,0.026313355256625946,0.06166414726194413,22,16,0,0.6575557128452681,0.3423517869065178,0.0,0.2824,0.009449,0.632048
exclude,3,C3 Hybrid,2025-02,2025-02-28,37,0.027024237296579694,0.09915348103537502,16,21,0,0.42732849673103834,0.5725682832424104,0.0,0.2543,0.008945,0.614256
exclude,3,C3 Hybrid,2025-03,2025-03-28,40,0.02499666479932248,0.15201946474882683,21,19,0,0.6528083911450401,0.34705820082785926,0.0,0.3008,0.008254,0.576591
exclude,3,C3 Hybrid,2025-04,2025-04-30,40,0.024995379336280835,0.13098357651314338,16,24,0,0.4457968907070508,0.5540182827441826,0.0,0.2066,0.011103,0.583765
exclude,3,C3 Hybrid,2025-05,2025-05-30,33,0.030296790290981444,0.15887386478766577,19,14,0,0.5223244564916444,0.4774696231107433,0.0,0.1795,0.010884,0.586148
exclude,3,C3 Hybrid,2025-06,2025-06-30,33,0.03030055627478716,0.16073842313422373,18,15,0,0.6921468098616524,0.3077715472063239,0.0,0.3155,0.011662,0.71871
exclude,4,C4 Hybrid + régime,2018-07,2018-07-31,27,0.03703375511857166,0.11168722241047364,19,8,0,0.7554432810498483,0.24446810715158662,0.0,0.0,0.009267,0.704101
exclude,4,C4 Hybrid + régime,2018-08,2018-08-31,28,0.03570908790746225,0.4,20,8,0,0.826699024823323,0.17315543658562008,0.0,0.0,0.006287,0.934032
exclude,4,C4 Hybrid + régime,2018-09,2018-09-28,27,0.037037037037037035,0.18138874395361543,19,8,0,0.828256334950313,0.17174366504968683,0.0,0.0,0.008008,1.106171
exclude,4,C4 Hybrid + régime,2018-10,2018-10-31,18,0.05555366688310018,0.4,10,8,0,0.7791407882260322,0.22082521566977095,0.0,0.0,0.008756,1.498563
exclude,4,C4 Hybrid + régime,2018-11,2018-11-30,23,0.043478172618749825,0.3929283905382877,14,9,0,0.7494663838249878,0.25053158640625817,0.0,0.0,0.009018,1.094526
exclude,4,C4 Hybrid + régime,2018-12,2018-12-31,18,0.055553428665660626,0.3231081753036787,14,4,0,0.9971185236965757,0.0028431922853155863,0.0,0.0,0.00815,1.303847
exclude,4,C4 Hybrid + régime,2019-01,2019-01-31,24,0.041661715561304345,0.24986758401302925,10,14,0,0.5514213950711352,0.44845977840016904,0.0,0.0,0.008737,0.75018
exclude,4,C4 Hybrid + régime,2019-02,2019-02-28,21,0.04761798750128826,0.2418256523782799,10,11,0,0.6739064403653056,0.32607129716174793,0.0,0.0,0.007493,0.7515
exclude,4,C4 Hybrid + régime,2019-03,2019-03-29,27,0.03703154210481354,0.3472487350839024,7,20,0,0.29949031436933754,0.700361322460628,0.0,0.0,0.006745,0.714976
exclude,4,C4 Hybrid + régime,2019-04,2019-04-30,26,0.0384583055640592,0.32471547651137866,8,18,0,0.5025968508893635,0.49731909377617567,0.0,0.0,0.005744,0.672661
exclude,4,C4 Hybrid + régime,2019-05,2019-05-31,25,0.039999954781145396,0.2159422162603655,8,17,0,0.29064419032963335,0.7093546791990017,0.0,0.0,0.007359,0.474246
exclude,4,C4 Hybrid + régime,2019-06,2019-06-28,23,0.04347574031334811,0.1832446733730544,6,17,0,0.4398297481150019,0.5601122790920046,0.0,0.0,0.008423,0.640636
exclude,4,C4 Hybrid + régime,2019-07,2019-07-31,28,0.03571356436064375,0.12953910948602093,16,12,0,0.6634203690167619,0.3365594330812629,0.0,0.0,0.006682,0.628624
exclude,4,C4 Hybrid + régime,2019-08,2019-08-30,24,0.04166662590325713,0.14771102423107307,16,8,0,0.651183996106895,0.34881502557127597,0.0,0.0,0.008404,0.789691
exclude,4,C4 Hybrid + régime,2019-09,2019-09-30,26,0.038460083783791996,0.2891794060130276,14,12,0,0.8144253389652505,0.1855368394133414,0.0,0.0,0.006881,1.215481
exclude,4,C4 Hybrid + régime,2019-10,2019-10-31,30,0.03333103021695783,0.11823598683584932,12,18,0,0.46426377365313415,0.5356671328556007,0.0,0.0,0.006519,0.476604
exclude,4,C4 Hybrid + régime,2019-11,2019-11-29,29,0.034482678239125465,0.11623325376905229,15,14,0,0.7210509869090049,0.2789466820256335,0.0,0.0,0.007369,0.589861
exclude,4,C4 Hybrid + régime,2019-12,2019-12-31,32,0.03124636709757676,0.10035768199414345,14,18,0,0.6873785178334358,0.31250522928902036,0.0,0.0,0.007689,0.612297
exclude,4,C4 Hybrid + régime,2020-01,2020-01-31,30,0.03333313451138738,0.10928977711616399,17,13,0,0.7803278094713388,0.21966622587028253,0.0,0.0,0.007566,0.617379
exclude,4,C4 Hybrid + régime,2020-02,2020-02-28,29,0.03447821732379587,0.13408296592426489,15,14,0,0.6136009078300765,0.3862673945600038,0.0,0.0,0.008366,0.659691
exclude,4,C4 Hybrid + régime,2020-03,2020-03-31,26,0.03845424912455056,0.23749102549474826,10,16,0,0.6851371798021819,0.3146732974361326,0.0,0.0,0.010914,1.149925
exclude,4,C4 Hybrid + régime,2020-04,2020-04-30,23,0.043477398585882836,0.23139982617600968,15,8,0,0.9795020805463241,0.020478086928980965,0.0,0.0,0.01192,1.2779
exclude,4,C4 Hybrid + régime,2020-05,2020-05-29,22,0.04545126295727256,0.20574012788635063,13,9,0,0.8472961698150424,0.152631615244954,0.0,0.0,0.011767,1.146219
exclude,4,C4 Hybrid + régime,2020-06,2020-06-30,26,0.03845852201909493,0.1882401276180359,15,11,0,0.8219583274922995,0.17796324500416863,0.0,0.0,0.008693,0.863369
exclude,4,C4 Hybrid + régime,2020-07,2020-07-29,25,0.03999289789567005,0.2029432490562082,20,5,0,0.9497707888030416,0.05005165858870975,0.0,0.0,0.007245,0.657369
exclude,4,C4 Hybrid + régime,2020-08,2020-08-31,25,0.03999324329198859,0.3486328622780948,20,5,0,0.9967215682878274,0.0031095140118874588,0.0,0.0,0.007569,0.604887
exclude,4,C4 Hybrid + régime,2020-09,2020-09-30,21,0.047607811360633266,0.4,12,9,0,0.7791495226558026,0.2206145159174958,0.0,0.0,0.010146,1.576768
exclude,4,C4 Hybrid + régime,2020-10,2020-10-28,20,0.04999181967479101,0.4,9,11,0,0.7563438357929534,0.24349255770286676,0.0,0.0,0.010889,2.170227
exclude,4,C4 Hybrid + régime,2020-11,2020-11-30,24,0.041665839907515455,0.20079254780803682,16,8,0,0.9922352120742757,0.0077449457060952565,0.0,0.0,0.0116,0.920558
exclude,4,C4 Hybrid + régime,2020-12,2020-12-31,22,0.04544775337791312,0.4,8,14,0,0.7828422379127034,0.21700833640138503,0.0,0.0,0.009019,1.965239
exclude,4,C4 Hybrid + régime,2021-01,2021-01-29,22,0.04544936539754879,0.29325843495191345,13,9,0,0.7592958177336209,0.24059022101245267,0.0,0.0,0.014235,1.410468
exclude,4,C4 Hybrid + régime,2021-02,2021-02-26,29,0.034478007080206444,0.2602245002215368,12,17,0,0.671370934817913,0.32849127050807375,0.0,0.0,0.010989,1.25496
exclude,4,C4 Hybrid + régime,2021-03,2021-03-31,22,0.045444166145480705,0.4,9,13,0,0.4607204905122711,0.5390511646883044,0.0,0.0,0.009587,0.764506
exclude,4,C4 Hybrid + régime,2021-04,2021-04-30,26,0.038454910122925116,0.3710615197305352,15,11,0,0.9483028433830161,0.051524819813037144,0.0,0.0,0.010975,1.396378
exclude,4,C4 Hybrid + régime,2021-05,2021-05-31,19,0.05262751080337371,0.3113284285539348,10,9,0,0.7888085192855324,0.21111418597856785,0.0,0.0,0.009744,1.908991
exclude,4,C4 Hybrid + régime,2021-06,2021-06-30,19,0.052614812229441255,0.3420612824131198,7,12,0,0.7081493941303533,0.2915320382290306,0.0,0.0,0.008249,1.970003
exclude,4,C4 Hybrid + régime,2021-07,2021-07-29,33,0.03029852290066192,0.4,15,18,0,0.5285652250944282,0.47128603062741514,0.0,0.0,0.008245,1.140675
exclude,4,C4 Hybrid + régime,2021-08,2021-08-31,29,0.03447812697423358,0.4,14,15,0,0.7275085713286978,0.27235711092407616,0.0,0.0,0.011893,1.671218
exclude,4,C4 Hybrid + régime,2021-09,2021-09-30,30,0.03332345772073698,0.3046980952803586,14,16,0,0.7292648787982373,0.270438852823872,0.0,0.0,0.011118,0.926811
exclude,4,C4 Hybrid + régime,2021-10,2021-10-29,31,0.03225180797623441,0.23134151888322477,18,13,0,0.7631092344387865,0.23669681282448032,0.0,0.0,0.00923,0.675897
exclude,4,C4 Hybrid + régime,2021-11,2021-11-30,28,0.03570544931219286,0.20226801752703666,14,14,0,0.9728357643854015,0.02691681635599866,0.0,0.0,0.009729,0.720214
exclude,4,C4 Hybrid + régime,2021-12,2021-12-31,27,0.03703247814455906,0.26499973307627434,11,16,0,0.7089118959969813,0.2909650139061132,0.0,0.0,0.009844,1.284637
