cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid,month,mois_obj,liquidity_L_weighted,cvar_95,expected_alpha_opt
3,C3 Hybrid,2018-07,2018-07-31,P_selected,BAL,0.1,NEUTRAL,-0.03110288934469263,-0.03110288934469263,-0.015551444672346315,0.0,0.01798620996209156,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,LBV,0.1,BUY,0.41488036722551247,0.41488036722551247,0.41488036722551247,686098.6,0.9990683093555535,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,JET,0.0996643239436776,BUY,4.1262103939404575,4.1262103939404575,4.1262103939404575,1056941.62,0.9999975294466167,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,ATL,0.076358561276935,BUY,0.14179781603829344,0.14179781603829344,0.14179781603829344,357179.41000000003,0.8474669516073305,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,COL,0.07158187810045372,BUY,0.3173183525978723,0.3173183525978723,0.3173183525978723,426211.73250000004,0.9437145525420022,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,EQD,0.06858347576725944,BUY,0.26565525538203355,0.26565525538203355,0.26565525538203355,2113.9,0.01859344689077907,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,S2M,0.05660741583830843,BUY,0.3312843010781744,0.3312843010781744,0.3312843010781744,9510.8,0.020880720583514163,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,TQM,0.04657109476463347,BUY,0.19308250674486938,0.19308250674486938,0.19308250674486938,1811913.0,0.999999999985981,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,SRM,0.03918494184427294,BUY,0.26127055765153506,0.26127055765153506,0.26127055765153506,4011.3,0.019155591211587174,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,HPS,0.0370314450843132,BUY,0.20146177755023997,0.20146177755023997,0.20146177755023997,71143.80999999981,0.05407972003485135,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,MDP,0.03412686342930682,BUY,0.3387402595668506,0.3387402595668506,0.3387402595668506,5449.359500000092,0.01959271539945556,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,MOX,0.03339377688180312,BUY,0.26135648549246193,0.26135648549246193,0.26135648549246193,7329.164999999999,0.02017888299544964,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,RIS,0.031240569969002686,BUY,0.28720300380644836,0.28720300380644836,0.28720300380644836,76117.2725000001,0.05829785994543916,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,CTM,0.028186522265315907,BUY,0.4037395357278124,0.4037395357278124,0.4037395357278124,39529.35,0.03332577579355919,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,SOT,0.027309079003592432,BUY,0.14226085362589602,0.14226085362589602,0.14226085362589602,812.25,0.01821719820937452,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,GAZ,0.019536496767027536,NEUTRAL,0.02619357792727374,0.02619357792727374,0.01309678896363687,268044.0,0.5716788211108534,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,ALM,0.01947252016957126,BUY,0.2377690404010474,0.2377690404010474,0.2377690404010474,1514.7,0.018419307295170488,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,DWY,0.01911469365799654,BUY,0.3484316325487286,0.3484316325487286,0.3484316325487286,44662.99249999963,0.03607573950582562,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,MIC,0.01769924363379394,BUY,0.31288496681806494,0.31288496681806494,0.31288496681806494,61544.357500000006,0.04673986989845904,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,DRI,0.014519713810354051,BUY,0.9047258005627554,0.9047258005627554,0.9047258005627554,24018.2,0.026193309466106974,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,FBR,0.012307910092923929,BUY,0.11456104179349329,0.11456104179349329,0.11456104179349329,22089.581500000022,0.0254176130818299,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,DHO,0.011971725449126865,NEUTRAL,0.06354282995729196,0.06354282995729196,0.03177141497864598,64475.19700000009,0.04887419245635132,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,CIH,0.011489319192275275,BUY,0.15514874778976695,0.15514874778976695,0.15514874778976695,223895.5125,0.3970740019534859,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,SID,0.010924106627326543,BUY,0.675110529877908,0.675110529877908,0.675110529877908,128754.25999999998,0.1256553447962296,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,RDS,0.009456671208064,NEUTRAL,0.09802325892847409,0.09802325892847409,0.049011629464237046,52290.69,0.04056850226326277,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,M2M,0.0027802982314995422,BUY,0.3686388613889908,0.3686388613889908,0.3686388613889908,12650.622500000001,0.021932909534472442,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-07,2018-07-31,P_selected,SMI,0.000783232554352369,NEUTRAL,-0.08861457011003931,-0.08861457011003931,-0.04430728505501966,329696.7,0.7816225903230185,2018-07,2018-07,0.4113,0.009615,0.63553
3,C3 Hybrid,2018-08,2018-08-31,P_selected,IAM,0.1,NEUTRAL,-0.08287545638008458,-0.08287545638008458,-0.04143772819004229,8413317.717500001,1.0,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,IMO,0.1,BUY,1.0871368140527866,1.0871368140527866,1.0871368140527866,98628.93900000001,0.08151511568636022,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,SLF,0.1,BUY,0.19641991619711113,0.19641991619711113,0.19641991619711113,1567046.25,0.9999999992949413,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,LBV,0.09930064377383166,BUY,0.37321322422803516,0.37321322422803516,0.37321322422803516,561520.5,0.9932021511299907,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,EQD,0.08771486413594877,BUY,2.211917900191574,2.211917900191574,2.211917900191574,87301.8,0.0689346059572337,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,CIH,0.071187347985749,BUY,0.18714372171556148,0.18714372171556148,0.18714372171556148,584119.3425,0.9952550090970593,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,AFM,0.06577945675114792,BUY,0.5713279737863954,0.5713279737863954,0.5713279737863954,357814.75,0.8487763683305605,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,SBM,0.05788985527015645,NEUTRAL,0.04786557415198456,0.04786557415198456,0.02393278707599228,675885.0,0.9989030893086733,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,JET,0.03453593515448305,BUY,0.9362132695503151,0.9362132695503151,0.9362132695503151,658458.98,0.9985508728338357,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,RIS,0.03428713127150848,NEUTRAL,0.028902547816862325,0.028902547816862325,0.014451273908431162,131311.4225000001,0.1302197438337115,2018-08,2018-08,0.6245,0.008121,0.536355
3,C3 Hybrid,2018-08,2018-08-31,P_selected,HPS,0.030836418565725176,BUY,0.37274042021027026,0.37274042021027026,0.37274042021027026,76757.39999999982,0.0588626902630874,2018-08,2018-08,0.6245,0.008121,0.536355
