fold_id,model_id,groupe,metrique,valeur
29,c1_ridge,C1_ridge,rank_ic,0.045633398413728536
29,c1_ridge,C1_ridge,ic_ir,0.33607469134929835
29,c1_ridge,C1_ridge,rmse,1.496546439477013
29,c1_ridge,C1_ridge,hit_ratio_sign,0.5168730650154799
29,c1_ridge,C1_ridge,ret_BUY,0.31260805918815493
29,c1_ridge,C1_ridge,ret_NEUTRAL,0.135152413052523
29,c1_ridge,C1_ridge,ret_SELL,-0.2897123704695264
29,c1_ridge,C1_ridge,spread_BUY_SELL,0.6023204296576814
29,c1_ridge,C1_ridge,hit_ratio,0.5641025641025641
29,c1_ridge,C1_ridge,turnover,0.34100640256102444
29,c2_rf,C2_rf,rank_ic,0.08872536428809892
29,c2_rf,C2_rf,ic_ir,0.5782334626560527
29,c2_rf,C2_rf,rmse,1.587835034636453
29,c2_rf,C2_rf,hit_ratio_sign,0.503405572755418
29,c2_rf,C2_rf,ret_BUY,0.2204592833695158
29,c2_rf,C2_rf,ret_NEUTRAL,0.16649355185189557
29,c2_rf,C2_rf,ret_SELL,-1.0249341595331511
29,c2_rf,C2_rf,spread_BUY_SELL,1.245393442902667
29,c2_rf,C2_rf,hit_ratio,0.5333333333333333
29,c2_rf,C2_rf,turnover,0.053156262505001994
29,c3_lightgbm,C3_lightgbm,rank_ic,0.1869359504627079
29,c3_lightgbm,C3_lightgbm,ic_ir,0.9362776251745765
29,c3_lightgbm,C3_lightgbm,rmse,1.5513337987104063
29,c3_lightgbm,C3_lightgbm,hit_ratio_sign,0.573374613003096
29,c3_lightgbm,C3_lightgbm,ret_BUY,0.1673539504132058
29,c3_lightgbm,C3_lightgbm,ret_NEUTRAL,0.17784736705291618
29,c3_lightgbm,C3_lightgbm,ret_SELL,0.008206944127447076
29,c3_lightgbm,C3_lightgbm,spread_BUY_SELL,0.15914700628575873
29,c3_lightgbm,C3_lightgbm,hit_ratio,0.5766129032258065
29,c3_lightgbm,C3_lightgbm,turnover,0.43165266106442574
29,c4_hybrid_tri,C4_hybrid_tri,rank_ic,0.1351622489801675
29,c4_hybrid_tri,C4_hybrid_tri,ic_ir,0.9620545674188764
29,c4_hybrid_tri,C4_hybrid_tri,rmse,1.5608923337012415
29,c4_hybrid_tri,C4_hybrid_tri,hit_ratio_sign,0.5543343653250774
29,c4_hybrid_tri,C4_hybrid_tri,ret_BUY,0.272254188743132
29,c4_hybrid_tri,C4_hybrid_tri,ret_NEUTRAL,0.43689709609554805
29,c4_hybrid_tri,C4_hybrid_tri,ret_SELL,-0.10526613858139361
29,c4_hybrid_tri,C4_hybrid_tri,spread_BUY_SELL,0.3775203273245256
29,c4_hybrid_tri,C4_hybrid_tri,hit_ratio,0.5622641509433962
29,c4_hybrid_tri,C4_hybrid_tri,turnover,0.28073229291716684
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,rank_ic,0.1356145483809333
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ic_ir,0.9888239887380766
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,rmse,1.5613371128041411
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,hit_ratio_sign,0.563312693498452
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_BUY,0.3011727471819571
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_NEUTRAL,0.41673559608495614
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_SELL,-0.1084159498702709
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,spread_BUY_SELL,0.409588697052228
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,hit_ratio,0.5572519083969466
29,c5_hybrid_tri_regime,C5_hybrid_tri_regime,turnover,0.26415066026410566
