fold_id,model_id,groupe,metrique,valeur
5,c1_ridge,C1_ridge,rank_ic,0.08472590592234164
5,c1_ridge,C1_ridge,ic_ir,0.45925383410385345
5,c1_ridge,C1_ridge,rmse,1.1075827143563635
5,c1_ridge,C1_ridge,hit_ratio_sign,0.49769963851462373
5,c1_ridge,C1_ridge,ret_BUY,0.03017551920421774
5,c1_ridge,C1_ridge,ret_NEUTRAL,-0.10124256611900202
5,c1_ridge,C1_ridge,ret_SELL,-0.13345478891704135
5,c1_ridge,C1_ridge,spread_BUY_SELL,0.1636303081212591
5,c1_ridge,C1_ridge,hit_ratio,0.507177033492823
5,c1_ridge,C1_ridge,turnover,0.4043169904409497
5,c2_rf,C2_rf,rank_ic,-0.15940167771010277
5,c2_rf,C2_rf,ic_ir,-1.500165421398932
5,c2_rf,C2_rf,rmse,1.1560594746760995
5,c2_rf,C2_rf,hit_ratio_sign,0.43575418994413406
5,c2_rf,C2_rf,ret_BUY,0.0015204745436783185
5,c2_rf,C2_rf,ret_NEUTRAL,-0.07168689410674757
5,c2_rf,C2_rf,ret_SELL,1.5238161200701112
5,c2_rf,C2_rf,spread_BUY_SELL,-1.522295645526433
5,c2_rf,C2_rf,hit_ratio,0.4166666666666667
5,c2_rf,C2_rf,turnover,0.09012102991057662
5,c3_lightgbm,C3_lightgbm,rank_ic,0.03187575051471737
5,c3_lightgbm,C3_lightgbm,ic_ir,0.13867387887523536
5,c3_lightgbm,C3_lightgbm,rmse,1.2595734976568738
5,c3_lightgbm,C3_lightgbm,hit_ratio_sign,0.5093657574761749
5,c3_lightgbm,C3_lightgbm,ret_BUY,-0.0956691786182372
5,c3_lightgbm,C3_lightgbm,ret_NEUTRAL,0.047827510779519224
5,c3_lightgbm,C3_lightgbm,ret_SELL,0.004507886574608068
5,c3_lightgbm,C3_lightgbm,spread_BUY_SELL,-0.10017706519284528
5,c3_lightgbm,C3_lightgbm,hit_ratio,0.46638655462184875
5,c3_lightgbm,C3_lightgbm,turnover,0.433290934320074
5,c4_hybrid_tri,C4_hybrid_tri,rank_ic,0.02462817639804095
5,c4_hybrid_tri,C4_hybrid_tri,ic_ir,0.11461372371968083
5,c4_hybrid_tri,C4_hybrid_tri,rmse,1.3198115299641902
5,c4_hybrid_tri,C4_hybrid_tri,hit_ratio_sign,0.5274400262898455
5,c4_hybrid_tri,C4_hybrid_tri,ret_BUY,-0.011070708954318388
5,c4_hybrid_tri,C4_hybrid_tri,ret_NEUTRAL,-0.11777013068123264
5,c4_hybrid_tri,C4_hybrid_tri,ret_SELL,-0.006617775796274063
5,c4_hybrid_tri,C4_hybrid_tri,spread_BUY_SELL,-0.004452933158044325
5,c4_hybrid_tri,C4_hybrid_tri,hit_ratio,0.5168067226890757
5,c4_hybrid_tri,C4_hybrid_tri,turnover,0.3825778600061671
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,rank_ic,0.01706667507088706
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ic_ir,0.07428911520135519
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,rmse,1.3303233648717414
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,hit_ratio_sign,0.5279329608938548
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_BUY,-0.10316654518005054
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_NEUTRAL,0.10497794515231552
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,ret_SELL,-0.03315127226903188
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,spread_BUY_SELL,-0.07001527291101867
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,hit_ratio,0.5148936170212766
5,c5_hybrid_tri_regime,C5_hybrid_tri_regime,turnover,0.3909111933395004
