month,n_positions,w_max,top3,top5,hhi
2018-07,27,0.10001041312790078,0.29969552837300284,0.44765137297756086,0.06097427275784532
2018-08,29,0.1000033603772975,0.3000100811318925,0.48703187346834353,0.06838504990097287
2018-09,25,0.10000000006860194,0.3000000002058058,0.5000000003430096,0.07696801711269137
2018-10,20,0.10000211733554291,0.30000635200662873,0.47569258784860535,0.07494323682966965
2018-11,20,0.10000093025257176,0.3000027907577153,0.47790845984887953,0.07402632928349127
2018-12,22,0.1000054113158103,0.2997320727484204,0.4449568396221173,0.07141260447712627
2019-01,28,0.10000000003931314,0.3000000001179394,0.484042005779896,0.0699965362766998
2019-02,25,0.10000867365682398,0.2966328118575458,0.45493314857722256,0.067221432147087
2019-03,27,0.09615090097351389,0.2674268079571236,0.3996234364246935,0.054403912250827434
2019-04,30,0.100017350442869,0.300052051328607,0.4362580686704162,0.060010618253046544
2019-05,25,0.10000000004240693,0.3000000001272208,0.481124145129421,0.07565208393227106
2019-06,23,0.10000008428385443,0.27469993216905986,0.42413643690776,0.061797395580955435
2019-07,28,0.10000886950690918,0.2915771052414534,0.4598697486709156,0.06409414578439068
2019-08,22,0.10001200783211793,0.3000360234963538,0.4754859138680326,0.06989696339243552
2019-09,26,0.10000597731573213,0.3000179319471964,0.45827322937805864,0.06360844179555955
2019-10,29,0.10001212091538281,0.27657303850307824,0.43317482200051594,0.05813889126275511
2019-11,29,0.09934468267720499,0.2879840699857004,0.4621910183206569,0.0650514436365279
2019-12,37,0.1000010430273612,0.29994794698270166,0.4893998116043131,0.0638254729006856
2020-01,35,0.10000000004900536,0.2699183111258923,0.3886281711414836,0.054368123589070734
2020-02,31,0.10000501026188235,0.2706640565494664,0.40254689228438045,0.055503836360520364
2020-03,23,0.10003487483164518,0.3001046244949355,0.4955018100915888,0.08108468088712553
2020-04,28,0.10000000005586747,0.3000000001676024,0.5000000002793373,0.07995927089944682
2020-05,26,0.10000059803125838,0.30000179409377514,0.5000029901562919,0.08210667384763294
2020-06,30,0.1000003068616442,0.3000009205849326,0.48858267768471664,0.07435980329621648
2020-07,31,0.10000874247464048,0.30002622742392143,0.48832941208830705,0.0712668363003841
2020-08,27,0.10003049902665972,0.29339787555572827,0.4506348537411013,0.06568279201934576
2020-09,26,0.10001010932571472,0.2936547230289712,0.47091012716617864,0.07467273224420096
2020-10,27,0.10000000006692843,0.30000000020078527,0.4394771674183322,0.06525800213565539
2020-11,25,0.10000542807063237,0.29863961152154334,0.4855666315545825,0.07508748126516758
2020-12,27,0.10000000007081826,0.30000000021245476,0.5000000003540913,0.06971052589285816
2021-01,25,0.10001556517604689,0.30004669552814067,0.4815943502921228,0.08107236081279254
2021-02,26,0.10000717215748527,0.3000215164724558,0.47388630093961603,0.07496702100646466
2021-03,29,0.10000803169037091,0.3000240950711127,0.4812296245931394,0.0781991051836714
2021-04,28,0.10000178324627333,0.30000534973882,0.5000089162313667,0.07739021289989174
2021-05,27,0.1000065927444067,0.30001977823322007,0.5000329637220334,0.08405484864828153
2021-06,28,0.10002275265389149,0.29476400726641117,0.48290499568687634,0.07820722549835711
2021-07,39,0.10000256008278235,0.26691161409678943,0.39712310443910437,0.0590518198748903
