month,n_positions,w_max,top3,top5,hhi
2018-07,28,0.10000528336804418,0.29578412267698206,0.47414794366398494,0.06590130279835874
2018-08,29,0.09936756694757806,0.2934777789664,0.4470612410483943,0.06609570212315087
2018-09,24,0.10000172163552662,0.30000516490657986,0.5000086081776332,0.07415679849043535
2018-10,18,0.10000966527538023,0.3000289958261407,0.4975382012522267,0.07617378205988576
2018-11,23,0.10000000006602767,0.29379338165659247,0.4576496245767496,0.06976175128198199
2018-12,21,0.10000721372240325,0.30002164116720975,0.47644624604686414,0.07239685671162674
2019-01,26,0.10000224958250543,0.3000067487475163,0.47418233863523984,0.06984806164832082
2019-02,26,0.10000401227621837,0.3000120368286551,0.4726963470839777,0.0674352349509075
2019-03,28,0.10000819202206837,0.2941739244758518,0.44269566613113276,0.061409820478601364
2019-04,31,0.10000155583972582,0.2981560364689124,0.4724716882809299,0.061901543503720416
2019-05,26,0.10000000009668426,0.3000000002900528,0.44296844638650934,0.0647631926139667
2019-06,22,0.1000066745064829,0.2848074238663869,0.41492797013453975,0.061686019991029774
2019-07,28,0.10000452339534475,0.2975338596630622,0.44853681903460546,0.061797573908760076
2019-08,23,0.10000002181472381,0.2991924521425141,0.4614397583395755,0.0707061343274282
2019-09,28,0.10000746223671042,0.30002238671013126,0.46398336104139615,0.06329110485315854
2019-10,30,0.10001115343486965,0.2883891246292869,0.443734325329881,0.061050880999623976
2019-11,28,0.1000189230051746,0.3000567690155238,0.46614982121024773,0.06446887201527093
2019-12,33,0.10001718560106665,0.30005155680319995,0.4661268111477352,0.06196888966877305
2020-01,34,0.10000399806762657,0.27687017744307474,0.3800900115514183,0.05281922242917706
2020-02,31,0.10000480436494037,0.2504587005762182,0.38091546148739175,0.055151580688427765
2020-03,28,0.10000870990042765,0.30002612970128295,0.48093461257979114,0.07854177693615619
2020-04,25,0.10001289261635524,0.2961411161838305,0.48357650477042774,0.07655648811041947
2020-05,24,0.10001438617512022,0.2907944557700498,0.4568697865769907,0.07147886892442117
2020-06,28,0.09672679457307799,0.2768377822580172,0.4526244069490682,0.06896661102575258
2020-07,31,0.10000695309914256,0.26791439102975556,0.3915546672700181,0.06128957507769076
2020-08,34,0.10000000003818549,0.2505487835543629,0.3996048507052823,0.06354468993708876
2020-09,27,0.10001431539314158,0.30004294617942473,0.47656725618958257,0.07328589045509523
2020-10,25,0.1000021859976902,0.30000655799307063,0.47175310556414823,0.06929858127382618
2020-11,24,0.10000110993904433,0.300003329817133,0.469266276074126,0.07186905887111442
2020-12,26,0.10000620380553714,0.3000186114166114,0.4746194272646335,0.06946373203701549
2021-01,25,0.10000767271372903,0.3000230181411871,0.5000383635686452,0.08451586330709389
2021-02,29,0.09795898796989666,0.29114784134965066,0.4473328402224758,0.06558758683103227
2021-03,30,0.1000093284311738,0.30002798529352137,0.4854178534116367,0.0737399966750317
2021-04,29,0.10000005063647183,0.3000001519094155,0.5000002531823591,0.07384573538413212
2021-05,26,0.1000040820791131,0.3000122462373393,0.5000204103955654,0.08556936019279981
2021-06,29,0.1000124259260992,0.3000372777782976,0.4872840271611921,0.07762202512353995
2021-07,40,0.10000713031228604,0.28160021283733916,0.4157453806713704,0.05637817962892975
2021-08,31,0.10001340623291813,0.2805612701904301,0.44640434384273464,0.06705800591864039
2021-09,35,0.10000983203049715,0.2977575951467406,0.46363774428561655,0.0724603743640125
2021-10,33,0.100019348530945,0.300058045592835,0.49095474227135866,0.07685678913753462
2021-11,38,0.10002320000280734,0.30006960000842203,0.4904629433029205,0.07057770814498374
2021-12,29,0.1000151719052432,0.30004551571572957,0.4923968080184,0.07740148921358012
2022-01,35,0.10001545184131264,0.3000463555239379,0.4968076741436027,0.08285401254415954
2022-02,33,0.10002210685753199,0.29968667692577805,0.4973269623191974,0.07399147824692619
2022-03,36,0.10001270225874012,0.26285297224992066,0.40587206168994955,0.06210069732620864
2022-04,39,0.10002673601898675,0.30008020805696023,0.49032838124200834,0.07441567877186564
2022-05,32,0.10002076369432052,0.30006229108296156,0.423747987712041,0.06459082405359842
2022-06,36,0.10000937758267453,0.3000281327480236,0.463744566959602,0.06262287663070641
2022-07,32,0.10002626480767776,0.3000787944230333,0.4610312844763775,0.06760732352225562
2022-08,33,0.1000063184170867,0.3000189552512601,0.4671463744147533,0.06813221667179341
2022-09,35,0.1000155852857773,0.2886041556909821,0.4559843143253604,0.06715679855721039
2022-10,39,0.1000071056695583,0.29405504961469364,0.46082617313219315,0.06259659160008078
2022-11,38,0.09911632577162335,0.2842314103126782,0.4475790623306568,0.06792113146696636
2022-12,36,0.09925922869989821,0.2679794020272434,0.41423875546626115,0.05691643114615516
2023-01,36,0.10002172499067914,0.27336808696216597,0.4294970037251286,0.06442916194266715
2023-02,35,0.10001563484195249,0.2717001718429042,0.41003247489313577,0.05989974296073188
2023-03,34,0.1000033557999822,0.29673887911710306,0.4828988210958465,0.07214783825320206
2023-04,34,0.10001593329410752,0.2961029151234392,0.46672546814102067,0.06893238592206029
2023-05,35,0.10001259291799246,0.2921840430257453,0.4632723837961297,0.06552156835041546
2023-06,37,0.10001509088077946,0.2984089168508362,0.46364709659427217,0.07042240295030369
2023-07,43,0.10002592501842068,0.30007777505526206,0.46260729510802084,0.061890502905978466
2023-08,38,0.10001498858773779,0.3000449657632134,0.4756191729607221,0.07189821743761725
2023-09,47,0.1000075687189238,0.2781136237510712,0.4386602215299636,0.06603928381590676
2023-10,36,0.10000642565210636,0.27925525431930154,0.43533989013991364,0.059821312358004135
2023-11,39,0.1000222944595851,0.21504191322341665,0.3261751428149158,0.048341467750604356
2023-12,36,0.10000985439683445,0.2645604547472167,0.3800188556415158,0.05106988844502832
2024-01,30,0.10001816036546103,0.27653288480835914,0.42493990533692494,0.061471278872510186
2024-02,30,0.10000482319319595,0.3000144695795879,0.4720575532207525,0.07184934059745689
2024-03,29,0.1000091349118302,0.3000274047354906,0.495155547693694,0.07779892589090426
2024-04,35,0.10001634006047795,0.30004902018143387,0.5000817003023897,0.07388617384272875
2024-05,34,0.10001645548930975,0.27573085289279237,0.417249734850635,0.06020099090743587
2024-06,37,0.10001020389205509,0.3000306116761653,0.47132094947947634,0.0659898437660352
2024-07,34,0.100001713632759,0.29119808268844866,0.4437102782084533,0.06540946743337624
2024-08,33,0.10000025322677625,0.30000075968032874,0.48377756780422665,0.06480717490899231
2024-09,30,0.10000191607120727,0.29837732483503454,0.46130993178729074,0.06466697124055067
2024-10,23,0.08925385310773946,0.2560202510377865,0.41222740644890904,0.06560665513481012
2024-11,29,0.10000000004589141,0.2850605163964871,0.4489039978284364,0.06684171289204992
2024-12,31,0.10001274561612068,0.2790672429140879,0.3942908509933927,0.05696503164449619
2025-01,37,0.09577544468903454,0.2594116551462397,0.36480704479117604,0.050656002579469575
2025-02,37,0.09022475355777802,0.23366527999465425,0.3594842018861912,0.050720801008669866
2025-03,33,0.10000673779885941,0.2933687558027958,0.4120673835552191,0.054295413173904815
2025-04,40,0.10002315388636047,0.2976673346786804,0.42233909851857426,0.055939236307567336
2025-05,36,0.10000569843361788,0.26697309479827197,0.38195484965208437,0.05420531311663135
2025-06,33,0.1000230348746532,0.3000691046239596,0.4865691308165493,0.06715016150782364
