month,n_positions,w_max,top3,top5,hhi
2018-07,39,0.10000159594818718,0.23749882488270097,0.3497553174658568,0.046981708554322904
2018-08,40,0.10002263226768694,0.293141311227167,0.4267254679752983,0.05450060414334388
2018-09,43,0.10001696110830623,0.28367710334570084,0.39711639528871623,0.0540708636055672
2018-10,35,0.1000253949639712,0.30007618489191357,0.4135648360950302,0.05415233816615012
2018-11,36,0.10001326174410521,0.2864604921798637,0.4322561204815149,0.058818720584961987
2018-12,37,0.07972921071698512,0.1975858409359724,0.3099826817454169,0.04774652890678383
2019-01,42,0.10000640277440585,0.2918550675387307,0.43391564108240593,0.059717495842221836
2019-02,34,0.100007234089488,0.2731831242678372,0.39157927991697333,0.05664297087790585
2019-03,41,0.09624243188332612,0.28858400734586553,0.41721047873877953,0.05233270477548641
2019-04,39,0.10000919643230038,0.29646517549560025,0.44183572597527787,0.05701814881044467
2019-05,40,0.10000013302203975,0.30000039906611925,0.4716388720126534,0.061663286137871406
2019-06,40,0.10000867776152568,0.26469943546792835,0.3876972795379939,0.05215200703393706
2019-07,39,0.10000484493126836,0.2731934708732675,0.39091732580551364,0.05034100770640413
2019-08,39,0.10000000004776186,0.2949988182216491,0.4177257075450931,0.05631624021640394
2019-09,43,0.0625469310467494,0.17762026057054256,0.27901277016355175,0.03838320614149085
2019-10,33,0.10002510573407192,0.26323249152030787,0.39687695354524943,0.053907913736883806
2019-11,36,0.09893816529321162,0.26739298799044475,0.4056181438156464,0.05612246569180401
2019-12,39,0.10000828898361908,0.299710578237352,0.46436372323957686,0.059080001049029225
2020-01,42,0.10001365714908562,0.25963752933670237,0.38174987351049594,0.04738456484679207
2020-02,41,0.10001137610160582,0.26505587613625586,0.3773806794701895,0.05156263982389244
2020-03,40,0.10003594163039635,0.30010782489118903,0.45998203561465134,0.06274759649281833
2020-04,39,0.10000708909291067,0.300021267278732,0.47301639978146665,0.07030528565117837
2020-05,30,0.09941535792116643,0.29822467718755985,0.48510626754917635,0.06782380163830057
2020-06,35,0.10002108873126607,0.3000632661937982,0.5001054436563304,0.07143674061424408
2020-07,35,0.09449743572482443,0.26558043846791174,0.4046632201858835,0.05795438383868958
2020-08,39,0.1000109473496394,0.3000328420489182,0.41871518914780187,0.06078440703324914
2020-09,37,0.10001977335388114,0.30005932006164343,0.4564157695921853,0.0671011154375458
2020-10,38,0.10001079018887157,0.3000323705666147,0.45373774181610205,0.061872376733008536
2020-11,34,0.10000969288509466,0.300029078655284,0.5000484644254733,0.08138112740587244
2020-12,39,0.10002313952228657,0.28024360856865366,0.41018777122433714,0.05765657293652404
2021-01,42,0.10000875513559983,0.3000262654067995,0.4656169163421956,0.061948312938982855
2021-02,39,0.09785202982292511,0.2801493496505087,0.41464472453615053,0.0549053707990607
2021-03,35,0.10001091611841606,0.3000327483552482,0.4906554295013484,0.07191661289547704
2021-04,42,0.10001457364452232,0.27509599266601314,0.4029474703802052,0.05628585255574364
2021-05,41,0.1000139587772578,0.30004187633177337,0.49475584599484596,0.07862797331809407
2021-06,38,0.10002022912855268,0.30006068738565805,0.5001011456427634,0.07635232488970498
2021-07,33,0.10000481032942621,0.28465882945126053,0.4385545759545184,0.06457492826736032
2021-08,28,0.10001529920233378,0.30004589760700134,0.494645020890742,0.07844192373992727
2021-09,28,0.10000597881846487,0.2785523215859398,0.4475942548992897,0.07284105984241736
2021-10,33,0.10002291147689552,0.30006873443068655,0.4924299108155653,0.07813569487711404
2021-11,37,0.10000867464506205,0.3000260239351862,0.4969763176846659,0.07164610592284221
2021-12,30,0.10000156493188994,0.3000046947956698,0.496755596906661,0.07563142232505458
2022-01,35,0.10000655643305478,0.30001966929916435,0.49467340247625585,0.07354627925100471
2022-02,27,0.10001663553845398,0.30004990661536196,0.50008317769227,0.0837072200567633
2022-03,34,0.10000968441910343,0.28416722285162055,0.42300147261837895,0.0640874643910651
2022-04,35,0.10001151064536448,0.28547492922297946,0.4343859198694906,0.0712901230853403
2022-05,38,0.10002137755593579,0.23889121455978146,0.37446755293253653,0.05284327582961194
2022-06,35,0.1000235276919776,0.3000705830759328,0.48207512552541854,0.06441088401997336
2022-07,42,0.10001615274236582,0.25337622857791914,0.36397558048656525,0.05037933091712584
2022-08,39,0.10001150275135039,0.2750758614448386,0.4177728833177601,0.059089561912238395
2022-09,44,0.10001757789402138,0.27459422636255915,0.4124713682222459,0.0576954945611117
2022-10,43,0.10001182178430669,0.2516834785683747,0.3930465512582933,0.05680788269840335
2022-11,42,0.1000126433707505,0.27734486980487644,0.4223992201427054,0.05398628491986246
2022-12,46,0.10001562337143792,0.25552203179070415,0.3599831022911184,0.04858033530565488
2023-01,52,0.10002274948313918,0.2566631324543317,0.36144117987926305,0.044674781719627236
2023-02,51,0.08744449499372356,0.22922102333607858,0.3312437490214146,0.043243396946920434
2023-03,44,0.10004594488162938,0.2956485254026138,0.4345477645875191,0.057684443742074785
2023-04,48,0.08132626791315462,0.22955684302818657,0.3348003427875111,0.04494224037971502
2023-05,48,0.10003089263899395,0.2798530631575678,0.3938371929585859,0.05103406493461357
2023-06,54,0.1000107070077132,0.2885870600173265,0.40907860088380976,0.05264241548480424
2023-07,46,0.10001079756534338,0.30003239269603016,0.442709878500425,0.06158000874339322
2023-08,44,0.1000076273466583,0.27704549539859613,0.41272231986854024,0.058862525465172365
2023-09,43,0.09634573341301603,0.2401220692008893,0.37596135488137455,0.05309036963337622
2023-10,46,0.10003243582864627,0.227875015470656,0.3470242938392377,0.052444245105994935
2023-11,45,0.10001024227019069,0.2588764263783352,0.37686039115944886,0.04911049743135858
2023-12,46,0.10002502166848987,0.25565295134517096,0.3643398612098433,0.05236715464807441
2024-01,40,0.1000184878443162,0.26201275418431513,0.38210203884763333,0.055123746959401865
2024-02,41,0.10001856625374257,0.2742108057410163,0.40821169067614277,0.060041262274306235
2024-03,39,0.10002460322060482,0.2652544881557752,0.390996639601251,0.05742491226431554
2024-04,43,0.07732230822717873,0.21177719478203372,0.3458177718296751,0.05100563712253359
2024-05,43,0.09518316813679006,0.2554396350713318,0.35627522837193093,0.04652841845912511
2024-06,48,0.10001212351382284,0.24245713929925092,0.3226796654616352,0.04245352131750877
2024-07,44,0.10000945974336846,0.2709586567214668,0.38392315043871883,0.04925010036572157
2024-08,45,0.10002995359255373,0.29231414207396844,0.4540867760083489,0.061725497314391344
2024-09,44,0.10000210898354633,0.26629848911229165,0.40905853124431407,0.05331226971333313
2024-10,36,0.10003308040971,0.28511913943135203,0.39947823318436637,0.056497240654950105
2024-11,44,0.08675903222534807,0.2466689170143525,0.3728293459820015,0.04875899468595793
2024-12,43,0.10000590125102013,0.2570963644353574,0.37489839875248376,0.05102023641177178
2025-01,34,0.09951221568004967,0.2746381141862643,0.41128124460684923,0.055580636368461514
2025-02,42,0.10000391333544888,0.25542599684137574,0.3719498671482836,0.047337151017325683
2025-03,37,0.09140462974945508,0.26674616609915996,0.3979314294624234,0.052415437623477876
2025-04,38,0.10001176284113754,0.29665128331997126,0.4449491559507089,0.058723779610586155
2025-05,36,0.10001727270869824,0.2623540348961196,0.3794069278028883,0.05136086835456786
2025-06,37,0.10002612448643554,0.3000783734593066,0.4816157478149614,0.06572966228670138
