titre,mois,score,rang_percentile,rang,ticker,date_cours,cell_id,cell_name,split
MNG,2025-05,0.13700259850510002,0.7164179104477613,20,MNG,2025-05-30,1,ridge_static,test
CTM,2025-05,0.13247568587506992,0.7014925373134329,21,CTM,2025-05-30,1,ridge_static,test
MAB,2025-05,0.12997574100146225,0.6865671641791045,22,MAB,2025-05-30,1,ridge_static,test
BCI,2025-05,0.12783483493625358,0.6716417910447761,23,BCI,2025-05-30,1,ridge_static,test
SMI,2025-05,0.1130560125479955,0.6567164179104478,24,SMI,2025-05-30,1,ridge_static,test
GAZ,2025-05,0.11284566146206788,0.6417910447761195,25,GAZ,2025-05-30,1,ridge_static,test
REB,2025-06,0.6218798951668087,1.0,1,REB,2025-06-30,1,ridge_static,test
S2M,2025-06,0.35559405920935516,0.9850746268656716,2,S2M,2025-06-30,1,ridge_static,test
MSA,2025-06,0.33217239138504834,0.9701492537313433,3,MSA,2025-06-30,1,ridge_static,test
SID,2025-06,0.3179737783972395,0.9552238805970149,4,SID,2025-06-30,1,ridge_static,test
PRO,2025-06,0.30934570296263597,0.9402985074626866,5,PRO,2025-06-30,1,ridge_static,test
ATH,2025-06,0.2884096900098927,0.9253731343283582,6,ATH,2025-06-30,1,ridge_static,test
ATW,2025-06,0.2706313271209276,0.9104477611940298,7,ATW,2025-06-30,1,ridge_static,test
FBR,2025-06,0.26343669434501443,0.8955223880597015,8,FBR,2025-06-30,1,ridge_static,test
AFM,2025-06,0.2612746075205323,0.8805970149253731,9,AFM,2025-06-30,1,ridge_static,test
MOX,2025-06,0.24719985297581193,0.8656716417910448,10,MOX,2025-06-30,1,ridge_static,test
SRM,2025-06,0.24702922751597298,0.8507462686567164,11,SRM,2025-06-30,1,ridge_static,test
CMT,2025-06,0.23728587155956563,0.835820895522388,12,CMT,2025-06-30,1,ridge_static,test
MIC,2025-06,0.23124577348758937,0.8208955223880597,13,MIC,2025-06-30,1,ridge_static,test
TGC,2025-06,0.22985629412405348,0.8059701492537313,14,TGC,2025-06-30,1,ridge_static,test
DYT,2025-06,0.22789989678700856,0.791044776119403,15,DYT,2025-06-30,1,ridge_static,test
JET,2025-06,0.22739893282972143,0.7761194029850746,16,JET,2025-06-30,1,ridge_static,test
BCI,2025-06,0.20085338851556678,0.7611940298507462,17,BCI,2025-06-30,1,ridge_static,test
DHO,2025-06,0.19600388936132898,0.7462686567164178,18,DHO,2025-06-30,1,ridge_static,test
BCP,2025-06,0.18613878619517105,0.7313432835820896,19,BCP,2025-06-30,1,ridge_static,test
CDM,2025-06,0.1854456368624742,0.7164179104477613,20,CDM,2025-06-30,1,ridge_static,test
IAM,2025-06,0.18331548429420488,0.7014925373134329,21,IAM,2025-06-30,1,ridge_static,test
TQM,2025-06,0.17268169024174743,0.6865671641791045,22,TQM,2025-06-30,1,ridge_static,test
MNG,2025-06,0.1608694537296354,0.6716417910447761,23,MNG,2025-06-30,1,ridge_static,test
NKL,2025-06,0.15534278333452686,0.6567164179104478,24,NKL,2025-06-30,1,ridge_static,test
COL,2025-06,0.1552673825277717,0.6417910447761195,25,COL,2025-06-30,1,ridge_static,test
REB,2025-07,0.8854389893866329,1.0,1,REB,2025-07-31,1,ridge_static,test
ATH,2025-07,0.4080930990696026,0.9852941176470589,2,ATH,2025-07-31,1,ridge_static,test
MSA,2025-07,0.40120089675195486,0.9705882352941176,3,MSA,2025-07-31,1,ridge_static,test
PRO,2025-07,0.3787895674474658,0.9558823529411765,4,PRO,2025-07-31,1,ridge_static,test
SID,2025-07,0.3094112196096164,0.9411764705882353,5,SID,2025-07-31,1,ridge_static,test
JET,2025-07,0.3059628466860519,0.9264705882352942,6,JET,2025-07-31,1,ridge_static,test
AFM,2025-07,0.27428149405328256,0.9117647058823529,7,AFM,2025-07-31,1,ridge_static,test
TQM,2025-07,0.26287089544493436,0.8970588235294118,8,TQM,2025-07-31,1,ridge_static,test
ATW,2025-07,0.25854853045403126,0.8823529411764706,9,ATW,2025-07-31,1,ridge_static,test
S2M,2025-07,0.23928921891524568,0.8676470588235294,10,S2M,2025-07-31,1,ridge_static,test
TGC,2025-07,0.23596097897404128,0.8529411764705882,11,TGC,2025-07-31,1,ridge_static,test
MNG,2025-07,0.2343535120245926,0.8382352941176471,12,MNG,2025-07-31,1,ridge_static,test
FBR,2025-07,0.21412181684013326,0.8235294117647058,13,FBR,2025-07-31,1,ridge_static,test
OUL,2025-07,0.20192914628296305,0.8088235294117647,14,OUL,2025-07-31,1,ridge_static,test
BOA,2025-07,0.18468382539780828,0.7941176470588236,15,BOA,2025-07-31,1,ridge_static,test
SRM,2025-07,0.1802637977833939,0.7794117647058824,16,SRM,2025-07-31,1,ridge_static,test
RIS,2025-07,0.17123635970554302,0.7647058823529411,17,RIS,2025-07-31,1,ridge_static,test
DHO,2025-07,0.15050878958662195,0.75,18,DHO,2025-07-31,1,ridge_static,test
ADH,2025-07,0.14359533841893202,0.7352941176470589,19,ADH,2025-07-31,1,ridge_static,test
CDM,2025-07,0.1418867875536825,0.7205882352941176,20,CDM,2025-07-31,1,ridge_static,test
IAM,2025-07,0.1373878525314815,0.7058823529411764,21,IAM,2025-07-31,1,ridge_static,test
CIH,2025-07,0.13143772310395097,0.6911764705882353,22,CIH,2025-07-31,1,ridge_static,test
MIC,2025-07,0.12762061398738805,0.6764705882352942,23,MIC,2025-07-31,1,ridge_static,test
LHM,2025-07,0.11251249561034773,0.6617647058823529,24,LHM,2025-07-31,1,ridge_static,test
AKT,2025-07,0.11198555018795461,0.6470588235294117,25,AKT,2025-07-31,1,ridge_static,test
REB,2025-08,0.6931657291647075,1.0,1,REB,2025-08-13,1,ridge_static,test
MSA,2025-08,0.49594746960098757,0.9855072463768116,2,MSA,2025-08-13,1,ridge_static,test
INV,2025-08,0.3292460546056008,0.9710144927536232,3,INV,2025-08-13,1,ridge_static,test
ATW,2025-08,0.32833605036924207,0.9565217391304348,4,ATW,2025-08-13,1,ridge_static,test
TGC,2025-08,0.3282844304423003,0.9420289855072463,5,TGC,2025-08-13,1,ridge_static,test
MAB,2025-08,0.315478857110298,0.927536231884058,6,MAB,2025-08-13,1,ridge_static,test
S2M,2025-08,0.29096872399476714,0.9130434782608696,7,S2M,2025-08-13,1,ridge_static,test
JET,2025-08,0.288769162375662,0.8985507246376812,8,JET,2025-08-13,1,ridge_static,test
PRO,2025-08,0.2789706136832384,0.8840579710144928,9,PRO,2025-08-13,1,ridge_static,test
FBR,2025-08,0.2728599937276901,0.8695652173913043,10,FBR,2025-08-13,1,ridge_static,test
CDM,2025-08,0.22790147293772733,0.855072463768116,11,CDM,2025-08-13,1,ridge_static,test
OUL,2025-08,0.2264261423692872,0.8405797101449275,12,OUL,2025-08-13,1,ridge_static,test
SID,2025-08,0.22222944247092366,0.8260869565217391,13,SID,2025-08-13,1,ridge_static,test
ATH,2025-08,0.20937228514217576,0.8115942028985508,14,ATH,2025-08-13,1,ridge_static,test
BCP,2025-08,0.20817795219150198,0.7971014492753623,15,BCP,2025-08-13,1,ridge_static,test
BOA,2025-08,0.19816893128704602,0.782608695652174,16,BOA,2025-08-13,1,ridge_static,test
AKT,2025-08,0.18654127782373991,0.7681159420289855,17,AKT,2025-08-13,1,ridge_static,test
DHO,2025-08,0.18187217419676838,0.7536231884057971,18,DHO,2025-08-13,1,ridge_static,test
DYT,2025-08,0.18125485420653317,0.7391304347826086,19,DYT,2025-08-13,1,ridge_static,test
LHM,2025-08,0.16460833350118667,0.7246376811594203,20,LHM,2025-08-13,1,ridge_static,test
NKL,2025-08,0.16147105973073578,0.7101449275362319,21,NKL,2025-08-13,1,ridge_static,test
RIS,2025-08,0.145383005540038,0.6956521739130435,22,RIS,2025-08-13,1,ridge_static,test
VCN,2025-08,0.14220524605859428,0.6811594202898551,23,VCN,2025-08-13,1,ridge_static,test
MNG,2025-08,0.1412909141013582,0.6666666666666667,24,MNG,2025-08-13,1,ridge_static,test
M2M,2025-08,0.13206962000504138,0.6521739130434783,25,M2M,2025-08-13,1,ridge_static,test
