titre,mois,score,rang_percentile,rang,ticker,date_cours,cell_id,cell_name,split
SRM,2021-02,1.867348902668992,0.9803921568627451,2,SRM,2021-02-26,4,hybrid_adapt,val
PRO,2021-02,1.0723814077791127,0.9607843137254902,3,PRO,2021-02-26,4,hybrid_adapt,val
AFM,2021-02,1.0180871949369532,0.9411764705882353,4,AFM,2021-02-26,4,hybrid_adapt,val
MIC,2021-02,0.9767720755405592,0.9215686274509804,5,MIC,2021-02-26,4,hybrid_adapt,val
JET,2021-02,0.9646437182843317,0.9019607843137255,6,JET,2021-02-26,4,hybrid_adapt,val
OUL,2021-02,0.8688556575546507,0.8823529411764706,7,OUL,2021-02-26,4,hybrid_adapt,val
DWY,2021-02,0.7044061956852798,0.8627450980392157,8,DWY,2021-02-26,4,hybrid_adapt,val
SMI,2021-02,0.6981436146462044,0.8431372549019608,9,SMI,2021-02-26,4,hybrid_adapt,val
SNP,2021-02,0.5549843336494591,0.8235294117647058,10,SNP,2021-02-26,4,hybrid_adapt,val
MNG,2021-02,0.5126913469037107,0.803921568627451,11,MNG,2021-02-26,4,hybrid_adapt,val
M2M,2021-02,0.4921854425624725,0.7843137254901961,12,M2M,2021-02-26,4,hybrid_adapt,val
BCP,2021-02,0.48316423170060785,0.7647058823529411,13,BCP,2021-02-26,4,hybrid_adapt,val
HPS,2021-02,0.31559371159046956,0.7450980392156863,14,HPS,2021-02-26,4,hybrid_adapt,val
ATL,2021-02,0.23220795616129464,0.7254901960784313,15,ATL,2021-02-26,4,hybrid_adapt,val
MSA,2021-02,0.17700346081836277,0.7058823529411764,16,MSA,2021-02-26,4,hybrid_adapt,val
SBM,2021-02,0.17361743219236264,0.6862745098039216,17,SBM,2021-02-26,4,hybrid_adapt,val
DHO,2021-02,0.1467652284319541,0.6666666666666667,18,DHO,2021-02-26,4,hybrid_adapt,val
LBV,2021-02,0.13219530860878348,0.6470588235294117,19,LBV,2021-02-26,4,hybrid_adapt,val
ARD,2021-02,0.117513264804262,0.6274509803921569,20,ARD,2021-02-26,4,hybrid_adapt,val
BCI,2021-02,0.08356899756988678,0.607843137254902,21,BCI,2021-02-26,4,hybrid_adapt,val
INV,2021-02,0.026206858382252896,0.5882352941176471,22,INV,2021-02-26,4,hybrid_adapt,val
LHM,2021-02,0.02105528821896338,0.5686274509803921,23,LHM,2021-02-26,4,hybrid_adapt,val
IMO,2021-02,0.018962302567199413,0.5490196078431373,24,IMO,2021-02-26,4,hybrid_adapt,val
CIH,2021-02,-0.0048819479268163435,0.5294117647058824,25,CIH,2021-02-26,4,hybrid_adapt,val
PRO,2021-03,2.4583946538255135,1.0,1,PRO,2021-03-31,4,hybrid_adapt,val
SID,2021-03,2.0065612429577264,0.9795918367346939,2,SID,2021-03-31,4,hybrid_adapt,val
JET,2021-03,1.335833152441261,0.9591836734693877,3,JET,2021-03-31,4,hybrid_adapt,val
MIC,2021-03,1.272956752205639,0.9387755102040817,4,MIC,2021-03-31,4,hybrid_adapt,val
AFM,2021-03,1.0433892036502845,0.9183673469387755,5,AFM,2021-03-31,4,hybrid_adapt,val
DWY,2021-03,1.0005536776991262,0.8979591836734694,6,DWY,2021-03-31,4,hybrid_adapt,val
MNG,2021-03,0.9399395097934352,0.8775510204081632,7,MNG,2021-03-31,4,hybrid_adapt,val
SNP,2021-03,0.8933294226070483,0.8571428571428572,8,SNP,2021-03-31,4,hybrid_adapt,val
BCP,2021-03,0.8576624575800736,0.8367346938775511,9,BCP,2021-03-31,4,hybrid_adapt,val
M2M,2021-03,0.8089176124514423,0.8163265306122449,10,M2M,2021-03-31,4,hybrid_adapt,val
ATL,2021-03,0.5126209065059844,0.7959183673469388,11,ATL,2021-03-31,4,hybrid_adapt,val
SMI,2021-03,0.4351386803949573,0.7755102040816326,12,SMI,2021-03-31,4,hybrid_adapt,val
MSA,2021-03,0.3990125888625903,0.7551020408163265,13,MSA,2021-03-31,4,hybrid_adapt,val
DHO,2021-03,0.36264409900903083,0.7346938775510203,14,DHO,2021-03-31,4,hybrid_adapt,val
IAM,2021-03,0.11520814868817159,0.7142857142857143,15,IAM,2021-03-31,4,hybrid_adapt,val
AGM,2021-03,0.10687427603417954,0.6938775510204082,16,AGM,2021-03-31,4,hybrid_adapt,val
CIH,2021-03,0.08822422376077454,0.6734693877551021,17,CIH,2021-03-31,4,hybrid_adapt,val
ARD,2021-03,-0.0359179251798431,0.653061224489796,18,ARD,2021-03-31,4,hybrid_adapt,val
LHM,2021-03,-0.06921628308587233,0.6326530612244898,19,LHM,2021-03-31,4,hybrid_adapt,val
ATW,2021-03,-0.0777688720192885,0.6122448979591837,20,ATW,2021-03-31,4,hybrid_adapt,val
IMO,2021-03,-0.088333399942845,0.5918367346938775,21,IMO,2021-03-31,4,hybrid_adapt,val
LES,2021-03,-0.1163169991845929,0.5714285714285714,22,LES,2021-03-31,4,hybrid_adapt,val
LBV,2021-03,-0.1230659131001673,0.5510204081632653,23,LBV,2021-03-31,4,hybrid_adapt,val
CSR,2021-03,-0.14089203201115352,0.5306122448979591,24,CSR,2021-03-31,4,hybrid_adapt,val
BCI,2021-03,-0.16160856878412821,0.5102040816326531,25,BCI,2021-03-31,4,hybrid_adapt,val
SID,2021-04,1.8484410057015546,1.0,1,SID,2021-04-30,4,hybrid_adapt,val
JET,2021-04,1.5263288237516361,0.9807692307692307,2,JET,2021-04-30,4,hybrid_adapt,val
MIC,2021-04,1.31478862411046,0.9615384615384616,3,MIC,2021-04-30,4,hybrid_adapt,val
DWY,2021-04,1.1017868458382525,0.9423076923076923,4,DWY,2021-04-30,4,hybrid_adapt,val
BCP,2021-04,0.9428731523363497,0.9230769230769231,5,BCP,2021-04-30,4,hybrid_adapt,val
AFM,2021-04,0.9147453749205239,0.9038461538461539,6,AFM,2021-04-30,4,hybrid_adapt,val
OUL,2021-04,0.8779656508654763,0.8846153846153846,7,OUL,2021-04-30,4,hybrid_adapt,val
M2M,2021-04,0.874477147247108,0.8653846153846154,8,M2M,2021-04-30,4,hybrid_adapt,val
MNG,2021-04,0.8626372583163415,0.8461538461538461,9,MNG,2021-04-30,4,hybrid_adapt,val
SMI,2021-04,0.774063833367499,0.8269230769230769,10,SMI,2021-04-30,4,hybrid_adapt,val
SNP,2021-04,0.658239879394265,0.8076923076923077,11,SNP,2021-04-30,4,hybrid_adapt,val
SOT,2021-04,0.5722310716393322,0.7884615384615384,12,SOT,2021-04-30,4,hybrid_adapt,val
MSA,2021-04,0.5619697454049345,0.7692307692307692,13,MSA,2021-04-30,4,hybrid_adapt,val
ATL,2021-04,0.4742006202416066,0.75,14,ATL,2021-04-30,4,hybrid_adapt,val
DRI,2021-04,0.4725290951645305,0.7307692307692308,15,DRI,2021-04-30,4,hybrid_adapt,val
PRO,2021-04,0.3951626309474824,0.7115384615384616,16,PRO,2021-04-30,4,hybrid_adapt,val
DHO,2021-04,0.25553065926034174,0.6923076923076923,17,DHO,2021-04-30,4,hybrid_adapt,val
CMT,2021-04,0.21036544607557645,0.6730769230769231,18,CMT,2021-04-30,4,hybrid_adapt,val
LHM,2021-04,0.16251205497353335,0.6538461538461539,19,LHM,2021-04-30,4,hybrid_adapt,val
CSR,2021-04,0.14749771361648162,0.6346153846153846,20,CSR,2021-04-30,4,hybrid_adapt,val
HPS,2021-04,0.139961416931219,0.6153846153846154,21,HPS,2021-04-30,4,hybrid_adapt,val
SBM,2021-04,0.07472309112292733,0.5961538461538461,22,SBM,2021-04-30,4,hybrid_adapt,val
LBV,2021-04,0.04039768701352639,0.5769230769230769,23,LBV,2021-04-30,4,hybrid_adapt,val
AGM,2021-04,0.009487171089921809,0.5576923076923077,24,AGM,2021-04-30,4,hybrid_adapt,val
BOA,2021-04,-0.0014860788174011208,0.5384615384615384,25,BOA,2021-04-30,4,hybrid_adapt,val
SID,2021-05,1.8012056586481904,1.0,1,SID,2021-05-31,4,hybrid_adapt,val
OUL,2021-05,1.2542073490440189,0.9807692307692307,2,OUL,2021-05-31,4,hybrid_adapt,val
AFM,2021-05,1.2015915339309333,0.9615384615384616,3,AFM,2021-05-31,4,hybrid_adapt,val
JET,2021-05,1.1933457504903437,0.9423076923076923,4,JET,2021-05-31,4,hybrid_adapt,val
SOT,2021-05,1.148241790617618,0.9230769230769231,5,SOT,2021-05-31,4,hybrid_adapt,val
MIC,2021-05,1.0517668726662268,0.9038461538461539,6,MIC,2021-05-31,4,hybrid_adapt,val
M2M,2021-05,0.941977945027364,0.8846153846153846,7,M2M,2021-05-31,4,hybrid_adapt,val
DWY,2021-05,0.9105894742264757,0.8653846153846154,8,DWY,2021-05-31,4,hybrid_adapt,val
SMI,2021-05,0.8532628540866908,0.8461538461538461,9,SMI,2021-05-31,4,hybrid_adapt,val
BCP,2021-05,0.8009492176787789,0.8269230769230769,10,BCP,2021-05-31,4,hybrid_adapt,val
MNG,2021-05,0.7754031294307728,0.8076923076923077,11,MNG,2021-05-31,4,hybrid_adapt,val
DRI,2021-05,0.6190905215404795,0.7884615384615384,12,DRI,2021-05-31,4,hybrid_adapt,val
ATL,2021-05,0.6155211635174747,0.7692307692307692,13,ATL,2021-05-31,4,hybrid_adapt,val
SNP,2021-05,0.4590299072646996,0.75,14,SNP,2021-05-31,4,hybrid_adapt,val
PRO,2021-05,0.418608751606562,0.7307692307692308,15,PRO,2021-05-31,4,hybrid_adapt,val
DHO,2021-05,0.3873264803036423,0.7115384615384616,16,DHO,2021-05-31,4,hybrid_adapt,val
MSA,2021-05,0.3682192838330899,0.6923076923076923,17,MSA,2021-05-31,4,hybrid_adapt,val
CIH,2021-05,0.16481822390284212,0.6730769230769231,18,CIH,2021-05-31,4,hybrid_adapt,val
GAZ,2021-05,0.11481367526557779,0.6538461538461539,19,GAZ,2021-05-31,4,hybrid_adapt,val
CSR,2021-05,0.07915523449601058,0.6346153846153846,20,CSR,2021-05-31,4,hybrid_adapt,val
BOA,2021-05,0.07729897265209718,0.6153846153846154,21,BOA,2021-05-31,4,hybrid_adapt,val
CMT,2021-05,0.04129411440179054,0.5961538461538461,22,CMT,2021-05-31,4,hybrid_adapt,val
IAM,2021-05,0.03959838023267814,0.5769230769230769,23,IAM,2021-05-31,4,hybrid_adapt,val
BCI,2021-05,0.020723463485613852,0.5576923076923077,24,BCI,2021-05-31,4,hybrid_adapt,val
ATW,2021-05,0.017799044472104786,0.5384615384615384,25,ATW,2021-05-31,4,hybrid_adapt,val
BCP,2021-06,2.5847490299766043,1.0,1,BCP,2021-06-30,4,hybrid_adapt,val
PRO,2021-06,2.0917294983591215,0.9821428571428571,2,PRO,2021-06-30,4,hybrid_adapt,val
SOT,2021-06,1.722985556487206,0.9642857142857143,3,SOT,2021-06-30,4,hybrid_adapt,val
SID,2021-06,1.597335322125802,0.9464285714285714,4,SID,2021-06-30,4,hybrid_adapt,val
AFM,2021-06,1.1747364817454653,0.9285714285714286,5,AFM,2021-06-30,4,hybrid_adapt,val
OUL,2021-06,0.9925699761909762,0.9107142857142857,6,OUL,2021-06-30,4,hybrid_adapt,val
JET,2021-06,0.9099674144650738,0.8928571428571429,7,JET,2021-06-30,4,hybrid_adapt,val
MIC,2021-06,0.9019379627770536,0.875,8,MIC,2021-06-30,4,hybrid_adapt,val
REB,2021-06,0.7297094929531207,0.8571428571428572,9,REB,2021-06-30,4,hybrid_adapt,val
MNG,2021-06,0.6301047246944429,0.8392857142857143,10,MNG,2021-06-30,4,hybrid_adapt,val
SMI,2021-06,0.5857886947814034,0.8214285714285714,11,SMI,2021-06-30,4,hybrid_adapt,val
DWY,2021-06,0.5463188567531625,0.8035714285714286,12,DWY,2021-06-30,4,hybrid_adapt,val
M2M,2021-06,0.46124929953666527,0.7857142857142857,13,M2M,2021-06-30,4,hybrid_adapt,val
SNP,2021-06,0.430391698911483,0.7678571428571428,14,SNP,2021-06-30,4,hybrid_adapt,val
ATL,2021-06,0.3623101461188033,0.75,15,ATL,2021-06-30,4,hybrid_adapt,val
GAZ,2021-06,0.2989733408624194,0.7321428571428572,16,GAZ,2021-06-30,4,hybrid_adapt,val
DHO,2021-06,0.29291656590075354,0.7142857142857143,17,DHO,2021-06-30,4,hybrid_adapt,val
BCI,2021-06,0.2316031491890006,0.6964285714285714,18,BCI,2021-06-30,4,hybrid_adapt,val
CSR,2021-06,0.21114744417778075,0.6785714285714286,19,CSR,2021-06-30,4,hybrid_adapt,val
MSA,2021-06,0.14459214547031035,0.6607142857142857,20,MSA,2021-06-30,4,hybrid_adapt,val
AGM,2021-06,0.10109143729011094,0.6428571428571428,21,AGM,2021-06-30,4,hybrid_adapt,val
LHM,2021-06,0.046010320393180704,0.625,22,LHM,2021-06-30,4,hybrid_adapt,val
SBM,2021-06,0.014031611690723644,0.6071428571428572,23,SBM,2021-06-30,4,hybrid_adapt,val
HPS,2021-06,-0.022216227238033404,0.5892857142857143,24,HPS,2021-06-30,4,hybrid_adapt,val
BOA,2021-06,-0.028144135808897214,0.5714285714285714,25,BOA,2021-06-30,4,hybrid_adapt,val
CDM,2021-07,2.902062930429321,1.0,1,CDM,2021-07-29,4,hybrid_adapt,val
OUL,2021-07,2.490673337548408,0.9821428571428571,2,OUL,2021-07-29,4,hybrid_adapt,val
SID,2021-07,1.80345505064723,0.9642857142857143,3,SID,2021-07-29,4,hybrid_adapt,val
DWY,2021-07,1.6503278864723097,0.9464285714285714,4,DWY,2021-07-29,4,hybrid_adapt,val
SOT,2021-07,1.3376756858971333,0.9285714285714286,5,SOT,2021-07-29,4,hybrid_adapt,val
JET,2021-07,0.9278696963413762,0.9107142857142857,6,JET,2021-07-29,4,hybrid_adapt,val
SRM,2021-07,0.5978925623885274,0.8928571428571429,7,SRM,2021-07-29,4,hybrid_adapt,val
BCP,2021-07,0.5411699902101723,0.875,8,BCP,2021-07-29,4,hybrid_adapt,val
MIC,2021-07,0.4982515981218193,0.8571428571428572,9,MIC,2021-07-29,4,hybrid_adapt,val
MSA,2021-07,0.4691075260336475,0.8392857142857143,10,MSA,2021-07-29,4,hybrid_adapt,val
ATL,2021-07,0.4685615512572672,0.8214285714285714,11,ATL,2021-07-29,4,hybrid_adapt,val
SMI,2021-07,0.40172564239290665,0.8035714285714286,12,SMI,2021-07-29,4,hybrid_adapt,val
SNP,2021-07,0.2908244714588274,0.7857142857142857,13,SNP,2021-07-29,4,hybrid_adapt,val
DRI,2021-07,0.28517234889608617,0.7678571428571428,14,DRI,2021-07-29,4,hybrid_adapt,val
MNG,2021-07,0.2834561029013742,0.75,15,MNG,2021-07-29,4,hybrid_adapt,val
M2M,2021-07,0.2374935226161668,0.7321428571428572,16,M2M,2021-07-29,4,hybrid_adapt,val
BCI,2021-07,0.14525905067049627,0.7142857142857143,17,BCI,2021-07-29,4,hybrid_adapt,val
DHO,2021-07,0.14524167910455554,0.6964285714285714,18,DHO,2021-07-29,4,hybrid_adapt,val
CSR,2021-07,0.12875183698621961,0.6785714285714286,19,CSR,2021-07-29,4,hybrid_adapt,val
PRO,2021-07,0.11968945541944381,0.6607142857142857,20,PRO,2021-07-29,4,hybrid_adapt,val
INV,2021-07,0.01945222868115265,0.6428571428571428,21,INV,2021-07-29,4,hybrid_adapt,val
GAZ,2021-07,0.007323427119580228,0.625,22,GAZ,2021-07-29,4,hybrid_adapt,val
COL,2021-07,-0.010791403366030239,0.6071428571428572,23,COL,2021-07-29,4,hybrid_adapt,val
IMO,2021-07,-0.0755288064637765,0.5892857142857143,24,IMO,2021-07-29,4,hybrid_adapt,val
NKL,2021-07,-0.09264246730709125,0.5714285714285714,25,NKL,2021-07-29,4,hybrid_adapt,val
SID,2021-08,2.4069946154190096,1.0,1,SID,2021-08-31,4,hybrid_adapt,val
JET,2021-08,1.5832850234735525,0.9821428571428571,2,JET,2021-08-31,4,hybrid_adapt,val
MIC,2021-08,1.3488764684841208,0.9642857142857143,3,MIC,2021-08-31,4,hybrid_adapt,val
DWY,2021-08,1.2627398756039927,0.9464285714285714,4,DWY,2021-08-31,4,hybrid_adapt,val
SOT,2021-08,1.1925868073188228,0.9285714285714286,5,SOT,2021-08-31,4,hybrid_adapt,val
AFM,2021-08,1.0313849195197355,0.9107142857142857,6,AFM,2021-08-31,4,hybrid_adapt,val
OUL,2021-08,0.9409371326450175,0.8928571428571429,7,OUL,2021-08-31,4,hybrid_adapt,val
BCP,2021-08,0.8743612035516908,0.875,8,BCP,2021-08-31,4,hybrid_adapt,val
BAL,2021-08,0.8449383881918199,0.8571428571428572,9,BAL,2021-08-31,4,hybrid_adapt,val
SMI,2021-08,0.8211797230735183,0.8392857142857143,10,SMI,2021-08-31,4,hybrid_adapt,val
ATL,2021-08,0.6717281755605976,0.8214285714285714,11,ATL,2021-08-31,4,hybrid_adapt,val
SNP,2021-08,0.5927633147769393,0.8035714285714286,12,SNP,2021-08-31,4,hybrid_adapt,val
DRI,2021-08,0.5696643939859595,0.7857142857142857,13,DRI,2021-08-31,4,hybrid_adapt,val
PRO,2021-08,0.3719939897944396,0.7678571428571428,14,PRO,2021-08-31,4,hybrid_adapt,val
DHO,2021-08,0.3525554740846221,0.75,15,DHO,2021-08-31,4,hybrid_adapt,val
MSA,2021-08,0.3075423340934179,0.7321428571428572,16,MSA,2021-08-31,4,hybrid_adapt,val
AGM,2021-08,0.3039922059415025,0.7142857142857143,17,AGM,2021-08-31,4,hybrid_adapt,val
MNG,2021-08,0.294285295857321,0.6964285714285714,18,MNG,2021-08-31,4,hybrid_adapt,val
CSR,2021-08,0.18397285241391056,0.6785714285714286,19,CSR,2021-08-31,4,hybrid_adapt,val
NKL,2021-08,0.10780491376383203,0.6607142857142857,20,NKL,2021-08-31,4,hybrid_adapt,val
GAZ,2021-08,0.0650085274327776,0.6428571428571428,21,GAZ,2021-08-31,4,hybrid_adapt,val
ATW,2021-08,0.026627135610542946,0.625,22,ATW,2021-08-31,4,hybrid_adapt,val
HPS,2021-08,0.022348931114655357,0.6071428571428572,23,HPS,2021-08-31,4,hybrid_adapt,val
LHM,2021-08,-0.00013123802459868994,0.5892857142857143,24,LHM,2021-08-31,4,hybrid_adapt,val
M2M,2021-08,-0.013524902423294738,0.5714285714285714,25,M2M,2021-08-31,4,hybrid_adapt,val
ATH,2021-09,2.159045447726345,1.0,1,ATH,2021-09-30,4,hybrid_adapt,val
DWY,2021-09,1.3448198962925333,0.9807692307692307,2,DWY,2021-09-30,4,hybrid_adapt,val
BOA,2021-09,1.23971070731425,0.9615384615384616,3,BOA,2021-09-30,4,hybrid_adapt,val
INV,2021-09,1.1757562008987335,0.9423076923076923,4,INV,2021-09-30,4,hybrid_adapt,val
ATL,2021-09,1.039101079470988,0.9230769230769231,5,ATL,2021-09-30,4,hybrid_adapt,val
FBR,2021-09,0.8970835495394637,0.9038461538461539,6,FBR,2021-09-30,4,hybrid_adapt,val
MIC,2021-09,0.8629106415572407,0.8846153846153846,7,MIC,2021-09-30,4,hybrid_adapt,val
BCI,2021-09,0.7533910840725105,0.8653846153846154,8,BCI,2021-09-30,4,hybrid_adapt,val
SID,2021-09,0.7125813002174513,0.8461538461538461,9,SID,2021-09-30,4,hybrid_adapt,val
MAB,2021-09,0.6620707669031722,0.8269230769230769,10,MAB,2021-09-30,4,hybrid_adapt,val
CIH,2021-09,0.6098317365842869,0.8076923076923077,11,CIH,2021-09-30,4,hybrid_adapt,val
RDS,2021-09,0.5078417379549275,0.7884615384615384,12,RDS,2021-09-30,4,hybrid_adapt,val
AFM,2021-09,0.4311416047842803,0.7692307692307692,13,AFM,2021-09-30,4,hybrid_adapt,val
LHM,2021-09,0.31184243982353005,0.75,14,LHM,2021-09-30,4,hybrid_adapt,val
ATW,2021-09,0.18984014265147278,0.7307692307692308,15,ATW,2021-09-30,4,hybrid_adapt,val
JET,2021-09,0.18277396529247783,0.7115384615384616,16,JET,2021-09-30,4,hybrid_adapt,val
COL,2021-09,0.1783749301637352,0.6923076923076923,17,COL,2021-09-30,4,hybrid_adapt,val
CSR,2021-09,0.1720329206618693,0.6730769230769231,18,CSR,2021-09-30,4,hybrid_adapt,val
S2M,2021-09,0.15070819721196752,0.6538461538461539,19,S2M,2021-09-30,4,hybrid_adapt,val
CTM,2021-09,0.14394314721715276,0.6346153846153846,20,CTM,2021-09-30,4,hybrid_adapt,val
SNP,2021-09,0.103181264385007,0.6153846153846154,21,SNP,2021-09-30,4,hybrid_adapt,val
IAM,2021-09,0.09484394884348996,0.5961538461538461,22,IAM,2021-09-30,4,hybrid_adapt,val
SOT,2021-09,0.06412085949123048,0.5769230769230769,23,SOT,2021-09-30,4,hybrid_adapt,val
BCP,2021-09,0.009256952033444954,0.5576923076923077,24,BCP,2021-09-30,4,hybrid_adapt,val
LBV,2021-09,-0.0026825235899181066,0.5384615384615384,25,LBV,2021-09-30,4,hybrid_adapt,val
BOA,2021-10,2.3807582440093844,1.0,1,BOA,2021-10-29,4,hybrid_adapt,val
ATH,2021-10,1.7877209633542674,0.9814814814814815,2,ATH,2021-10-29,4,hybrid_adapt,val
SID,2021-10,1.1620348379061913,0.962962962962963,3,SID,2021-10-29,4,hybrid_adapt,val
DWY,2021-10,0.9414756587105011,0.9444444444444444,4,DWY,2021-10-29,4,hybrid_adapt,val
INV,2021-10,0.9117227885428669,0.9259259259259259,5,INV,2021-10-29,4,hybrid_adapt,val
AFM,2021-10,0.7935688280891434,0.9074074074074074,6,AFM,2021-10-29,4,hybrid_adapt,val
FBR,2021-10,0.6960692648044458,0.8888888888888888,7,FBR,2021-10-29,4,hybrid_adapt,val
IAM,2021-10,0.5332361616950201,0.8703703703703703,8,IAM,2021-10-29,4,hybrid_adapt,val
S2M,2021-10,0.45168046645930915,0.8518518518518519,9,S2M,2021-10-29,4,hybrid_adapt,val
PRO,2021-10,0.445747460355019,0.8333333333333334,10,PRO,2021-10-29,4,hybrid_adapt,val
SOT,2021-10,0.43537130734550433,0.8148148148148149,11,SOT,2021-10-29,4,hybrid_adapt,val
CIH,2021-10,0.4059117999171594,0.7962962962962963,12,CIH,2021-10-29,4,hybrid_adapt,val
RDS,2021-10,0.35718963868165704,0.7777777777777778,13,RDS,2021-10-29,4,hybrid_adapt,val
BCI,2021-10,0.35403817789122627,0.7592592592592593,14,BCI,2021-10-29,4,hybrid_adapt,val
ATL,2021-10,0.3413655743960068,0.7407407407407407,15,ATL,2021-10-29,4,hybrid_adapt,val
LHM,2021-10,0.2933797749046331,0.7222222222222222,16,LHM,2021-10-29,4,hybrid_adapt,val
SNP,2021-10,0.23416718464000097,0.7037037037037037,17,SNP,2021-10-29,4,hybrid_adapt,val
DRI,2021-10,0.20794145541820142,0.6851851851851851,18,DRI,2021-10-29,4,hybrid_adapt,val
CSR,2021-10,0.18756703925188173,0.6666666666666667,19,CSR,2021-10-29,4,hybrid_adapt,val
MIC,2021-10,0.18269112587913067,0.6481481481481481,20,MIC,2021-10-29,4,hybrid_adapt,val
CTM,2021-10,0.17130313599842328,0.6296296296296297,21,CTM,2021-10-29,4,hybrid_adapt,val
IMO,2021-10,0.1682997491044806,0.6111111111111112,22,IMO,2021-10-29,4,hybrid_adapt,val
BCP,2021-10,0.15804333334959952,0.5925925925925926,23,BCP,2021-10-29,4,hybrid_adapt,val
JET,2021-10,0.15748714018519,0.5740740740740741,24,JET,2021-10-29,4,hybrid_adapt,val
LBV,2021-10,0.11917399342916754,0.5555555555555556,25,LBV,2021-10-29,4,hybrid_adapt,val
REB,2021-11,2.2164070646478717,1.0,1,REB,2021-11-30,4,hybrid_adapt,val
ATH,2021-11,1.709402279060634,0.9821428571428571,2,ATH,2021-11-30,4,hybrid_adapt,val
CDM,2021-11,1.310753701729038,0.9642857142857143,3,CDM,2021-11-30,4,hybrid_adapt,val
PRO,2021-11,1.3100207243447461,0.9464285714285714,4,PRO,2021-11-30,4,hybrid_adapt,val
DWY,2021-11,1.026683212367603,0.9285714285714286,5,DWY,2021-11-30,4,hybrid_adapt,val
INV,2021-11,0.8956324533768574,0.9107142857142857,6,INV,2021-11-30,4,hybrid_adapt,val
SID,2021-11,0.8701610802105222,0.8928571428571429,7,SID,2021-11-30,4,hybrid_adapt,val
FBR,2021-11,0.8537113817559294,0.875,8,FBR,2021-11-30,4,hybrid_adapt,val
BOA,2021-11,0.6969882520312525,0.8571428571428572,9,BOA,2021-11-30,4,hybrid_adapt,val
MIC,2021-11,0.6904547148500934,0.8392857142857143,10,MIC,2021-11-30,4,hybrid_adapt,val
ATL,2021-11,0.5894893566445798,0.8214285714285714,11,ATL,2021-11-30,4,hybrid_adapt,val
AGM,2021-11,0.4068925857234064,0.8035714285714286,12,AGM,2021-11-30,4,hybrid_adapt,val
RDS,2021-11,0.3556419038124054,0.7857142857142857,13,RDS,2021-11-30,4,hybrid_adapt,val
CIH,2021-11,0.3277413291925745,0.7678571428571428,14,CIH,2021-11-30,4,hybrid_adapt,val
BCI,2021-11,0.29556567316302595,0.75,15,BCI,2021-11-30,4,hybrid_adapt,val
LHM,2021-11,0.24802891751050019,0.7321428571428572,16,LHM,2021-11-30,4,hybrid_adapt,val
