cell,configuration,mois,date_rebalance,portfolio,ticker,weight,recommendation,predicted_return,conviction_score,score_opt,liquidity_vmq_20j,L_sigmoid,held,sell_mode,eligible_vmq,n_candidates,n_positions,expected_alpha_raw,cvar_95,liquidity_L_weighted,status,portfolio_ret_month,turnover,liquidite_ponderee,n_titres,ret_holding,contribution,eligible_vmq_500k,liquidity_role,min_vmq_threshold,protocol_window
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,DYT,0.00697015905249015,BUY,0.31263954873723626,0.31263954873723626,0.31263954873723626,140571.15999999997,0.14793857821069478,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.04674796747967469,0.0003258407687139697,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,AGM,0.005679025261086358,NEUTRAL,0.07064717157525703,0.07064717157525703,0.035323585787628516,121712.1,0.11378928387037032,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.034482758620689724,0.00019582845727884033,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,IMO,0.0038194172408484426,BUY,0.15554496519937622,0.15554496519937622,0.15554496519937622,79054.165,0.06093177374256504,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.006224066390041472,2.3772306478309723e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,NKL,0.0027450466380125895,BUY,0.2085916796419691,0.2085916796419691,0.2085916796419691,48375.198,0.03819905141011607,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.05046282472379815,-0.0001385228073526807,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,JET,0.002150304718047974,NEUTRAL,0.03442520652102661,0.03442520652102661,0.017212603260513305,205352.97000000003,0.32863781549524984,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.009216589861751112,-1.9818476664036542e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,CRS,0.0021340256805321813,NEUTRAL,-0.1011304196233897,-0.1011304196233897,-0.05056520981169485,3678.726,0.019055868715107064,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.07692307692307687,-0.00016415582157939846,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,TMA,0.0021008375868347487,NEUTRAL,-0.0034253570597992944,-0.0034253570597992944,-0.0017126785298996472,657255.25,0.9985227342380372,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.03703703703703709,-7.78087995123982e-05,1,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,SMI,0.002037458190707394,BUY,0.1343731161050412,0.1343731161050412,0.1343731161050412,75536.6,0.057789892696914,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.08006042296072513,-0.00016311976451282773,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,DRI,0.0018431382894675437,NEUTRAL,0.04802983047492512,0.04802983047492512,0.02401491523746256,4942.7,0.019437602858779157,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.008108108108108025,1.4944364509196147e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,FBR,0.0016147693551268893,NEUTRAL,0.07983568431984013,0.07983568431984013,0.039917842159920065,48389.69499999999,0.0382075742125495,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.027739881764438312,-4.479351098805821e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,ATL,0.0015216543573706982,BUY,0.31337785365109744,0.31337785365109744,0.31337785365109744,535671.9625,0.9897558491320383,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.03943771964076537,-6.001057793613459e-05,1,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,AFM,0.0014596273403555719,BUY,0.387794026289687,0.387794026289687,0.387794026289687,1841.75,0.01851415531175559,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.06614785992217898,-9.655122484842302e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,IAM,0.0013916814391318397,NEUTRAL,0.07031200255917565,0.07031200255917565,0.035156001279587824,9482174.524,1.0,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.08695652173913038,0.00012101577731581207,1,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,MIC,0.0013589036402019315,BUY,0.29415734742962296,0.29415734742962296,0.29415734742962296,25875.595,0.026962109889012553,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.056211242248449755,7.638566171169097e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,MAB,0.0013258512017338014,NEUTRAL,0.06638552977281287,0.06638552977281287,0.033192764886406434,3453.35,0.01898857915894065,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.0032017075773747017,4.244987839062466e-06,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,BCP,0.0012964678470930603,BUY,0.2662895591777419,0.2662895591777419,0.2662895591777419,9803835.355,1.0,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.12796411023285614,0.00016590135449877006,1,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,EQD,0.001176027955049658,NEUTRAL,-0.00999422961780766,-0.00999422961780766,-0.00499711480890383,39497.5,0.03330936284734715,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.0,0.0,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,BAL,0.0011745544387402247,NEUTRAL,-0.08420718486278594,-0.08420718486278594,-0.04210359243139297,25.36,0.017993378183640815,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,-0.05314599877825288,-6.242286876627948e-05,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,MLE,0.0010894894592942785,NEUTRAL,0.036895910132255516,0.036895910132255516,0.018447955066127758,502.5475,0.018128783355400396,1,exclude,0,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.006929712911893704,7.549849173443652e-06,0,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,BCI,0.0009525982864089544,BUY,0.170984912531422,0.170984912531422,0.170984912531422,792041.0599999999,0.9998288256874388,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.002188183807439792,2.0844601453149674e-06,1,pareto,500000.0,2023-01_2025-06
2,C2 Ridge + régime,2023-05,2023-05-31,P_selected,SNP,0.0007663671560098306,BUY,0.1406793293427907,0.1406793293427907,0.1406793293427907,911006.96,0.9999744822655285,1,exclude,1,58,53,0.338867,0.008575,0.6924,ok,0.03544940151322695,0.9488809684921822,0.6433269203875763,53,0.017585457419482253,1.3476916989700589e-05,1,pareto,500000.0,2023-01_2025-06
