model_id,cell,groupe,fold_id,mois,date_rebalance,status,error,n_candidates,n_positions_selected,expected_alpha_selected,cvar_selected,liquidity_L_selected,n_pareto,turnover_vs_prev
c2_rf,,C2_rf,12,2019-07,2019-07-31,ok,,40,37,0.176322,0.007568,0.5201,21,0.0
c2_rf,,C2_rf,12,2019-08,2019-08-30,ok,,41,38,0.050073,0.007336,0.5726,19,0.306
c2_rf,,C2_rf,12,2019-09,2019-09-30,ok,,47,41,0.191711,0.007566,0.5467,18,0.5689
c2_rf,,C2_rf,12,2019-10,2019-10-31,ok,,46,45,0.223771,0.007175,0.7021,20,0.4517
c2_rf,,C2_rf,12,2019-11,2019-11-29,ok,,45,42,0.050512,0.007597,0.6957,25,0.4085
c2_rf,,C2_rf,12,2019-12,2019-12-31,ok,,44,40,0.267433,0.006691,0.7139,23,0.4221
