pair,delta_IC,dm_stat_hln,pvalue_hln,sig_5pct,n
adaptation C2vsC1,-0.000219297941461985,-0.25331329019141663,0.8039879369543022,False,14
hybridation C3vsC1,0.0037942408426098473,0.2907687331786432,0.7758151848637128,False,14
combine C4vsC1,0.004227627390237229,0.32106606313124103,0.7532635304008102,False,14
