fold_id,cell_id,test_start_month,test_end_month,rank_ic,hit_ratio,sharpe_ls
63,3,2023-10,2024-03,0.2530727618330156,0.5966857560618983,8.184670891267865
64,3,2023-11,2024-04,0.2599916201782585,0.5844737496889774,21.14979020968625
65,3,2023-12,2024-05,0.2267685101769019,0.5770257156720039,5.338377420278755
66,3,2024-01,2024-06,0.2097314501734264,0.5898229540671042,4.334381638849713
67,3,2024-02,2024-07,0.1988214876000127,0.6010559921414538,3.656878018436689
68,3,2024-03,2024-08,0.2112779809359211,0.5996257018091079,4.538639218932997
69,3,2024-04,2024-09,0.1230784707077295,0.6113288658490328,4.999442102025749
70,3,2024-05,2024-10,0.11779249476463,0.6210551967832338,3.270128028241906
71,3,2024-06,2024-11,0.1491378470980967,0.6033611321708365,5.9777156833521
72,3,2024-07,2024-12,0.1125968463578013,0.5840522553611043,2.487128906012574
73,3,2024-08,2025-01,0.0632155713012907,0.5675575352635486,1.918630227757175
74,3,2024-09,2025-02,0.0036680394821745,0.5448545587875825,0.3691410019965589
75,3,2024-10,2025-03,0.006824925818379,0.5324219695136705,3.822447595107105
76,3,2024-11,2025-04,0.1062025605683735,0.5590175953079178,6.008368313543811
77,3,2024-12,2025-05,0.1236009039044897,0.5711235021948037,6.167729007901191
78,3,2025-01,2025-06,0.1216230892018519,0.5564632388274868,1.839204218332421
79,3,2025-02,2025-07,0.1311293661382565,0.5599714421703951,1.2527364544771462
80,3,2025-03,2025-08,0.1389195730852235,0.5650868259563911,0.2806105345072646
0,4,2018-07,2018-12,0.1428310640000266,0.544327445652174,1.522749633448752
1,4,2018-08,2019-01,0.1782593169064549,0.5590792838874681,2.1889570370890685
2,4,2018-09,2019-02,0.1292886453901702,0.5486486486486486,1.4230202620046757
3,4,2018-10,2019-03,0.0783541332131805,0.5378179384203481,-0.2273240946667161
4,4,2018-11,2019-04,0.0688051257977887,0.5458073224228108,0.3785837345812217
5,4,2018-12,2019-05,0.0427907854998731,0.5450213604995071,0.2460633220897929
6,4,2019-01,2019-06,-0.0451237455387587,0.5127161749745677,-0.702636110669205
7,4,2019-02,2019-07,-0.0267098346181635,0.5279919544083138,-0.8037001298299613
8,4,2019-03,2019-08,0.0185699184824997,0.5378151260504201,0.0217891679754417
9,4,2019-04,2019-09,0.091024841636547,0.5575799243726366,0.6582167263680049
10,4,2019-05,2019-10,0.1047262789567086,0.5479337460264346,0.7448735269487656
11,4,2019-06,2019-11,0.0647641145466341,0.5240384615384616,1.0648080534794946
12,4,2019-07,2019-12,0.0945558391705842,0.5288998357963876,1.6435795880946498
13,4,2019-08,2020-01,0.0578685668575294,0.4929049094764312,1.3804760888180354
14,4,2019-09,2020-02,0.0413747066293348,0.4933396764985728,0.9857658106705728
15,4,2019-10,2020-03,0.00883643884672,0.4700988855752629,0.7635259632856248
16,4,2019-11,2020-04,-0.0040032198429998,0.4891982717234757,0.447608684747483
17,4,2019-12,2020-05,0.0330575024915021,0.5143636655432515,0.2843775525369593
18,4,2020-01,2020-06,-0.0283065411375398,0.491694887921303,-0.2239571869879129
19,4,2020-02,2020-07,-0.0831910746492844,0.4853251175612129,-2.2005273678878723
20,4,2020-03,2020-08,-0.1592376511295503,0.4563343633111075,-4.223852204172083
21,4,2020-04,2020-09,-0.1823019472994884,0.4527660951148495,-5.0389601775745465
22,4,2020-05,2020-10,-0.1102144742523195,0.4859934853420195,-3.7749896979706863
23,4,2020-06,2020-11,-0.0208902305152752,0.521528785679729,-1.108026364152528
24,4,2020-07,2020-12,-0.0179318976194367,0.5146106460274839,-1.5086714729507626
25,4,2020-08,2021-01,0.0235279778770224,0.5339977495579489,-1.0964347249090944
26,4,2020-09,2021-02,-0.020460493068863,0.5141758769822201,-1.6487684521354586
27,4,2020-10,2021-03,-0.0243518472946543,0.4884975408535618,-0.7141527954772244
28,4,2020-11,2021-04,0.0712244402755267,0.5307236431690581,0.9113102834306416
29,4,2020-12,2021-05,0.0797480877677828,0.5291021671826626,2.3576730034965125
30,4,2021-01,2021-06,0.0783022250341276,0.5444086516336861,2.9116907133037966
31,4,2021-02,2021-07,0.0820312115006426,0.5340171971639764,3.159414791863674
32,4,2021-03,2021-08,0.0921850654664718,0.5129841222733343,3.514230517333996
33,4,2021-04,2021-09,0.1112600096299243,0.5225,3.8096188207029824
