fold_id,cell_id,cell_name,model,regime,train_start_month,train_end_month,test_start_month,test_end_month,n_train,n_test,n_features,clip_lower,clip_upper,rank_ic,ic_pearson,hit_ratio,sharpe_ls
22,2,ridge_adapt,ridge,True,2017-05,2020-04,2020-05,2020-10,36553,6140,36,-4.25034184339313,6.594021770156785,-0.125468129395393,-0.2068748471539826,0.41596091205211727,-3.597221226001699
22,3,hybrid_static,hybrid,False,2017-05,2020-04,2020-05,2020-10,36553,6140,33,-4.25034184339313,6.594021770156785,-0.14683070503574214,-0.1850812023096177,0.48013029315960915,-4.533461931149505
22,4,hybrid_adapt,hybrid,True,2017-05,2020-04,2020-05,2020-10,36553,6140,36,-4.25034184339313,6.594021770156785,-0.14170004592099092,-0.18113490772661472,0.4827361563517915,-4.689711516035362
23,1,ridge_static,ridge,False,2017-06,2020-05,2020-06,2020-11,36343,6201,33,-4.077818746125319,6.526822584855857,-0.11612329237374024,-0.16645865991626357,0.4373488147073053,-1.6679532613944033
23,2,ridge_adapt,ridge,True,2017-06,2020-05,2020-06,2020-11,36343,6201,36,-4.077818746125319,6.526822584855857,-0.11298208312237745,-0.16286078095169595,0.43138203515562007,-1.6511381837072296
23,3,hybrid_static,hybrid,False,2017-06,2020-05,2020-06,2020-11,36343,6201,33,-4.077818746125319,6.526822584855857,-0.05315931193046884,-0.10746055443159455,0.5108853410740203,-0.9024470822721212
23,4,hybrid_adapt,hybrid,True,2017-06,2020-05,2020-06,2020-11,36343,6201,36,-4.077818746125319,6.526822584855857,-0.04440971438885128,-0.13481680372466626,0.5152394775036284,-1.4267739549213807
24,1,ridge_static,ridge,False,2017-07,2020-06,2020-07,2020-12,36417,6331,33,-4.408812001228329,6.207211582111831,-0.07703762877389449,-0.11169743536834616,0.45158742694676984,0.03938191267625538
24,2,ridge_adapt,ridge,True,2017-07,2020-06,2020-07,2020-12,36417,6331,36,-4.408812001228329,6.207211582111831,-0.07440126074528092,-0.10934050780836915,0.4574316853577634,0.2823038830739414
24,3,hybrid_static,hybrid,False,2017-07,2020-06,2020-07,2020-12,36417,6331,33,-4.408812001228329,6.207211582111831,-0.031203299472444324,-0.08556175146008738,0.5120833991470541,-1.1055022333527316
24,4,hybrid_adapt,hybrid,True,2017-07,2020-06,2020-07,2020-12,36417,6331,36,-4.408812001228329,6.207211582111831,-0.03033883320545744,-0.08356727490649447,0.5100300110567051,-1.1055022333527311
25,1,ridge_static,ridge,False,2017-08,2020-07,2020-08,2021-01,36422,6221,33,-4.248030944996385,5.569165309992096,-0.04982335291255078,-0.07817803285611795,0.47628998553287255,-0.01788159084925532
25,2,ridge_adapt,ridge,True,2017-08,2020-07,2020-08,2021-01,36422,6221,36,-4.248030944996385,5.569165309992096,-0.047731755234494154,-0.07449829266250022,0.48529175373734124,0.006156282480738045
25,3,hybrid_static,hybrid,False,2017-08,2020-07,2020-08,2021-01,36422,6221,33,-4.248030944996385,5.569165309992096,0.0005640172796247406,0.001003709801678844,0.5282108985693619,-1.0194415722722001
25,4,hybrid_adapt,hybrid,True,2017-08,2020-07,2020-08,2021-01,36422,6221,36,-4.248030944996385,5.569165309992096,0.0032274651814527345,0.0033914278889625228,0.5286931361517441,-0.548703723664853
26,1,ridge_static,ridge,False,2017-09,2020-08,2020-09,2021-02,36354,6243,33,-4.114728392241281,5.553487641422241,-0.05264995270176048,-0.09204949401750695,0.48822681403171553,-0.759632268323418
26,2,ridge_adapt,ridge,True,2017-09,2020-08,2020-09,2021-02,36354,6243,36,-4.114728392241281,5.553487641422241,-0.04916789227205084,-0.08894396034482793,0.5093704949543488,-0.7745888905357722
26,3,hybrid_static,hybrid,False,2017-09,2020-08,2020-09,2021-02,36354,6243,33,-4.114728392241281,5.553487641422241,-0.037757743884395886,-0.05621571860279447,0.5172192855998718,-1.8345259331049735
