fold_id,cell_id,cell_name,model,regime,test_start_month,test_end_month,n_train,n_test,rank_ic,ic_pearson,hit_ratio,rf_n_estimators,rf_max_depth,rf_min_samples_leaf
35,1,ridge_static,ridge,False,2021-06,2021-11,36703,6897,0.004369851148579506,0.0030866320264576743,0.4989125706829056,100,4,20
35,2,ridge_adapt,ridge,True,2021-06,2021-11,36703,6897,0.0028386864458202457,0.0038930471983478917,0.49079309844860086,100,4,20
35,3,hybrid_static,hybrid,False,2021-06,2021-11,36703,6897,0.03814849739522865,0.07093565244112511,0.5035522691025084,100,4,20
35,4,hybrid_adapt,hybrid,True,2021-06,2021-11,36703,6897,0.038147007433934704,0.06844953090639846,0.50645208061476,100,4,20
36,1,ridge_static,ridge,False,2021-07,2021-12,36927,6927,-0.11134007984553052,-0.12014444104611602,0.46340407102641834,100,4,20
36,2,ridge_adapt,ridge,True,2021-07,2021-12,36927,6927,-0.11183024042637953,-0.12011205511658514,0.46094990616428466,100,4,20
36,3,hybrid_static,hybrid,False,2021-07,2021-12,36927,6927,-0.08061077599543222,-0.1054065805394547,0.4678793128338386,100,4,20
36,4,hybrid_adapt,hybrid,True,2021-07,2021-12,36927,6927,-0.08041910802754455,-0.10753740717296859,0.4681680381117367,100,4,20
37,1,ridge_static,ridge,False,2021-08,2022-01,36979,6946,-0.19887420930277144,-0.1969718751298028,0.4428448027641808,100,4,20
37,2,ridge_adapt,ridge,True,2021-08,2022-01,36979,6946,-0.1990541263048712,-0.19676227555786022,0.4355024474517708,100,4,20
37,3,hybrid_static,hybrid,False,2021-08,2022-01,36979,6946,-0.1761215081327384,-0.22033068386163995,0.44486035128131296,100,4,20
37,4,hybrid_adapt,hybrid,True,2021-08,2022-01,36979,6946,-0.17938088662092,-0.22444069246510326,0.44500431903253673,100,4,20
38,1,ridge_static,ridge,False,2021-09,2022-02,37188,6991,-0.2380479865074556,-0.2619073080561552,0.43098269203261336,100,4,20
38,2,ridge_adapt,ridge,True,2021-09,2022-02,37188,6991,-0.2388101882125353,-0.26127521550515953,0.41968244886282363,100,4,20
38,3,hybrid_static,hybrid,False,2021-09,2022-02,37188,6991,-0.23087320211078824,-0.3324851395262531,0.43956515519954226,100,4,20
38,4,hybrid_adapt,hybrid,True,2021-09,2022-02,37188,6991,-0.23161835295422858,-0.3340154110407443,0.43985123730510656,100,4,20
39,1,ridge_static,ridge,False,2021-10,2022-03,37450,7079,-0.23878104746131387,-0.2843526695634732,0.42873287187455855,100,4,20
39,2,ridge_adapt,ridge,True,2021-10,2022-03,37450,7079,-0.24114013671494852,-0.2841460084717849,0.42619013985026133,100,4,20
39,3,hybrid_static,hybrid,False,2021-10,2022-03,37450,7079,-0.2344729715652625,-0.37129721285480893,0.4459669444836841,100,4,20
39,4,hybrid_adapt,hybrid,True,2021-10,2022-03,37450,7079,-0.2372217144976277,-0.3716392355922353,0.44639073315440037,100,4,20
40,1,ridge_static,ridge,False,2021-11,2022-04,37410,7231,-0.20296797846353914,-0.2438912573249509,0.45111326234269117,100,4,20
40,2,ridge_adapt,ridge,True,2021-11,2022-04,37410,7231,-0.20556666708404048,-0.24454146775855526,0.4370073295533121,100,4,20
40,3,hybrid_static,hybrid,False,2021-11,2022-04,37410,7231,-0.22113811919301368,-0.37429286668392503,0.4565067072327479,100,4,20
40,4,hybrid_adapt,hybrid,True,2021-11,2022-04,37410,7231,-0.22346748202100059,-0.37389966359065574,0.4567832941501867,100,4,20
41,1,ridge_static,ridge,False,2021-12,2022-05,37699,7186,-0.21239588039743793,-0.23064895656192094,0.44475368772613416,100,4,20
41,2,ridge_adapt,ridge,True,2021-12,2022-05,37699,7186,-0.21633078321669222,-0.23324380066186864,0.4347342053993877,100,4,20
41,3,hybrid_static,hybrid,False,2021-12,2022-05,37699,7186,-0.2282054720564387,-0.36533808532643863,0.44558864458669634,100,4,20
41,4,hybrid_adapt,hybrid,True,2021-12,2022-05,37699,7186,-0.23325668034816485,-0.3698322248564483,0.44405789034233234,100,4,20
42,1,ridge_static,ridge,False,2022-01,2022-06,37966,7167,-0.13497714651167642,-0.15901424389264893,0.4658853076601088,100,4,20
42,2,ridge_adapt,ridge,True,2022-01,2022-06,37966,7167,-0.13585492912770886,-0.15922158341805584,0.45751360401841773,100,4,20
42,3,hybrid_static,hybrid,False,2022-01,2022-06,37966,7167,-0.11869980467684228,-0.22963102657819312,0.48151248779126554,100,4,20
42,4,hybrid_adapt,hybrid,True,2022-01,2022-06,37966,7167,-0.12068859735610182,-0.22986434691055657,0.4796986186688991,100,4,20
43,1,ridge_static,ridge,False,2022-02,2022-07,38060,7101,-0.10004320077540453,-0.14336616645554906,0.4799324038867765,100,4,20
43,2,ridge_adapt,ridge,True,2022-02,2022-07,38060,7101,-0.10061131990077374,-0.14332152620862795,0.4619067736938459,100,4,20
43,3,hybrid_static,hybrid,False,2022-02,2022-07,38060,7101,-0.10125591470291728,-0.19982809066483725,0.48359386001971555,100,4,20
43,4,hybrid_adapt,hybrid,True,2022-02,2022-07,38060,7101,-0.10195799309395143,-0.19975602355759686,0.48063653006618784,100,4,20
