pair,delta_IC,dm_stat_hln,pvalue_hln,sig_5pct,n
adaptation C2vsC1,-0.00018008298031479963,-0.22703790950656336,0.8239255564952478,False,14
hybridation C3vsC1,0.008385596467477566,0.6239749796153138,0.5434387114813968,False,14
combine C4vsC1,0.008843562963851463,0.6577540992579809,0.522173220026976,False,14
