Configuration,cell,IC,IC_median,IC_std,Hit,pct_IC_pos,% BUY,% Neutral,% SELL,Precision BUY,Precision SELL,mean_alpha_BUY,mean_alpha_SELL,tau_mean,n_rows
C1 Ridge,1,0.04066290646047391,0.0406437501278878,0.12139877052045904,0.5118162146062708,0.6049382716049383,0.4394906756123075,0.34260361432745373,0.2179057100602388,0.485801050558109,0.5568614467803343,0.08727213820533615,0.08008718417917289,0.09806893213399283,27723
C2 Ridge + régime,2,0.04064065875129734,0.0452857621447155,0.12066567124234023,0.509337182463548,0.6296296296296297,0.4311943151895538,0.33012300256105037,0.23868268224939582,0.4796720762924544,0.5525162460329455,0.09611004643923973,0.05608227786915153,0.10090911790753421,27723
C3 Hybrid,3,0.04323659078166456,0.0573980199847351,0.12131681430560434,0.5249755540077189,0.6296296296296297,0.3156224073873679,0.30014789164231864,0.38422970097031345,0.4859428571428571,0.5603642508449117,0.11127146712328873,-0.0004877610828834461,0.21138882443681797,27723
C4 Hybrid + régime,4,0.04326878682239068,0.0578685668575294,0.1210973988550012,0.5249220287999266,0.6419753086419753,0.3161274032391877,0.3006168163618656,0.3832557803989467,0.485851209493382,0.56,0.11414165960864173,2.965651663341626e-05,0.21107810933577675,27723
