cellule,modele,regime,IC_mean,IC_median,IC_std,hit_mean,n_folds
1,ridge,False,0.040471191051802476,0.04002615605443922,0.12146852787139943,0.5142848146672913,81
2,ridge,True,0.04045060402342285,0.04323856834834969,0.12067433252825621,0.5120247221280118,81
3,hybrid,False,0.0430019198939985,0.05743755167068268,0.12137722793511588,0.5248928611047664,81
4,hybrid,True,0.04308761853438817,0.057817476251764297,0.12108643914901393,0.5247125882121149,81
