model_id,groupe,ann_return,sharpe,sortino,cvar_95_realized,max_drawdown,turnover_mean,liquidity_mean,total_return_block,n_blocks
c3_lightgbm,C3_lightgbm,0.17377857142857142,1.4837142857142855,2.4705000000000004,0.015585714285714286,-0.15268571428571429,0.9885541273712893,0.5703316746634463,0.8150136475469445,14
c4_hybrid_tri,C4_hybrid_tri,0.17525,1.399642857142857,2.349357142857143,0.01642142857142857,-0.1556142857142857,0.9834204173609329,0.5834938436375242,0.7994193969110437,14
c5_hybrid_tri_regime,C5_hybrid_tri_regime,0.17243571428571428,1.3670714285714285,2.281428571428571,0.01662142857142857,-0.16175714285714288,1.0044932446049648,0.5854046647114132,0.7782313494825538,14
c1_ridge,C1_ridge,0.15778571428571428,1.3342857142857143,2.2005,0.016392857142857143,-0.1554,0.9409954231489548,0.614284878544039,0.7683605263915564,14
c2_rf,C2_rf,0.15657857142857143,1.321,2.188,0.015835714285714286,-0.15930714285714287,0.9465903806149389,0.5932707246000054,0.6724048748565742,14
