date,C1 — Ridge,C2 — Random Forest,C3 — LightGBM,C4 — Ridge + RF + LightGBM,C5 — Ridge + RF + LightGBM + régime,MASI
2018-09-26,96.07249454059144,96.12894103676446,96.16126801221917,97.65309853188033,96.29631394353794,96.53309703749775
2018-09-27,96.53343608513791,96.69431794679805,96.98571110328153,98.28521094872055,97.0862531387783,96.93695842954152
2018-09-28,96.65397308492126,96.69317888377849,96.46661836534358,98.27413408277572,96.90118146822435,96.58251467618665
2018-09-30,,,,,,96.58251467618665
2018-10-01,95.91636524117511,96.1115250824722,96.10194816043315,97.28586562263483,95.91235330044846,95.99802329445242
2018-10-02,95.72327313096149,96.14263793049527,95.97831101874229,96.93486267720576,95.78457705099582,96.30560549387816
2018-10-03,95.79134153621315,96.24658766752391,96.12283115335286,97.04852454170671,95.86101101511404,96.378027895405
2018-10-04,95.67995308151932,96.20743790558062,96.15141437423709,97.06748126895752,95.89404227894218,96.52542878321843
2018-10-05,95.80231544453346,96.23080670318338,95.63990934804275,97.17364376273704,95.79149884318461,95.5225915291351
2018-10-08,96.12250330696708,96.54060030749501,96.11403701371735,97.63728120736465,96.03270278106417,95.34622168071093
2018-10-09,95.84392723331638,96.19172848033664,95.996410556832,97.40591666992124,95.8257821292459,95.63591128681826
2018-10-10,95.92379467981631,96.30562039081356,96.11770238864534,97.56348054274957,96.07982850329715,95.29169187250247
2018-10-11,96.04839605117984,96.4156634682918,96.36600266846179,97.78548531178672,96.31607217413996,95.09231726124037
2018-10-12,96.19874406163545,96.50374478322404,96.62297752416744,97.90237714020967,96.65343703745987,95.01393066194072
2018-10-15,96.17524115434988,96.32248319576667,96.751465181387,97.86816844446666,96.68185243605582,94.92787580836179
2018-10-16,95.96679216705803,96.31529687367195,96.35152967986048,97.72693479047582,96.37452699047677,95.16047952150092
2018-10-17,95.63061454317462,96.2360141380986,95.89093175036453,97.24201162926308,96.21347789609992,95.02671108573959
2018-10-18,95.66516734951226,96.07132524508631,95.50494878847718,97.14709514198003,95.68852808673441,95.06846047014918
2018-10-19,95.07273761522615,95.50685384276201,95.07931699909068,96.47265317386424,94.95571607017065,94.73787350788552
2018-10-22,95.27637563611644,95.86782324653996,95.84640316659076,96.97932322806312,95.56323188100866,95.28657970298295
2018-10-23,95.60192728665491,96.12259805536729,95.95034161332018,97.27395153258178,95.9727783454014,95.30362026804808
2018-10-24,95.60415844805195,95.89425385734562,95.47481934051545,96.7468254283426,95.60886185412805,94.91424335630968
2018-10-25,95.71276118654788,95.62889708517444,95.71150232665286,96.54217352230494,95.49796029098444,94.5742840832602
2018-10-26,96.08901989810263,95.81249852829873,96.16962990213544,96.93001215767929,95.87129200580215,94.32804791806898
2018-10-29,95.73681637446441,95.40003050537729,95.96581316153681,96.19097299252084,95.0650778277544,93.96252779742177
2018-10-30,95.27125717169251,94.95916175530843,95.35715895506941,95.71985393248886,94.45700790544797,93.00740412552081
2018-10-31,95.43529466125776,95.00228159538668,95.34686211452644,95.9231960748379,94.58384941711664,93.03892917089132
2018-11-01,,,,,,92.89578842434416
2018-11-02,95.45448474541209,95.1567437521035,95.56379443157971,95.2331198784865,95.47497814312223,92.74753550827747
2018-11-05,95.01463107750635,95.05334598786223,95.28499261912589,96.11114539734709,94.9202907061613,92.84892687041503
2018-11-07,95.95485115786245,96.28299670460582,96.7839353478991,97.04088679223479,96.98432459180154,92.97332299539053
2018-11-08,96.17915510449613,96.70196670914301,97.26357746729987,96.54251692876512,96.93362255180483,93.89777365017424
2018-11-09,95.63673796137388,95.67365151461546,96.75085370657534,95.83800934518827,95.1775439940066,94.37320541549158
2018-11-12,95.61987945428949,95.89139811229495,97.1162820171338,97.49051061653154,96.56900995793441,93.6379050329309
2018-11-13,95.86209019532865,96.21515967974898,97.47455996029143,97.44074590126073,97.00974312883007,94.19172339754788
2018-11-14,95.48076113110857,95.90388851101902,97.22664825594534,96.9159593107141,96.70493392935573,94.66374704985219
2018-11-15,96.10213294590609,96.58824770838937,97.94234554486388,96.94287036464861,97.59028876904446,95.02926717049938
2018-11-16,96.05397681482279,96.74821769736297,98.28046686966306,96.90253651952612,97.15002249690741,94.94662042993347
2018-11-19,95.43393625660231,95.95314901328942,97.99721673544597,97.00061658669873,96.06525442966452,95.51577530310908
2018-11-22,96.76259828608143,97.28746096283751,98.61975883474484,96.94854556150753,98.0918288835938,95.1792241430726
2018-11-23,96.78240515518614,97.0074581552245,98.27626744697427,96.45376516260752,97.99821747693021,94.86652977412734
2018-11-26,96.42483177053784,96.767781823251,98.2895669070026,96.35226794427466,97.87344881734064,95.07442466792202
2018-11-27,96.27720283082095,96.52651971854603,97.9958746670803,96.25411069383922,96.70550138510453,95.26527899665155
2018-11-28,96.57385291903431,96.99302236485796,98.60126429389943,96.66563882252433,96.77697947603774,95.67425255821486
2018-11-29,96.11238211683418,96.46352844439933,98.58577250066007,96.82441109829114,96.92003967220494,95.44846507110178
2018-11-30,96.31832185999126,97.05426115137932,98.56093035899212,96.6815649387597,97.1075355834573,95.67680864297462
2018-12-03,,,,,,95.72707830991678
2018-12-04,95.96636921892141,97.1270436513285,98.62641017214101,97.02189054297781,97.43396966208483,96.28941695706632
2018-12-05,95.67517086325766,97.17682277651323,98.85791148087621,97.34802089809098,97.5360613309936,96.44959826867861
2018-12-06,95.97074944678077,97.01574680635747,99.29568231876326,97.2770781316671,97.01412359492119,96.12327144768123
2018-12-07,95.5381286999524,96.25789249300047,98.83184071074889,96.99730543225901,96.76450268682719,95.46124549490064
2018-12-10,95.95720042587041,96.87073747383566,98.90503050620771,97.14555863725735,96.54953428577755,95.76115944004707
2018-12-11,96.39499087020323,97.21058661480104,99.49688137840003,98.11339358664134,97.48353216700377,96.11645522165517
2018-12-12,96.4637430095502,96.93173625980381,99.27562157988845,98.00164253706902,97.38068762896553,95.54985643323934
2018-12-13,96.32555401015804,97.03124623191052,99.2526451192736,97.37946062700505,96.9440398356986,95.7466749597417
2018-12-14,96.26533337538825,96.63885543133543,99.06518592171413,97.75275227364101,97.27745580503051,94.94747245818674
2018-12-17,96.08526580711056,96.56390091534104,98.92900357132969,97.41993906112644,97.24754266119318,95.47572997520601
2018-12-18,96.47331046152003,96.60321722687186,99.2363209780458,97.8359691466808,97.74880260596005,95.38030281084121
2018-12-19,96.41173564806988,96.60073199137966,99.19954297130931,97.81423655695745,97.665864534596,95.46209752315387
2018-12-20,96.48487750224768,96.1780516334679,99.18507514569019,97.7449172758188,97.60090802884638,95.47317389044622
2018-12-21,95.70338087460833,95.89353572012072,98.66734930197572,97.32039917816479,97.25999096393355,95.22267758398868
2018-12-24,95.9878180728628,96.41769959636055,98.956379799412,97.98429734331141,98.22656874919296,95.28913578774272
2018-12-25,96.23818916019816,96.47713448778894,98.85129862307404,97.89016764334353,98.60911848966816,95.65209982363015
2018-12-26,96.90449471440056,96.83816280937637,99.35353223510752,98.30223142277413,99.28535382109222,95.89748396056814
2018-12-27,97.2190150266327,97.59048695968285,98.99005232814767,98.64284979967688,99.3197840307525,95.88555556502253
2018-12-28,96.52616471413045,97.10875349953926,99.67969791841682,97.77396707880575,98.52586619317482,95.32747705913927
2018-12-31,98.23937220421067,98.62641299463793,100.7646556907689,99.51869730343947,100.82689652965907,96.82704678487136
2019-01-03,97.43833768636034,97.64042423767386,99.56258081033413,99.55251388488576,100.59589368976293,
2019-01-04,97.02010566735979,97.34054437485274,98.38112269557139,99.2669677816343,99.81024485799009,
2019-01-07,97.265642123063,97.39410020296155,98.22881217956126,99.1452596051236,99.9624477834488,
2019-01-08,97.73658559766518,97.81056905372509,98.45745126724493,99.52725502565632,99.78764602941244,
2019-01-09,97.69007416517297,97.87609533241479,98.17172510472165,99.72679057529199,99.74273327759323,
2019-01-10,97.8874828795668,97.79540384916417,98.04606214138057,99.76502394065322,99.92442069588697,
2019-01-14,97.60750052975587,97.53344245637942,97.86144505010635,99.56261462759869,99.65751168992897,
2019-01-15,97.88279403736627,98.09242830854622,97.59293218740336,99.08295721592354,99.68520954412347,
2019-01-16,97.38967910803179,97.58319580476763,97.73209275866367,99.0901620787148,99.50837349773862,
2019-01-17,97.15158313686082,97.53827930893868,97.92744253023587,99.23158879118002,100.05010487508625,
2019-01-18,96.37227872737178,97.18765393984717,96.68266727700278,98.28002727470995,98.54631814378256,
2019-01-21,97.26976338377347,97.57196357436845,97.53960159984494,99.11247796452513,99.27024859573437,
2019-01-22,96.82158185855187,97.50231982244864,97.43814725144232,98.94614371049387,98.98594430050193,
2019-01-23,97.4251829312743,97.9642021305793,97.86630238770707,99.76008963864257,99.99736237380789,
2019-01-24,98.36170695184589,98.27932592176933,97.80470982907697,100.06069076975568,100.49585870904761,
2019-01-25,97.62509289709583,97.5480157100797,97.63953465855992,99.79077137247589,100.17500643056525,
2019-01-28,98.87878847110377,98.3835543292352,99.07015155202163,101.17396044641526,101.60919086814685,
2019-01-29,98.89455985030978,98.38766466483439,98.93331906660153,100.907944093707,101.73344387255212,
2019-01-30,99.30704170688071,98.66752518184506,98.61388010038308,101.3188074825189,101.69901770530849,
2019-01-31,98.91828137866605,98.37873416793464,98.31588473286463,100.81602024736786,101.09031208228527,96.17125855925653
2019-02-01,98.89057306254338,98.14760414548286,97.87060958325378,100.75076341569486,100.82731856040394,96.23904028800224
2019-02-04,99.43714590450584,98.2704164025602,98.58632386315882,101.42423835879315,101.21225064431043,96.44069093102077
2019-02-05,99.42833009171231,98.46580047857076,98.74194130200246,100.8193992304905,100.79312595162553,96.43137094331823
2019-02-06,99.76161957937153,98.70971564185241,98.80653935647045,100.76172457474257,100.90447215806029,96.61946524058762
2019-02-07,99.66633282177781,98.86958650356063,98.70918090459632,100.54628782701435,100.80710597433848,96.14075678132097
2019-02-08,100.33385089938938,99.96430777949543,99.53986530694588,100.85006386141542,100.9597989761911,96.377992831931
2019-02-11,99.90019728067648,100.0157424013326,99.0715911075421,100.22830282309869,100.67231749418035,96.46187272125381
2019-02-12,100.13751197200604,100.33110865323138,99.0737833065799,100.50207204489571,101.08366508718704,97.44894414611338
2019-02-13,100.3998326380934,100.37271969038055,99.19056852630953,100.54600219607957,101.4005855372398,97.30829705896599
2019-02-14,100.30918531764061,100.19999543242078,98.55874399188127,100.53573719542537,101.39594417748714,97.0397119588111
2019-02-15,100.60948583120835,99.84107655145633,98.1103756974829,100.52532815140796,101.41848651516341,96.45848363481655
2019-02-18,100.99343432299277,99.96238302396675,98.47832873902261,100.7271753181496,101.71387478013489,96.7762104883121
2019-02-19,101.73189354253327,100.52219311135195,98.69901625019763,101.25515313562805,102.53456986591316,97.2998243428728
2019-02-20,101.15247773966827,100.00897730407492,98.86490188043724,100.81485569618995,102.07855821217053,96.7287632781901
2019-02-21,101.38567286135383,100.00327812064016,98.60889996077267,100.55730392764437,101.85620046868755,96.44323274584875
2019-02-22,100.71399607690248,99.43852486322773,98.37865085319034,99.73655519683068,100.72877012137289,95.71373189022293
2019-02-25,101.12843213029446,99.59443380798199,98.72555239387611,100.38471917565441,101.30685959848054,95.31551423384181
2019-02-26,101.36598799037053,99.6702376204446,98.96171392310565,100.8477941965508,101.3980779785712,95.86708805151011
2019-02-27,101.08560946524494,99.54730658604576,98.6298728720276,100.52693449880643,101.27167274622757,95.32483422154434
2019-02-28,100.494590724971,99.04386188608312,97.87633248151963,100.216638104647,100.9567240382436,94.3572500436992
2019-03-01,101.04432102907622,99.11354323783081,98.00431815087265,100.62598196596531,101.31059004324796,94.58686064982533
2019-03-04,101.04868786795942,99.2658997823494,97.98614796833024,100.6192810377887,101.36781440193552,94.83511123135654
2019-03-05,101.06598189053086,99.14078403672723,98.57830635062999,100.647748136045,101.28617601372491,94.75377315686167
2019-03-06,100.6868224764191,98.88520087108932,98.36842947276514,100.56190780092025,100.98201832060276,94.6529478353524
2019-03-07,100.82401388090642,99.04705822105804,98.63797756721657,100.64680859390404,101.34545683604853,94.44197720463136
2019-03-08,100.43368695196575,98.79087362916681,98.35191105117144,100.80133873185521,101.33983521515442,94.1056103757307
2019-03-11,100.46756926806736,98.78661069083957,98.26195319667656,100.76794436803793,101.00497622498436,94.07426132618582
2019-03-12,99.8186912355331,97.98113623054358,98.13333728706584,99.88144041616115,99.92243222380226,94.19796298114676
2019-03-13,100.2245851599609,98.28788349949727,98.50794689160975,100.00725856431607,99.67340836895394,94.1716975612578
2019-03-14,99.31165474025467,97.44729830876557,97.88580045940189,99.85181279558,99.05416737132612,93.2058079266313
2019-03-15,98.82704720081888,97.0753556472046,97.18503336669157,99.5511519023024,98.7877887498826,93.02025544418987
2019-03-18,98.66817238671004,97.13397342853702,97.16640531398419,99.15368038339605,98.64220717694047,93.09057898776356
2019-03-19,99.61962063735724,97.62449244521201,97.60896054205033,99.67946327412139,98.85676852544046,94.1522103142434
2019-03-20,100.30050136501363,97.98627597850279,98.09499665440423,99.413344761107,99.07774714817575,94.51145347659572
2019-03-21,99.9863177858232,97.3755819304538,97.68896546020318,99.30004106117411,99.07728220531193,94.43519903175678
2019-03-22,98.62887480781278,95.95480154061414,96.60361998555888,98.27746364950268,98.36718731587624,92.90502650532216
2019-03-25,99.9456180729923,97.0795487469659,97.68526991114925,99.18183546432945,99.15977704197702,93.4388076191947
2019-03-26,100.42025431829151,97.40815949658352,98.10560119190443,99.86060064200886,99.79941883337136,93.84210890523175
2019-03-27,100.65870216173327,97.90343990693678,98.28039171982577,100.17418439438599,100.11703498055142,93.91751607846139
2019-03-28,100.43203289285607,97.50665523060233,97.73647309935276,99.97140833282988,99.7056079139853,93.98699235042574
2019-03-29,100.05926521296075,96.70706426995,96.56133784275151,99.29177925257417,98.86325778030304,92.45597255238178
2019-03-31,100.05926521296075,96.70706426995,96.56133784275151,99.29177925257417,98.86325778030304,92.45597255238178
2019-04-01,100.72389201901095,97.25633569301621,96.4988951404106,99.63709213713467,99.43360437766711,93.12192803730848
2019-04-02,100.63923859221866,96.91943445228183,96.03943485925895,99.48008327460144,99.27176900053834,93.61588738554293
2019-04-03,100.52914484458103,96.80855034639319,95.96787586997515,99.42563837976725,99.28359422251313,93.20496065502202
2019-04-04,100.85065529083694,96.99563978196367,96.20939382208803,99.65254145483424,99.56678024454457,93.24901877870673
2019-04-05,99.75328113869213,96.23214897181055,95.44063884910415,98.98155224150132,99.09955342765545,92.5898414666546
2019-04-08,99.63563090323844,96.60332102992516,95.52794092225274,99.16215824894799,98.87126981627306,93.3345932112482
2019-04-09,100.23304494772415,96.72860117147677,96.24858252865384,99.72601703111735,99.52970954804925,92.97196096245861
2019-04-10,100.13741157961762,96.75822680479477,96.64226699815575,99.62249180902725,99.75601320093662,93.1880152228356
2019-04-11,100.13169007059885,97.1639490387211,96.99113845737757,99.93707352612068,99.94866999446943,93.39220768068209
2019-04-12,99.86727440418022,97.02471453097398,96.66691580003534,99.95497590004005,99.86431156705964,93.32696776676433
2019-04-15,99.92056345465068,97.42510478179169,97.20084290507684,99.56571538142694,99.54176406775565,93.51590933564302
2019-04-16,100.00968853099457,97.46702695373114,97.35440187832195,100.07792983727003,100.09296805440341,93.7429781269412
2019-04-17,99.64398986397553,96.97089048328911,97.09313683164902,99.61425023690363,99.83452080283705,94.00817414065882
2019-04-18,100.30783436251104,97.37117461521947,97.81896913295046,99.99127815915281,100.4461697866169,93.9759778195046
2019-04-19,100.44939270269897,97.63744960957193,98.07964574244313,100.5023626473035,100.8574242917583,94.1649193883833
2019-04-22,100.04123419485322,98.15153457584032,97.90821722933242,100.08165343992007,100.57137105623389,94.45892263681786
2019-04-23,99.67832309167241,97.91228601516553,98.08405957762655,100.58657567082902,101.0314514743013,94.50636984693988
2019-04-24,99.3892889537652,97.50050753433871,97.75503176015951,100.30008322495945,100.56030229528207,94.0979849312469
2019-04-25,99.15482558152448,97.50273209150795,97.61979697402285,99.7480671686914,100.19464958160023,94.27337015437647
2019-04-26,98.89954572432327,97.34386185848798,97.31392467697944,99.58975299498421,100.03781527613422,94.3733482042764
2019-04-29,99.40955659108744,97.547718934146,97.26305936190762,99.56943024478565,100.11605340192529,94.4207954143984
2019-04-30,99.33574923136239,97.75052986889487,97.31945168653672,99.24889200874244,99.93474806009127,94.82748578687273
2019-05-02,98.92683863567775,97.29291908851874,96.97440261589072,98.83269370121738,99.32138786499262,94.65803146500842
2019-05-03,98.18030133942604,96.9567618756474,96.27820449281276,98.76282224689142,99.15763383215791,94.56652613120168
2019-05-06,98.45203630318697,96.94002074397986,96.40853931919231,98.70005001928335,99.04762953520418,94.56906794602965
2019-05-07,98.26600262126101,97.24165287391419,96.64475681693686,98.69652549407847,98.76704407901681,94.86391846607353
2019-05-08,98.20549785815888,97.36399057303285,96.52972208687393,98.86677986637298,98.92654723180218,95.03591460276581
2019-05-09,98.03186711525413,97.02155016324521,96.30711645283962,98.91037680738626,99.17865923628061,95.26467793728261
2019-05-10,98.11042757841668,97.23003904594395,96.6157440373058,99.18109328450632,99.5025114218805,95.21214709750467
2019-05-13,98.12324165238658,97.22077072700527,96.77976072213923,99.53817327088518,99.16093122281204,95.08505635610645
2019-05-14,97.81864767338392,97.27606147535238,96.48984957681499,99.21204507422613,98.89710196974704,95.29687425843682
2019-05-15,98.26725252627723,97.68584817891548,96.41640367371002,99.41087991337598,99.38303255324982,96.10262955890157
2019-05-16,98.72011597491509,98.59202148124422,96.3994144868225,99.71011590062358,99.66066968381233,96.76011232773506
2019-05-17,98.79340188540925,98.45752460864223,95.90321600483797,99.43099769710312,99.7476463098488,96.17803673213118
2019-05-20,99.10571643714728,98.63041784886671,96.40521265231399,99.79718554518435,99.71778380703904,96.5135562894225
2019-05-21,98.77122077560774,98.14655660083741,96.1999565052399,99.28365244711338,99.48049255459287,95.94673158278641
2019-05-22,98.79785537670858,98.08735472382615,96.59977074849195,98.86484693368095,99.44966504418426,95.95689884209825
2019-05-23,98.83697847510264,97.77215228533447,96.23209798265178,98.77774555061202,99.14284289256663,95.38160141936896
2019-05-24,97.44686628856523,96.52855059932612,95.06958806874145,98.00972913191173,98.20483295634457,93.93954514030375
2019-05-27,97.4591950666703,96.35814534707528,95.08576567473256,98.06230675466526,98.42491881942557,93.63961099060394
2019-05-28,97.71070243654162,96.7094139478442,95.45093240532726,98.25580605243687,98.50620002355359,94.33861006829419
2019-05-29,97.53590313670529,96.89194185385685,95.28629950142455,98.09226200085878,98.52915510013365,93.81923257178009
2019-05-30,97.37084605288516,96.52253665997208,94.90568604072989,98.0585449925824,98.28084482575755,93.58792742243531
2019-05-31,97.10488527289985,96.10784400827141,94.4569340701103,97.7735116158746,98.22107579169649,93.19902975375675
2019-06-03,96.85531914302086,96.26160586964473,94.47079102600809,97.6733397029386,98.01907713479349,93.2947714456101
2019-06-04,97.26602245982502,96.77605716427878,95.15270240893572,98.0320847581306,98.14479487546535,93.49133845897268
2019-06-10,96.21178501302008,95.79972285909872,94.98656671053475,98.41967979551794,98.54276783732064,93.26257512445586
2019-06-11,96.09034282265893,95.66551387307068,94.65281188846679,98.51746354487983,98.53791580936328,93.43626580436678
2019-06-12,95.58795362757463,95.4528862862724,95.3582517509059,98.76221301259253,98.17724257832029,92.88469198669847
2019-06-13,95.84532276806021,95.66981004602935,95.39473428975143,99.22913763778836,98.57140139677934,92.93213919682049
2019-06-14,96.42009371804726,96.41745945449763,96.26557638423728,100.02653182608479,99.52378421719405,93.81584348534282
2019-06-17,96.64931365779393,97.08772318833854,96.34013539384696,100.34842905818078,99.94096053267336,95.66797922331962
2019-06-18,97.34629452383466,97.71129655091069,95.60120943130886,100.26233871381322,100.06651995518637,97.22102808320595
2019-06-19,97.24999612753228,97.52652870804137,95.49687554625372,99.70141908974574,99.82070042703276,97.16426088538141
2019-06-20,97.96748838664021,98.02746859082619,96.10531955105046,99.98312177064646,99.99798540212798,97.49384954140747
2019-06-21,98.33220187521209,97.81635568728178,96.40687576669202,99.96985258485063,100.17593170919011,96.90923213097562
2019-06-24,97.21401489827163,97.54124106290631,96.27840668508037,99.81651278251064,100.01894248954078,96.13821496649305
2019-06-25,96.81631553873784,97.27785760253767,96.25272358674691,99.1521790430217,99.59126021541962,95.7738881744848
2019-06-26,96.51398140120949,97.50102980652153,96.02499298227532,98.57879262212859,99.18093941923507,95.67221558136623
2019-06-27,96.77469059414761,97.6482309206539,95.7104137363684,98.70919209999525,99.19539660024019,95.99163697808044
2019-06-28,96.6642544915624,97.17959385649544,94.5592495019815,98.36464781731274,98.93458107384315,95.63154654411879
2019-06-30,96.6642544915624,97.17959385649544,94.5592495019815,98.36464781731274,98.93458107384315,95.63154654411879
2019-07-01,96.37928823585558,97.01955878086595,94.15514859641537,97.77399718734638,98.67293300361328,
2019-07-02,95.79718519463837,96.7030727127878,94.48641864059371,97.87300130042418,98.1997846559941,
2019-07-03,95.41539738558116,96.540122198822,95.0056444107913,97.4981311989636,98.30719408438932,
2019-07-04,95.89208559426025,96.70015388480992,95.42708819485502,97.52801999689062,98.32526126940351,
2019-07-05,96.03656557241614,97.18429889676773,96.11883659373231,98.23641212478447,98.66229075169127,
2019-07-08,95.87985719461862,97.22293190979899,96.08108750590148,98.10406329326497,98.29093414306145,
2019-07-09,95.64729171734172,97.2835068870594,95.96022055275533,97.71565916141427,98.2477459088889,
2019-07-10,95.8480444137525,97.73206386860878,95.95124766780548,98.02248016798907,98.53623114610637,
2019-07-11,95.67071865729537,97.62747421837219,95.7473839387508,97.90957645571106,98.46623922818092,
2019-07-12,95.99825410864601,97.95937287057545,95.79926109064972,97.98527928646628,98.69052192130006,
2019-07-15,95.90139824556184,97.96786630056712,95.90539209854825,97.8109624732536,98.65809825805346,
2019-07-16,96.30173755165083,98.03450973055175,95.74361720387424,97.78105071176945,98.86009854229914,
2019-07-17,96.68319077300602,98.56751569392995,96.15037875077121,97.87839989034005,99.42717369137199,
2019-07-18,96.70623493257843,98.8701244619393,96.16191280201785,98.39289256545976,99.65354359156497,
2019-07-19,96.43779930337901,98.74583975478384,96.06048810252157,98.511650678369,99.81741883559006,
2019-07-22,96.5365254174315,98.71546040081414,96.0316195337114,98.44496510111188,100.0948803471023,
2019-07-23,96.81543391457205,98.90220640005133,96.20079050806315,98.52833761685557,100.37295394965093,
2019-07-24,97.210472166504,99.37396027770895,96.32532853773942,98.46870581863514,100.68707451139089,
2019-07-25,97.69792042517244,99.61072822256634,96.6969328575791,98.4061775608189,100.9708704909317,
2019-07-26,98.1825979341343,99.81239344288512,96.99521596074277,98.73690324554364,101.08914803227339,
2019-07-29,97.91598214302194,99.66124756787491,96.77615590677566,98.86385201917325,101.1873305763572,
2019-07-31,97.99502220171334,99.98695656250737,97.08592447382264,98.75256336373576,101.10219700544336,95.98104926731487
2019-08-01,97.67867200122913,99.77473251460782,96.82665804874682,98.70427939366704,101.12205401111001,95.75961491786677
2019-08-02,97.6951619758739,99.4438065688977,97.02045781004992,98.77454994918692,101.25867482778244,95.9397368886865
2019-08-05,97.65051715778625,99.54555015974368,97.10684438347651,98.79773885662306,101.27008243412116,95.76787739359244
2019-08-06,97.51767836778691,99.08777676567534,96.89838544408033,98.26079562362396,100.45130022842955,95.76044116543933
2019-08-07,97.5177156212488,99.0006462311776,96.66470789105335,98.12696203767042,100.58042957362774,95.41589592767865
2019-08-08,97.54940087056399,98.810479138355,96.3669839778081,97.93672774618521,100.61772576808244,95.45225082087163
2019-08-09,97.63523046124286,98.99317445829702,96.47071686996757,98.09373429809295,100.81311875391347,95.5571842625877
2019-08-15,97.79353101282526,99.21284638683936,96.32197296647456,98.34370227133785,101.08301121708831,95.92321193723514
2019-08-16,97.78543549755074,99.63592820170935,96.92326942966075,98.88199628557895,101.45809826672863,95.99344298090338
2019-08-19,97.50903737596349,99.53113452334603,96.6864059089565,98.74720904809784,101.77471878421332,95.45059832572647
2019-08-22,97.58893169457052,99.6362098780174,96.78251376455597,98.78258415103201,101.75624363886593,95.5340493305558
2019-08-23,97.99886829682988,99.77902179806418,96.98752597140626,99.91567458393011,102.20512763061784,95.92816942267055
2019-08-26,98.06785033033974,99.81390489553652,96.58472594663944,100.18875385857507,102.43836394253707,96.09920267019203
