month_start,month_end,status,reason
2010-01,2018-06,impossible,Pas de recommandations Stage 1 (WF 36m train, ml_dataset dès 2015-07)
2015-06,2025-06,feasible,Reco C1-C4 existantes + VMQ as-of t
