model_id,groupe,ann_return,sharpe,sortino,cvar_95_realized,max_drawdown,turnover_mean,liquidity_mean,total_return_block,n_blocks,strategy_label
c3_lightgbm,C3_lightgbm,0.1737785714285714,1.4837142857142855,2.4705000000000004,0.0155857142857142,-0.1526857142857142,0.9885541273712892,0.5703316746634463,0.8150136475469445,14,C3 — LightGBM
c4_hybrid_tri,C4_hybrid_tri,0.17525,1.399642857142857,2.349357142857143,0.0164214285714285,-0.1556142857142857,0.9834204173609328,0.5834938436375242,0.7994193969110437,14,C4 — Ridge + RF + LightGBM
c5_hybrid_tri_regime,C5_hybrid_tri_regime,0.1724357142857142,1.3670714285714285,2.281428571428571,0.0166214285714285,-0.1617571428571428,1.0044932446049648,0.5854046647114132,0.7782313494825538,14,C5 — Ridge + RF + LightGBM + régime
c1_ridge,C1_ridge,0.1577857142857142,1.3342857142857143,2.2005,0.0163928571428571,-0.1554,0.9409954231489548,0.614284878544039,0.7683605263915564,14,C1 — Ridge
c2_rf,C2_rf,0.1565785714285714,1.321,2.188,0.0158357142857142,-0.1593071428571428,0.9465903806149388,0.5932707246000054,0.6724048748565742,14,C2 — Random Forest
