period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2023-02,2023-Q1,P_agressif,DRI,0.1995,19.95,2023-02-28
2023-02,2023-Q1,P_agressif,HPS,0.1526,15.26,2023-02-28
2023-02,2023-Q1,P_agressif,LBV,0.0893,8.93,2023-02-28
2023-02,2023-Q1,P_agressif,MSA,0.0735,7.35,2023-02-28
2023-02,2023-Q1,P_agressif,LES,0.0699,6.99,2023-02-28
2023-02,2023-Q1,P_agressif,EQD,0.0554,5.54,2023-02-28
2023-02,2023-Q1,P_agressif,GAZ,0.0544,5.44,2023-02-28
2023-02,2023-Q1,P_agressif,SMI,0.0248,2.48,2023-02-28
2023-02,2023-Q1,P_agressif,DWY,0.0206,2.06,2023-02-28
2023-02,2023-Q1,P_agressif,WAA,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,TQM,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,SNP,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,SID,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,CSR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,RDS,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,MIC,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,MUT,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,MNG,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,JET,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,SOT,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,STR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_agressif,CTM,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,DRI,0.1764,17.64,2023-02-28
2023-02,2023-Q1,P_equilibre,LBV,0.0986,9.86,2023-02-28
2023-02,2023-Q1,P_equilibre,CTM,0.0951,9.51,2023-02-28
2023-02,2023-Q1,P_equilibre,EQD,0.0856,8.56,2023-02-28
2023-02,2023-Q1,P_equilibre,GAZ,0.0789,7.89,2023-02-28
2023-02,2023-Q1,P_equilibre,MSA,0.0684,6.84,2023-02-28
2023-02,2023-Q1,P_equilibre,HPS,0.0533,5.33,2023-02-28
2023-02,2023-Q1,P_equilibre,LES,0.0531,5.31,2023-02-28
2023-02,2023-Q1,P_equilibre,SMI,0.0271,2.71,2023-02-28
2023-02,2023-Q1,P_equilibre,WAA,0.0221,2.21,2023-02-28
2023-02,2023-Q1,P_equilibre,DWY,0.0214,2.14,2023-02-28
2023-02,2023-Q1,P_equilibre,MIC,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,TQM,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,SNP,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,RDS,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,MUT,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,SID,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,MNG,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,CSR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,SOT,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,JET,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_equilibre,STR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,DRI,0.2361,23.61,2023-02-28
2023-02,2023-Q1,P_defensif,EQD,0.1094,10.94,2023-02-28
2023-02,2023-Q1,P_defensif,CTM,0.1084,10.84,2023-02-28
2023-02,2023-Q1,P_defensif,LES,0.0838,8.38,2023-02-28
2023-02,2023-Q1,P_defensif,SMI,0.0609,6.09,2023-02-28
2023-02,2023-Q1,P_defensif,LBV,0.0538,5.38,2023-02-28
2023-02,2023-Q1,P_defensif,GAZ,0.0392,3.92,2023-02-28
2023-02,2023-Q1,P_defensif,DWY,0.0279,2.79,2023-02-28
2023-02,2023-Q1,P_defensif,JET,0.0203,2.03,2023-02-28
2023-02,2023-Q1,P_defensif,MNG,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,STR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,CSR,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,HPS,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,TQM,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,WAA,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,MIC,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,RDS,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,SID,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,MUT,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,MSA,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,SNP,0.02,2.0,2023-02-28
2023-02,2023-Q1,P_defensif,SOT,0.02,2.0,2023-02-28
