period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2023-04,2023-Q2,P_agressif,DRI,0.3108,31.08,2023-04-28
2023-04,2023-Q2,P_agressif,HPS,0.2168,21.68,2023-04-28
2023-04,2023-Q2,P_agressif,LBV,0.0464,4.64,2023-04-28
2023-04,2023-Q2,P_agressif,LES,0.0301,3.01,2023-04-28
2023-04,2023-Q2,P_agressif,MOX,0.0288,2.88,2023-04-28
2023-04,2023-Q2,P_agressif,SNP,0.0269,2.69,2023-04-28
2023-04,2023-Q2,P_agressif,PRO,0.0231,2.31,2023-04-28
2023-04,2023-Q2,P_agressif,DWY,0.0225,2.25,2023-04-28
2023-04,2023-Q2,P_agressif,RDS,0.0219,2.19,2023-04-28
2023-04,2023-Q2,P_agressif,MSA,0.0218,2.18,2023-04-28
2023-04,2023-Q2,P_agressif,OUL,0.0218,2.18,2023-04-28
2023-04,2023-Q2,P_agressif,CTM,0.0213,2.13,2023-04-28
2023-04,2023-Q2,P_agressif,EQD,0.0211,2.11,2023-04-28
2023-04,2023-Q2,P_agressif,CSR,0.0209,2.09,2023-04-28
2023-04,2023-Q2,P_agressif,MNG,0.0209,2.09,2023-04-28
2023-04,2023-Q2,P_agressif,GAZ,0.0208,2.08,2023-04-28
2023-04,2023-Q2,P_agressif,NEJ,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_agressif,DHO,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_agressif,WAA,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_agressif,TQM,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_agressif,STR,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_agressif,MIC,0.0207,2.07,2023-04-28
2023-04,2023-Q2,P_equilibre,DRI,0.245,24.5,2023-04-28
2023-04,2023-Q2,P_equilibre,OUL,0.1613,16.13,2023-04-28
2023-04,2023-Q2,P_equilibre,LBV,0.1182,11.82,2023-04-28
2023-04,2023-Q2,P_equilibre,MSA,0.0893,8.93,2023-04-28
2023-04,2023-Q2,P_equilibre,HPS,0.0301,3.01,2023-04-28
2023-04,2023-Q2,P_equilibre,DWY,0.0269,2.69,2023-04-28
2023-04,2023-Q2,P_equilibre,LES,0.0258,2.58,2023-04-28
2023-04,2023-Q2,P_equilibre,PRO,0.0231,2.31,2023-04-28
2023-04,2023-Q2,P_equilibre,RDS,0.0202,2.02,2023-04-28
