period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2024-11,2024-Q4,P_agressif,MSA,0.1277,12.77,2024-11-29
2024-11,2024-Q4,P_agressif,DRI,0.1118,11.18,2024-11-29
2024-11,2024-Q4,P_agressif,AFM,0.0857,8.57,2024-11-29
2024-11,2024-Q4,P_agressif,DWY,0.0688,6.88,2024-11-29
2024-11,2024-Q4,P_agressif,MIC,0.0653,6.53,2024-11-29
2024-11,2024-Q4,P_agressif,SOT,0.0652,6.52,2024-11-29
2024-11,2024-Q4,P_agressif,MNG,0.0635,6.35,2024-11-29
2024-11,2024-Q4,P_agressif,SMI,0.0587,5.87,2024-11-29
2024-11,2024-Q4,P_agressif,SNP,0.0576,5.76,2024-11-29
2024-11,2024-Q4,P_agressif,JET,0.0413,4.13,2024-11-29
2024-11,2024-Q4,P_agressif,CSR,0.0252,2.52,2024-11-29
2024-11,2024-Q4,P_agressif,GAZ,0.0244,2.44,2024-11-29
2024-11,2024-Q4,P_agressif,LBV,0.0243,2.43,2024-11-29
2024-11,2024-Q4,P_agressif,MUT,0.0204,2.04,2024-11-29
2024-11,2024-Q4,P_agressif,EQD,0.0201,2.01,2024-11-29
2024-11,2024-Q4,P_agressif,HPS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,TQM,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,RDS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,SID,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,WAA,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,DHO,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_agressif,CMT,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,DRI,0.1523,15.23,2024-11-29
2024-11,2024-Q4,P_equilibre,AFM,0.1132,11.32,2024-11-29
2024-11,2024-Q4,P_equilibre,MSA,0.0946,9.46,2024-11-29
2024-11,2024-Q4,P_equilibre,DWY,0.0688,6.88,2024-11-29
2024-11,2024-Q4,P_equilibre,SOT,0.0663,6.63,2024-11-29
2024-11,2024-Q4,P_equilibre,MIC,0.0529,5.29,2024-11-29
2024-11,2024-Q4,P_equilibre,JET,0.0498,4.98,2024-11-29
2024-11,2024-Q4,P_equilibre,SMI,0.0475,4.75,2024-11-29
2024-11,2024-Q4,P_equilibre,SNP,0.0472,4.72,2024-11-29
2024-11,2024-Q4,P_equilibre,MNG,0.0434,4.34,2024-11-29
2024-11,2024-Q4,P_equilibre,MUT,0.0338,3.38,2024-11-29
2024-11,2024-Q4,P_equilibre,CSR,0.0287,2.87,2024-11-29
2024-11,2024-Q4,P_equilibre,LBV,0.0217,2.17,2024-11-29
2024-11,2024-Q4,P_equilibre,HPS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,TQM,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,RDS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,GAZ,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,WAA,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,SID,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,DHO,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,EQD,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_equilibre,CMT,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,AFM,0.1937,19.37,2024-11-29
2024-11,2024-Q4,P_defensif,DRI,0.1493,14.93,2024-11-29
2024-11,2024-Q4,P_defensif,MIC,0.0665,6.65,2024-11-29
2024-11,2024-Q4,P_defensif,SMI,0.0665,6.65,2024-11-29
2024-11,2024-Q4,P_defensif,SOT,0.0631,6.31,2024-11-29
2024-11,2024-Q4,P_defensif,DWY,0.0577,5.77,2024-11-29
2024-11,2024-Q4,P_defensif,MNG,0.0549,5.49,2024-11-29
2024-11,2024-Q4,P_defensif,MUT,0.0426,4.26,2024-11-29
2024-11,2024-Q4,P_defensif,JET,0.0424,4.24,2024-11-29
2024-11,2024-Q4,P_defensif,GAZ,0.0233,2.33,2024-11-29
2024-11,2024-Q4,P_defensif,CSR,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,MSA,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,EQD,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,WAA,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,DHO,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,TQM,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,SID,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,LBV,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,RDS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,HPS,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,SNP,0.02,2.0,2024-11-29
2024-11,2024-Q4,P_defensif,CMT,0.02,2.0,2024-11-29
