period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2024-03,2024-Q1,P_agressif,DRI,0.1573,15.73,2024-03-31
2024-03,2024-Q1,P_agressif,MSA,0.125,12.5,2024-03-31
2024-03,2024-Q1,P_agressif,LBV,0.1075,10.75,2024-03-31
2024-03,2024-Q1,P_agressif,MIC,0.0933,9.33,2024-03-31
2024-03,2024-Q1,P_agressif,GAZ,0.0525,5.25,2024-03-31
2024-03,2024-Q1,P_agressif,JET,0.0497,4.97,2024-03-31
2024-03,2024-Q1,P_agressif,SOT,0.0462,4.62,2024-03-31
2024-03,2024-Q1,P_agressif,EQD,0.0369,3.69,2024-03-31
2024-03,2024-Q1,P_agressif,HPS,0.034,3.4,2024-03-31
2024-03,2024-Q1,P_agressif,LES,0.033,3.3,2024-03-31
2024-03,2024-Q1,P_agressif,SMI,0.0317,3.17,2024-03-31
2024-03,2024-Q1,P_agressif,SNP,0.0255,2.55,2024-03-31
2024-03,2024-Q1,P_agressif,MUT,0.0239,2.39,2024-03-31
2024-03,2024-Q1,P_agressif,DHO,0.0225,2.25,2024-03-31
2024-03,2024-Q1,P_agressif,MNG,0.021,2.1,2024-03-31
2024-03,2024-Q1,P_agressif,TQM,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,WAA,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,RDS,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,SID,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,CSR,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,DWY,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_agressif,CMT,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,DRI,0.1555,15.55,2024-03-31
2024-03,2024-Q1,P_equilibre,LBV,0.1118,11.18,2024-03-31
2024-03,2024-Q1,P_equilibre,MSA,0.1084,10.84,2024-03-31
2024-03,2024-Q1,P_equilibre,GAZ,0.0872,8.72,2024-03-31
2024-03,2024-Q1,P_equilibre,EQD,0.0658,6.58,2024-03-31
2024-03,2024-Q1,P_equilibre,SOT,0.0598,5.98,2024-03-31
2024-03,2024-Q1,P_equilibre,MIC,0.0578,5.78,2024-03-31
2024-03,2024-Q1,P_equilibre,JET,0.0469,4.69,2024-03-31
2024-03,2024-Q1,P_equilibre,SMI,0.0311,3.11,2024-03-31
2024-03,2024-Q1,P_equilibre,SNP,0.0266,2.66,2024-03-31
2024-03,2024-Q1,P_equilibre,MUT,0.0239,2.39,2024-03-31
2024-03,2024-Q1,P_equilibre,LES,0.0229,2.29,2024-03-31
2024-03,2024-Q1,P_equilibre,DHO,0.0223,2.23,2024-03-31
2024-03,2024-Q1,P_equilibre,HPS,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,TQM,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,MNG,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,WAA,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,RDS,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,CSR,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,SID,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,DWY,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_equilibre,CMT,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,DRI,0.1963,19.63,2024-03-31
2024-03,2024-Q1,P_defensif,LES,0.1148,11.48,2024-03-31
2024-03,2024-Q1,P_defensif,EQD,0.0647,6.47,2024-03-31
2024-03,2024-Q1,P_defensif,GAZ,0.0634,6.34,2024-03-31
2024-03,2024-Q1,P_defensif,DWY,0.0615,6.15,2024-03-31
2024-03,2024-Q1,P_defensif,SMI,0.0582,5.82,2024-03-31
2024-03,2024-Q1,P_defensif,MIC,0.0578,5.78,2024-03-31
2024-03,2024-Q1,P_defensif,JET,0.0566,5.66,2024-03-31
2024-03,2024-Q1,P_defensif,SOT,0.055,5.5,2024-03-31
2024-03,2024-Q1,P_defensif,MNG,0.0259,2.59,2024-03-31
2024-03,2024-Q1,P_defensif,CMT,0.0241,2.41,2024-03-31
2024-03,2024-Q1,P_defensif,SNP,0.0217,2.17,2024-03-31
2024-03,2024-Q1,P_defensif,HPS,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,MSA,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,TQM,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,LBV,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,WAA,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,RDS,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,SID,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,CSR,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,DHO,0.02,2.0,2024-03-31
2024-03,2024-Q1,P_defensif,MUT,0.02,2.0,2024-03-31
