period,quarter,portfolio,ticker,weight,weight_pct,rebalance_date
2023-01,2023-Q1,P_agressif,MSA,0.1186,11.86,2023-01-31
2023-01,2023-Q1,P_agressif,LBV,0.1039,10.39,2023-01-31
2023-01,2023-Q1,P_agressif,HPS,0.0945,9.45,2023-01-31
2023-01,2023-Q1,P_agressif,DRI,0.0715,7.15,2023-01-31
2023-01,2023-Q1,P_agressif,MIC,0.0614,6.14,2023-01-31
2023-01,2023-Q1,P_agressif,GAZ,0.061,6.1,2023-01-31
2023-01,2023-Q1,P_agressif,M2M,0.0609,6.09,2023-01-31
2023-01,2023-Q1,P_agressif,AFM,0.0475,4.75,2023-01-31
2023-01,2023-Q1,P_agressif,MLE,0.0456,4.56,2023-01-31
2023-01,2023-Q1,P_agressif,NEJ,0.0399,3.99,2023-01-31
2023-01,2023-Q1,P_agressif,JET,0.0352,3.52,2023-01-31
2023-01,2023-Q1,P_agressif,CSR,0.0278,2.78,2023-01-31
2023-01,2023-Q1,P_agressif,CTM,0.0261,2.61,2023-01-31
2023-01,2023-Q1,P_agressif,WAA,0.0252,2.52,2023-01-31
2023-01,2023-Q1,P_agressif,MOX,0.024,2.4,2023-01-31
2023-01,2023-Q1,P_agressif,DWY,0.0233,2.33,2023-01-31
2023-01,2023-Q1,P_agressif,RDS,0.0224,2.24,2023-01-31
2023-01,2023-Q1,P_agressif,TQM,0.0224,2.24,2023-01-31
2023-01,2023-Q1,P_agressif,LES,0.0223,2.23,2023-01-31
2023-01,2023-Q1,P_agressif,SNP,0.0222,2.22,2023-01-31
2023-01,2023-Q1,P_agressif,STR,0.0222,2.22,2023-01-31
2023-01,2023-Q1,P_agressif,DHO,0.0222,2.22,2023-01-31
2023-01,2023-Q1,P_equilibre,GAZ,0.1119,11.19,2023-01-31
2023-01,2023-Q1,P_equilibre,MSA,0.1037,10.37,2023-01-31
2023-01,2023-Q1,P_equilibre,MLE,0.0971,9.71,2023-01-31
2023-01,2023-Q1,P_equilibre,AFM,0.0944,9.44,2023-01-31
